Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;2981;13;211
Rust(Stadt);102;2000;295;1;49
Eisenstadt-Umgebung;103;43861;8411;38;646
Güssing;104;25770;5639;72;467
Jennersdorf;105;17109;3471;30;300
Mattersburg;106;40316;8663;57;715
Neusiedl am See;107;60397;12255;56;1081
Oberpullendorf;108;37453;7219;50;642
Oberwart;109;54209;11298;100;1059
Klagenfurt Stadt;201;101765;24820;194;2227
Villach Stadt;202;63236;16240;118;1407
Hermagor;203;18052;5014;37;513
Klagenfurt Land;204;60503;15289;85;1591
Sankt Veit an der Glan;205;53880;12688;123;1373
Spittal an der Drau;206;75628;22326;172;1609
Villach Land;207;64920;17555;135;1641
Völkermarkt;208;41834;12173;81;1428
Wolfsberg;209;52488;13190;130;1279
Feldkirchen;210;29783;8475;68;899
Krems an der Donau(Stadt);301;24837;5234;37;472
Sankt Pölten(Stadt);302;55878;13467;84;1240
Waidhofen an der Ybbs(Stadt);303;11134;3309;23;289
Wiener Neustadt(Stadt);304;46456;12057;118;1115
Amstetten;305;116592;36458;153;3404
Baden;306;147113;34473;204;3314
Bruck an der Leitha;307;105507;22830;107;2258
Gänserndorf;308;105824;20642;86;2192
Gmünd;309;36275;7708;71;883
Hollabrunn;310;51332;9169;65;1125
Horn;311;30838;5685;33;741
Korneuburg;312;91777;17720;72;2095
Krems(Land);313;56559;12773;48;1416
Lilienfeld;314;25474;6543;56;512
Melk;315;78281;23518;138;2399
Mistelbach;316;75655;13587;43;1750
Mödling;317;119240;23455;149;2314
Neunkirchen;318;86323;21470;129;2203
Sankt Pölten(Land);319;132064;32032;185;3256
Scheibbs;320;41567;13275;69;1292
Tulln;321;105762;20007;109;2232
Waidhofen an der Thaya;322;25531;5777;28;634
Wiener Neustadt(Land);323;79033;19563;130;1749
Zwettl;325;41827;11416;55;1210
Linz(Stadt);401;206537;52104;320;4664
Steyr(Stadt);402;37952;9842;49;954
Wels(Stadt);403;62654;18594;119;1391
Braunau am Inn;404;106492;36773;190;2565
Eferding;405;33368;9193;57;825
Freistadt;406;66922;20440;118;2131
Gmunden;407;102102;30745;163;2682
Grieskirchen;408;65137;20168;110;2124
Kirchdorf an der Krems;409;57163;16021;109;1523
Linz-Land;410;152391;42966;186;3547
Perg;411;69241;20549;114;2072
Ried im Innkreis;412;61850;19843;125;1632
Rohrbach;413;56623;18539;122;1709
Schärding;414;57438;17518;110;1633
Steyr-Land;415;60936;17118;112;1865
Urfahr-Umgebung;416;86235;24430;97;2265
Vöcklabruck;417;137993;44332;245;3631
Wels-Land;418;74574;23074;93;1977
Salzburg(Stadt);501;155416;43666;219;3002
Hallein;502;60992;23824;92;1367
Salzburg-Umgebung;503;154624;51134;201;3644
Sankt Johann im Pongau;504;81392;32746;136;1568
Tamsweg;505;20118;7554;52;323
Zell am See;506;88168;29354;136;2185
Graz(Stadt);601;291134;62281;404;6070
Deutschlandsberg;603;60871;13350;135;1411
Graz-Umgebung;606;157853;35318;310;3835
Leibnitz;610;85294;20581;143;2429
Leoben;611;59151;11535;139;1202
Liezen;612;79592;21132;150;1591
Murau;614;27449;5925;38;545
Voitsberg;616;50947;11698;145;1539
Weiz;617;90916;24037;187;2573
Murtal;620;71356;17189;219;1802
Bruck-Mürzzuschlag;621;98054;21161;282;2098
Hartberg-Fürstenfeld;622;90619;23177;220;2619
Südoststeiermark;623;83841;19146;213;2098
Innsbruck-Stadt;701;131059;36102;138;3079
Imst;702;60922;22090;52;1522
Innsbruck-Land;703;181698;53502;171;4428
Kitzbühel;704;64676;21795;53;1230
Kufstein;705;111080;39492;169;2824
Landeck;706;44346;17368;57;1195
Lienz;707;48814;17061;71;1233
Reutte;708;33054;9047;13;728
Schwaz;709;84456;27751;141;2159
Bludenz;801;64368;19731;73;1882
Bregenz;802;135310;37970;170;3709
Dornbirn;803;90502;27228;111;2453
Feldkirch;804;109057;31648;119;2999
Wien;900;1920949;499606;2983;43029
