Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"303,2",352,"900,00",1.045
Baden,Niederöstereich,"226,4",331,"957,60",1.400
Bludenz,Vorarlberg,"321,8",205,1.375,876
Braunau am Inn,Oberösterreich,"246,1",257,"778,70",813
Bregenz,Vorarlberg,"387,7",521,"1.261,30",1.695
Bruck an der Leitha,Niederöstereich,"213,7",218,"963,60",983
Bruck-Mürzzuschlag,Steiermark,"240,4",238,"582,90",577
Deutschlandsberg,Steiermark,"203,9",124,"526,10",320
Dornbirn,Vorarlberg,"669,4",596,1.700,1.514
Eferding,Oberösterreich,"714,8",237,"1.499,00",497
Eisenstadt,Burgenland,"266,4",39,"717,40",105
Eisenstadt-Umgebung,Burgenland,"321,5",138,"834,00",358
Feldkirch,Vorarlberg,391,419,"1.387,70",1.487
Feldkirchen,Kärnten,"223,8",67,"427,60",128
Freistadt,Oberösterreich,"481,8",321,"1.238,30",825
Gänserndorf,Niederöstereich,"155,3",161,"848,70",880
Gmünd,Niederöstereich,"429,7",158,"1.068,70",393
Gmunden,Oberösterreich,"465,4",473,"1.148,30",1.167
Graz,Steiermark,"250,7",724,"926,60",2.676
Graz-Umgebung,Steiermark,"206,1",318,"727,30",1.122
Grieskirchen,Oberösterreich,"574,8",372,"1.406,00",910
Güssing,Burgenland,"236,5",61,"736,50",190
Hallein,Salzburg,"430,6",260,1.898,1.146
Hartberg-Fürstenfeld,Steiermark,"323,3",293,"934,70",847
Hermagor,Kärnten,"301,8",55,"724,30",132
Hollabrunn,Niederöstereich,"212,4",108,"554,50",282
Horn,Niederöstereich,"125,4",39,"604,70",188
Imst,Tirol,"283,1",170,"1.511,90",908
Innsbruck-Land,Tirol,"426,1",764,"1.524,10",2.733
Innsbruck-Stadt,Tirol,"461,7",610,"2.222,40",2.936
Jennersdorf,Burgenland,375,64,"591,80",101
Kirchdorf an der Krems,Oberösterreich,"244,4",139,"624,30",355
Kitzbühel,Tirol,"295,9",189,"1.200,70",767
Klagenfurt Land,Kärnten,"170,6",102,"466,60",279
Klagenfurt Stadt,Kärnten,"262,9",265,"710,20",716
Korneuburg,Niederöstereich,274,249,"1.078,20",980
Krems (Land),Niederöstereich,"270,3",153,"1.083,10",613
Krems an der Donau,Niederöstereich,197,49,"1.009,00",251
Kufstein,Tirol,"499,6",548,1.694,1.858
Landeck,Tirol,"268,2",119,"3.352,00",1.487
Leibnitz,Steiermark,"369,8",305,"903,20",745
Leoben,Steiermark,"291,4",175,"760,90",457
Lienz,Tirol,"256,4",125,"756,90",369
Liezen,Steiermark,"350,4",280,"831,00",664
Lilienfeld,Niederöstereich,"464,9",120,"1.170,00",302
Linz,Oberösterreich,"338,8",697,"1.335,30",2.747
Linz-Land,Oberösterreich,"324,1",487,"1.205,80",1.812
Mattersburg,Burgenland,"205,4",82,"746,40",298
Melk,Niederöstereich,"197,5",154,"836,30",652
Mistelbach,Niederöstereich,"104,7",79,"720,70",544
Mödling,Niederöstereich,"245,4",292,"1.079,00",1.284
Murau,Steiermark,"119,3",33,"296,50",82
Murtal,Steiermark,"184,7",133,"563,90",406
Neunkirchen,Niederöstereich,226,195,"987,40",852
Neusiedl am See,Burgenland,"152,8",91,"851,40",507
Oberpullendorf,Burgenland,"333,2",125,"781,10",293
Oberwart,Burgenland,"406,8",220,"1.085,50",587
Perg,Oberösterreich,"349,1",239,"1.190,50",815
Reutte,Tirol,"146,9",48,"707,10",231
Ried im Innkreis,Oberösterreich,"537,5",329,1.565,958
Rohrbach,Oberösterreich,"734,2",415,1.614,912
Rust,Burgenland,"206,2",4,"360,80",7
Salzburg,Salzburg,"258,1",398,"926,70",1.429
Salzburg-Umgebung,Salzburg,"363,1",553,"1.169,50",1.781
Sankt Johann im Pongau,Salzburg,"570,9",460,"1.902,60",1.533
Sankt Pölten,Niederöstereich,"281,6",155,"1.142,70",629
Sankt Pölten (Land),Niederöstereich,235,308,"929,50",1.218
Sankt Veit an der Glan,Kärnten,187,102,"553,60",302
Schärding,Oberösterreich,"565,4",324,"1.362,80",781
Scheibbs,Niederöstereich,"248,8",103,775,321
Schwaz,Tirol,"764,3",641,"2.415,60",2.026
Spittal an der Drau,Kärnten,"78,9",60,"241,80",184
Steyr,Oberösterreich,432,165,"1.196,60",457
Steyr-Land,Oberösterreich,"408,8",247,"1.143,50",691
Südoststeiermark,Steiermark,"404,9",348,"646,90",556
Tamsweg,Salzburg,"290,4",59,"841,50",171
Tulln,Niederöstereich,"278,5",289,"972,30",1.009
Urfahr-Umgebung,Oberösterreich,"439,7",376,"1.214,00",1.038
Villach Land,Kärnten,"148,5",96,"428,30",277
Villach Stadt,Kärnten,"152,6",95,"467,50",291
Vöcklabruck,Oberösterreich,"341,3",465,"1.090,60",1.486
Voitsberg,Steiermark,"252,1",129,"854,20",437
Völkermarkt,Kärnten,"176,7",74,"647,10",271
Waidhofen an der Thaya,Niederöstereich,"370,8",96,"1.274,70",330
Waidhofen an der Ybbs,Niederöstereich,"177,6",20,"719,30",81
Weiz,Steiermark,"261,2",236,"756,00",683
Wels,Oberösterreich,"427,7",264,"1.654,10",1.021
Wels-Land,Oberösterreich,"298,2",218,"1.000,10",731
Wien,Wien,"281,6",#ERROR!,"1.683,40",31.943
Wiener Neustadt,Niederöstereich,"457,2",207,"1.431,20",648
Wiener Neustadt (Land),Niederöstereich,"247,5",193,"798,8",623
Wolfsberg,Kärnten,"195,3",103,"477,9",252
Zell am See,Salzburg,"232,1",203,"1.048,50",917
Zwettl,Niederöstereich,"258,2",109,"954,5",403
