Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"183,7",214,"8231,20",9591
Baden,Niederösterreich,139,204,"6522,60",9572
Bludenz,Vorarlberg,"149,7",96,"6163,10",3951
Braunau am Inn,Oberösterreich,"236,8",250,"8194,90",8650
Bregenz,Vorarlberg,"300,8",406,"6559,90",8855
Bruck an der Leitha,Niederösterreich,"158,1",164,"5648,00",5859
Bruck-Mürzzuschlag,Steiermark,"100,3",99,"5891,80",5815
Deutschlandsberg,Steiermark,"282,6",172,"6149,50",3743
Dornbirn,Vorarlberg,"270,3",243,"7874,40",7080
Eferding,Oberösterreich,"126,6",42,"8131,90",2698
Eisenstadt,Burgenland,"74,2",11,"6270,20",929
Eisenstadt-Umgebung,Burgenland,"104,1",45,"5287,30",2286
Feldkirch,Vorarlberg,"235,8",255,"7076,50",7652
Feldkirchen,Kärnten,214,64,"7581,40",2267
Freistadt,Oberösterreich,"161,5",108,"7889,50",5275
Gänserndorf,Niederösterreich,"166,1",174,"5324,40",5579
Gmünd,Niederösterreich,"123,1",45,"7186,80",2627
Gmunden,Oberösterreich,"81,5",83,"7368,00",7505
Graz,Steiermark,"186,9",544,"5190,50",15108
Graz-Umgebung,Steiermark,"147,4",230,"5227,10",8158
Grieskirchen,Oberösterreich,"158,8",103,"7744,10",5024
Güssing,Burgenland,"120,6",31,"6976,90",1793
Hallein,Salzburg,"332,1",202,"10421,90",6339
Hartberg-Fürstenfeld,Steiermark,"190,9",173,"7608,80",6894
Hermagor,Kärnten,"49,9",9,"10291,30",1858
Hollabrunn,Niederösterreich,"107,8",55,"4873,30",2487
Horn,Niederösterreich,"158,4",49,"4674,20",1446
Imst,Tirol,"286,1",173,"7743,80",4683
Innsbruck-Land,Tirol,"197,8",357,"7177,50",12952
Innsbruck-Stadt,Tirol,194,256,"6865,70",9060
Jennersdorf,Burgenland,"134,5",23,"7434,10",1271
Kirchdorf an der Krems,Oberösterreich,"115,6",66,"7007,10",3999
Kitzbühel,Tirol,"115,3",74,"6718,30",4311
Klagenfurt Land,Kärnten,"188,3",113,"6691,80",4016
Klagenfurt Stadt,Kärnten,"113,5",115,"5915,10",5992
Korneuburg,Niederösterreich,69,63,"4558,70",4160
Krems (Land),Niederösterreich,"92,1",52,"5546,40",3133
Krems an der Donau,Niederösterreich,"143,8",36,"5280,40",1322
Kufstein,Tirol,175,193,"8243,90",9092
Landeck,Tirol,"90,1",40,"7853,80",3486
Leibnitz,Steiermark,"180,5",153,"6576,50",5574
Leoben,Steiermark,"110,6",66,"5397,00",3222
Lienz,Tirol,"328,3",160,"10439,50",5088
Liezen,Steiermark,123,98,"6568,60",5232
Lilienfeld,Niederösterreich,"120,8",31,"5932,60",1522
Linz,Oberösterreich,"184,9",382,"6196,20",12801
Linz-Land,Oberösterreich,"165,8",251,"6334,10",9588
Mattersburg,Burgenland,"99,9",40,"5516,70",2209
Melk,Niederösterreich,"182,9",143,"7107,00",5557
