Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10707;25;9
Rust(Stadt);102;2021;1329;5;0
Eisenstadt-Umgebung;103;44488;30227;78;16
Güssing;104;25809;16945;101;5
Jennersdorf;105;17216;10101;44;1
Mattersburg;106;40731;27010;88;7
Neusiedl am See;107;61358;42776;85;31
Oberpullendorf;108;37556;25179;68;4
Oberwart;109;54682;34751;145;11
Klagenfurt Stadt;201;103297;59503;304;17
Villach Stadt;202;64125;35826;174;13
Hermagor;203;18069;10715;66;1
Klagenfurt Land;204;61114;36060;127;6
Sankt Veit an der Glan;205;53953;33110;167;7
Spittal an der Drau;206;75725;44659;275;6
Villach Land;207;65635;38655;204;6
Völkermarkt;208;41947;26659;121;3
Wolfsberg;209;52352;30388;203;7
Feldkirchen;210;29949;17390;83;1
Krems an der Donau(Stadt);301;24930;15889;75;2
Sankt Pölten(Stadt);302;56697;38032;146;15
Waidhofen an der Ybbs(Stadt);303;11187;8139;59;4
Wiener Neustadt(Stadt);304;47407;31181;223;11
Amstetten;305;117442;90204;309;15
Baden;306;148765;100050;364;47
Bruck an der Leitha;307;107297;74279;220;39
Gänserndorf;308;107504;71067;305;27
Gmünd;309;36152;23181;158;2
Hollabrunn;310;51879;32915;116;14
Horn;311;30875;19221;60;6
Korneuburg;312;92442;63534;146;43
Krems(Land);313;56840;38898;163;11
Lilienfeld;314;25491;17786;111;1
Melk;315;78779;59566;506;7
Mistelbach;316;76641;50248;107;22
Mödling;317;120412;81816;308;57
Neunkirchen;318;87048;57791;251;36
Sankt Pölten(Land);319;133497;95292;336;33
Scheibbs;320;41711;31554;98;11
Tulln;321;107723;72057;214;48
Waidhofen an der Thaya;322;25644;17107;80;2
Wiener Neustadt(Land);323;80020;54199;218;11
Zwettl;325;41757;30278;84;13
Linz(Stadt);401;208445;127310;474;35
Steyr(Stadt);402;37915;23392;84;4
Wels(Stadt);403;63542;40425;165;8
Braunau am Inn;404;108388;77199;270;16
Eferding;405;33715;23392;81;0
Freistadt;406;67638;48561;202;9
Gmunden;407;102765;71159;256;13
Grieskirchen;408;65929;47906;159;4
Kirchdorf an der Krems;409;57882;39568;167;5
Linz-Land;410;154320;101287;296;28
Perg;411;69905;50796;155;6
Ried im Innkreis;412;62535;44978;170;2
Rohrbach;413;57034;40796;165;1
Schärding;414;57750;39936;156;6
Steyr-Land;415;61494;43493;158;4
Urfahr-Umgebung;416;87466;62768;161;16
Vöcklabruck;417;139989;100339;340;18
Wels-Land;418;75514;54549;123;15
Salzburg(Stadt);501;155743;103666;342;22
Hallein;502;61262;45998;148;5
Salzburg-Umgebung;503;155982;117667;318;26
Sankt Johann im Pongau;504;81962;57551;184;3
Tamsweg;505;20327;13947;68;0
Zell am See;506;89017;56704;201;5
Graz(Stadt);601;293929;173888;609;68
Deutschlandsberg;603;61092;36431;184;15
Graz-Umgebung;606;161131;100007;441;34
Leibnitz;610;86399;53502;195;12
Leoben;611;59341;31783;197;8
Liezen;612;79739;46826;229;7
Murau;614;27343;15169;60;2
Voitsberg;616;51165;28380;191;4
Weiz;617;91844;56863;259;13
Murtal;620;71398;39332;294;5
Bruck-Mürzzuschlag;621;98394;51857;359;11
Hartberg-Fürstenfeld;622;91091;55190;311;7
Südoststeiermark;623;84024;50492;296;18
Innsbruck-Stadt;701;130599;86580;261;28
Imst;702;61843;43192;103;3
Innsbruck-Land;703;183827;126144;292;19
Kitzbühel;704;65482;42039;102;15
Kufstein;705;112301;75612;256;9
Landeck;706;44681;32292;93;2
Lienz;707;48854;33984;148;7
Reutte;708;33427;21717;34;12
Schwaz;709;85478;54234;222;5
Bludenz;801;64943;43379;99;5
Bregenz;802;136369;86139;243;11
Dornbirn;803;91344;59559;171;12
Feldkirch;804;110547;72755;179;12
Wien;900;1951354;1419571;4810;960
