Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"84,1",98,"6483,90",7555
Baden,Niederösterreich,"280,1",411,"4562,10",6695
Bludenz,Vorarlberg,92,59,"5436,20",3485
Braunau am Inn,Oberösterreich,"287,1",303,"5866,20",6192
Bregenz,Vorarlberg,"63,7",86,"5410,90",7304
Bruck an der Leitha,Niederösterreich,"228,5",237,"3863,70",4008
Bruck-Mürzzuschlag,Steiermark,"147,9",146,"4888,70",4825
Deutschlandsberg,Steiermark,"147,9",90,"4582,10",2789
Dornbirn,Vorarlberg,"70,1",63,"6806,70",6120
Eferding,Oberösterreich,"87,4",29,"6872,00",2280
Eisenstadt,Burgenland,"182,2",27,"4285,90",635
Eisenstadt-Umgebung,Burgenland,"152,7",66,"3820,90",1652
Feldkirch,Vorarlberg,"95,3",103,"6010,20",6499
Feldkirchen,Kärnten,"150,5",45,"5835,70",1745
Freistadt,Oberösterreich,"91,2",61,"6326,60",4230
Gänserndorf,Niederösterreich,"269,1",282,"3770,70",3951
Gmünd,Niederösterreich,"246,2",90,"5370,30",1963
Gmunden,Oberösterreich,"118,8",121,"5883,60",5993
Graz,Steiermark,"114,7",334,"3998,70",11639
Graz-Umgebung,Steiermark,"116,6",182,"4062,30",6340
Grieskirchen,Oberösterreich,"70,9",46,"6749,90",4379
Güssing,Burgenland,"237,4",61,"5436,00",1397
Hallein,Salzburg,"197,3",120,"8577,20",5217
Hartberg-Fürstenfeld,Steiermark,"242,8",220,"5810,90",5265
Hermagor,Kärnten,"653,6",118,"9172,50",1656
Hollabrunn,Niederösterreich,"213,6",109,"3566,30",1820
Horn,Niederösterreich,"193,9",60,"3015,90",933
Imst,Tirol,"190,2",115,"5954,60",3601
Innsbruck-Land,Tirol,"59,3",107,"5675,20",10241
Innsbruck-Stadt,Tirol,47,62,"5380,40",7100
Jennersdorf,Burgenland,"304,1",52,"5819,70",995
Kirchdorf an der Krems,Oberösterreich,"131,4",75,"5263,60",3004
Kitzbühel,Tirol,"126,2",81,"5586,90",3585
Klagenfurt Land,Kärnten,"151,6",91,"5285,40",3172
Klagenfurt Stadt,Kärnten,156,158,"4825,30",4888
Korneuburg,Niederösterreich,"144,7",132,"3346,70",3054
Krems (Land),Niederösterreich,"118,6",67,"4447,00",2512
Krems an der Donau,Niederösterreich,"39,9",10,"4030,20",1009
Kufstein,Tirol,"112,4",124,"6669,00",7355
Landeck,Tirol,"87,9",39,"6788,20",3013
Leibnitz,Steiermark,"187,6",159,"4868,10",4126
Leoben,Steiermark,134,80,"4264,70",2546
Lienz,Tirol,"334,4",163,"7579,30",3694
Liezen,Steiermark,"145,6",116,"5180,00",4126
Lilienfeld,Niederösterreich,"136,4",35,"4541,00",1165
Linz,Oberösterreich,"104,1",215,"4903,30",10130
Linz-Land,Oberösterreich,105,159,"5020,10",7599
Mattersburg,Burgenland,"234,8",94,"4098,20",1641
Melk,Niederösterreich,133,104,"5081,10",3973
Mistelbach,Niederösterreich,"305,5",231,"3493,60",2642
Mödling,Niederösterreich,"196,4",234,"3766,10",4486
Murau,Steiermark,"112,6",31,"4941,40",1361
Murtal,Steiermark,"107,4",77,"4948,50",3548
Neunkirchen,Niederösterreich,"245,5",212,"4643,10",4009
Neusiedl am See,Burgenland,"221,7",133,"4004,00",2402
Oberpullendorf,Burgenland,"149,8",56,"4501,90",1683
Oberwart,Burgenland,"247,3",134,"4502,50",2440
Perg,Oberösterreich,"178,3",123,"6365,30",4390
Reutte,Tirol,"51,8",17,"4269,40",1402
Ried im Innkreis,Oberösterreich,"183,2",113,"7202,10",4443
Rohrbach,Oberösterreich,"116,7",66,"7997,20",4522
Rust,Burgenland,101,2,"3535,40",70
Salzburg,Salzburg,"162,6",252,"5604,40",8688
Salzburg-Umgebung,Salzburg,"210,4",323,"6156,00",9449
Sankt Johann im Pongau,Salzburg,"512,4",416,"9434,20",7660
Sankt Pölten,Niederösterreich,"199,9",111,"4818,60",2675
Sankt Pölten (Land),Niederösterreich,"139,7",184,"4092,50",5391
Sankt Veit an der Glan,Kärnten,"195,6",106,"5726,60",3103
Schärding,Oberösterreich,183,105,"7597,00",4360
Scheibbs,Niederösterreich,"147,3",61,"6425,40",2661
Schwaz,Tirol,"188,5",159,"9569,70",8070
Spittal an der Drau,Kärnten,"213,5",162,"5083,80",3857
Steyr,Oberösterreich,"136,6",52,"4674,70",1779
Steyr-Land,Oberösterreich,"93,9",57,"5700,20",3461
Südoststeiermark,Steiermark,194,163,"5328,70",4478
Tamsweg,Salzburg,"212,3",43,"10231,60",2072
Tulln,Niederösterreich,"123,3",129,"3846,30",4023
Urfahr-Umgebung,Oberösterreich,"89,5",77,"5995,00",5156
Villach Land,Kärnten,"213,6",138,"5021,80",3245
Villach Stadt,Kärnten,"138,4",87,"4274,70",2688
Vöcklabruck,Oberösterreich,"149,3",205,"5920,70",8129
Voitsberg,Steiermark,"84,2",43,"4549,00",2322
Völkermarkt,Kärnten,160,67,"6889,30",2884
Waidhofen an der Thaya,Niederösterreich,"362,1",93,"4781,60",1228
Waidhofen an der Ybbs,Niederösterreich,"187,1",21,"5997,10",673
