Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10671;25;14
Rust(Stadt);102;2021;1324;5;3
Eisenstadt-Umgebung;103;44488;30154;78;36
Güssing;104;25809;16909;101;8
Jennersdorf;105;17216;10080;44;4
Mattersburg;106;40731;26947;88;25
Neusiedl am See;107;61358;42675;85;46
Oberpullendorf;108;37556;25126;68;20
Oberwart;109;54682;34706;145;34
Klagenfurt Stadt;201;103297;59421;303;34
Villach Stadt;202;64125;35763;174;36
Hermagor;203;18069;10709;66;7
Klagenfurt Land;204;61114;36015;127;13
Sankt Veit an der Glan;205;53953;33072;167;17
Spittal an der Drau;206;75725;44623;275;28
Villach Land;207;65635;38618;204;17
Völkermarkt;208;41947;26640;121;12
Wolfsberg;209;52352;30363;203;8
Feldkirchen;210;29949;17376;83;8
Krems an der Donau(Stadt);301;24930;15867;75;9
Sankt Pölten(Stadt);302;56697;37950;146;39
Waidhofen an der Ybbs(Stadt);303;11187;8132;59;4
Wiener Neustadt(Stadt);304;47407;31122;223;35
Amstetten;305;117442;90115;309;37
Baden;306;148765;99777;364;127
Bruck an der Leitha;307;107297;74045;220;90
Gänserndorf;308;107504;70888;248;102
Gmünd;309;36152;23153;158;24
Hollabrunn;310;51879;32870;116;22
Horn;311;30875;19203;60;10
Korneuburg;312;92442;63347;145;83
Krems(Land);313;56840;38834;153;19
Lilienfeld;314;25491;17769;111;14
Melk;315;78779;59520;478;33
Mistelbach;316;76641;50142;107;57
Mödling;317;120412;81539;308;116
Neunkirchen;318;87048;57644;251;80
Sankt Pölten(Land);319;133497;95094;336;105
Scheibbs;320;41711;31526;98;13
Tulln;321;107723;71846;214;89
Waidhofen an der Thaya;322;25644;17085;80;10
Wiener Neustadt(Land);323;80020;54122;218;50
Zwettl;325;41757;30207;84;34
Linz(Stadt);401;208445;127118;474;108
Steyr(Stadt);402;37915;23372;84;19
Wels(Stadt);403;63542;40379;165;63
Braunau am Inn;404;108388;77151;269;31
Eferding;405;33715;23381;81;13
Freistadt;406;67638;48523;202;23
Gmunden;407;102765;71099;256;42
Grieskirchen;408;65929;47878;158;18
Kirchdorf an der Krems;409;57882;39526;167;29
Linz-Land;410;154320;101154;295;67
Perg;411;69905;50752;155;14
Ried im Innkreis;412;62535;44951;170;17
Rohrbach;413;57034;40774;165;6
Schärding;414;57750;39920;156;11
Steyr-Land;415;61494;43467;158;20
Urfahr-Umgebung;416;87466;62720;161;24
Vöcklabruck;417;139989;100258;340;42
Wels-Land;418;75514;54493;123;36
Salzburg(Stadt);501;155743;103526;341;69
Hallein;502;61262;45957;148;23
Salzburg-Umgebung;503;155982;117563;318;38
Sankt Johann im Pongau;504;81962;57526;184;15
Tamsweg;505;20327;13941;68;3
Zell am See;506;89017;56666;201;23
Graz(Stadt);601;293929;173564;608;109
Deutschlandsberg;603;61092;36395;184;6
Graz-Umgebung;606;161131;99830;441;58
Leibnitz;610;86399;53418;194;26
Leoben;611;59341;31733;197;8
Liezen;612;79739;46793;229;16
Murau;614;27343;15155;60;7
Voitsberg;616;51165;28361;191;5
Weiz;617;91844;56809;259;24
Murtal;620;71398;39298;294;19
Bruck-Mürzzuschlag;621;98394;51804;359;24
Hartberg-Fürstenfeld;622;91091;55140;311;19
Südoststeiermark;623;84024;50414;295;29
Innsbruck-Stadt;701;130599;86464;261;54
Imst;702;61843;43163;103;27
Innsbruck-Land;703;183827;126022;293;82
Kitzbühel;704;65482;42009;102;13
Kufstein;705;112301;75585;256;17
Landeck;706;44681;32275;93;9
Lienz;707;48854;33965;148;9
Reutte;708;33427;21689;34;23
Schwaz;709;85478;54213;222;16
Bludenz;801;64943;43353;98;1
Bregenz;802;136369;86041;242;7
Dornbirn;803;91344;59495;171;4
Feldkirch;804;110547;72693;179;7
Wien;900;1951354;1414946;4786;2186
