Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9637;25;72
Rust(Stadt);102;2021;1189;5;5
Eisenstadt-Umgebung;103;44488;27420;74;251
Güssing;104;25809;15472;101;94
Jennersdorf;105;17216;9549;44;61
Mattersburg;106;40731;24945;86;179
Neusiedl am See;107;61358;38528;85;358
Oberpullendorf;108;37556;22732;68;184
Oberwart;109;54682;32048;144;278
Klagenfurt Stadt;201;103297;56396;298;282
Villach Stadt;202;64125;34313;174;159
Hermagor;203;18069;10312;63;62
Klagenfurt Land;204;61114;34357;127;135
Sankt Veit an der Glan;205;53953;31737;167;124
Spittal an der Drau;206;75725;42946;275;147
Villach Land;207;65635;37188;205;173
Völkermarkt;208;41947;25409;121;91
Wolfsberg;209;52352;29264;198;124
Feldkirchen;210;29949;16785;83;46
Krems an der Donau(Stadt);301;24930;14573;74;104
Sankt Pölten(Stadt);302;56697;35023;145;331
Waidhofen an der Ybbs(Stadt);303;11187;7692;40;56
Wiener Neustadt(Stadt);304;47407;29072;208;210
Amstetten;305;117442;84508;309;394
Baden;306;148765;91270;343;763
Bruck an der Leitha;307;107297;66539;218;615
Gänserndorf;308;107504;64061;199;652
Gmünd;309;36152;21449;157;77
Hollabrunn;310;51879;30052;105;334
Horn;311;30875;17942;60;116
Korneuburg;312;92442;56759;145;571
Krems(Land);313;56840;36130;105;269
Lilienfeld;314;25491;16784;110;116
Melk;315;78779;55877;346;353
Mistelbach;316;76641;45526;106;447
Mödling;317;120412;72661;288;708
Neunkirchen;318;87048;53686;250;420
Sankt Pölten(Land);319;133497;87498;335;877
Scheibbs;320;41711;29899;95;158
Tulln;321;107723;65162;213;636
Waidhofen an der Thaya;322;25644;15839;77;72
Wiener Neustadt(Land);323;80020;50545;210;371
Zwettl;325;41757;28215;84;154
Linz(Stadt);401;208445;118436;459;656
Steyr(Stadt);402;37915;21811;72;95
Wels(Stadt);403;63542;37830;159;207
Braunau am Inn;404;108388;73524;265;169
Eferding;405;33715;21912;79;84
Freistadt;406;67638;46008;191;188
Gmunden;407;102765;66767;247;334
Grieskirchen;408;65929;45126;150;195
Kirchdorf an der Krems;409;57882;37231;158;142
Linz-Land;410;154320;94994;288;572
Perg;411;69905;47787;152;220
Ried im Innkreis;412;62535;42510;170;121
Rohrbach;413;57034;38611;164;137
Schärding;414;57750;38217;155;154
Steyr-Land;415;61494;40826;154;157
Urfahr-Umgebung;416;87466;58916;158;269
Vöcklabruck;417;139989;94878;336;413
Wels-Land;418;75514;50879;118;285
Salzburg(Stadt);501;155743;97614;313;429
Hallein;502;61262;44151;143;172
Salzburg-Umgebung;503;155982;112067;311;433
Sankt Johann im Pongau;504;81962;55447;184;157
Tamsweg;505;20327;13474;68;45
Zell am See;506;89017;54385;194;154
Graz(Stadt);601;293929;162006;567;940
Deutschlandsberg;603;61092;34899;180;172
Graz-Umgebung;606;161131;93638;425;578
Leibnitz;610;86399;50398;191;251
Leoben;611;59341;30027;191;127
Liezen;612;79739;44518;226;125
Murau;614;27343;14737;59;38
Voitsberg;616;51165;27158;186;112
Weiz;617;91844;54622;256;281
Murtal;620;71398;37623;292;145
Bruck-Mürzzuschlag;621;98394;49218;355;206
Hartberg-Fürstenfeld;622;91091;52519;298;300
Südoststeiermark;623;84024;47917;294;270
Innsbruck-Stadt;701;130599;81140;247;475
Imst;702;61843;41301;94;165
Innsbruck-Land;703;183827;118736;277;518
Kitzbühel;704;65482;40067;97;127
Kufstein;705;112301;72813;243;196
Landeck;706;44681;30926;90;148
Lienz;707;48854;32873;145;131
Reutte;708;33427;20905;29;58
Schwaz;709;85478;51925;216;164
Bludenz;801;64943;41961;95;170
Bregenz;802;136369;83163;237;416
Dornbirn;803;91344;57290;168;305
Feldkirch;804;110547;70292;176;352
Wien;900;1951354;1271572;4429;11740
