Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"195,5",227,651,756
Baden,Niederöstereich,"168,3",246,"774,9",1.133
Bludenz,Vorarlberg,"200,9",128,"1.092,40",696
Braunau am Inn,Oberösterreich,"102,5",107,"537,3",561
Bregenz,Vorarlberg,"232,9",313,916,1.231
Bruck an der Leitha,Niederöstereich,"179,4",183,"791,1",807
Bruck-Mürzzuschlag,Steiermark,"114,2",113,"370,80",367
Deutschlandsberg,Steiermark,"110,2",67,"343,6",209
Dornbirn,Vorarlberg,"396,4",353,"1.138,80",1.014
Eferding,Oberösterreich,"295,6",98,"811,3",269
Eisenstadt,Burgenland,164,24,"512,40",75
Eisenstadt-Umgebung,Burgenland,"153,7",66,"538,10",231
Feldkirch,Vorarlberg,"287,4",308,"1.054,50",1.130
Feldkirchen,Kärnten,"43,4",13,"203,80",61
Freistadt,Oberösterreich,"261,2",174,838,558
Gänserndorf,Niederöstereich,"125,4",130,"728,20",755
Gmünd,Niederöstereich,"214,8",79,"688,00",253
Gmunden,Oberösterreich,"251,9",256,"753,70",766
Graz,Steiermark,"163,8",473,"710,20",2.051
Graz-Umgebung,Steiermark,151,233,"534,80",825
Grieskirchen,Oberösterreich,"336,8",218,876,567
Güssing,Burgenland,"89,2",23,"531,10",137
Hallein,Salzburg,"457,2",276,"1.530,50",924
Hartberg-Fürstenfeld,Steiermark,"125,8",114,"653,30",592
Hermagor,Kärnten,"120,7",22,"460,90",84
Hollabrunn,Niederöstereich,"80,6",41,"352,00",179
Horn,Niederöstereich,"48,2",15,"485,70",151
Imst,Tirol,"238,1",143,"1.248,80",750
Innsbruck-Land,Tirol,"262,7",471,"1.138,80",2.042
Innsbruck-Stadt,Tirol,"380,7",503,"1.804,60",2.384
Jennersdorf,Burgenland,"93,8",16,"257,80",44
Kirchdorf an der Krems,Oberösterreich,"123,1",70,"432,6",246
Kitzbühel,Tirol,"109,6",70,"914,20",584
Klagenfurt Land,Kärnten,"68,6",41,"304,30",182
Klagenfurt Stadt,Kärnten,125,126,468,472
Korneuburg,Niederöstereich,"201,3",183,"869,20",790
Krems (Land),Niederöstereich,"143,1",81,"837,50",474
Krems an der Donau,Niederöstereich,"176,9",44,"824,10",205
Kufstein,Tirol,"207,9",228,"1.244,50",1.365
Landeck,Tirol,"207,4",92,"3.110,80",1.380
Leibnitz,Steiermark,"164,9",136,"577,1",476
Leoben,Steiermark,"203,1",122,"531,1",319
Lienz,Tirol,"104,6",51,"549,7",268
Liezen,Steiermark,"180,2",144,"508,10",406
Lilienfeld,Niederöstereich,"298,3",77,"786,5",203
Linz,Oberösterreich,"187,1",385,"1.043,60",2.147
Linz-Land,Oberösterreich,"151,1",227,"912,3",1.371
Mattersburg,Burgenland,"142,8",57,"573,6",229
Melk,Niederöstereich,"101,3",79,"669,6",522
Mistelbach,Niederöstereich,"64,9",49,"631,9",477
Mödling,Niederöstereich,"180,7",215,"869,8",1.035
Murau,Steiermark,"32,5",9,188,52
Murtal,Steiermark,"120,8",87,"390,3",281
Neunkirchen,Niederöstereich,"113,6",98,"792,70",684
Neusiedl am See,Burgenland,89,53,"701,90",418
Oberpullendorf,Burgenland,"178,6",67,"498,50",187
Oberwart,Burgenland,159,86,"745,20",403
Perg,Oberösterreich,"146,1",100,"872,10",597
Reutte,Tirol,"122,4",40,"563,20",184
Ried im Innkreis,Oberösterreich,"382,3",234,"1.073,50",657
Rohrbach,Oberösterreich,"320,2",181,"1.010,20",571
Rust,Burgenland,"51,5",1,"206,20",4
Salzburg,Salzburg,"193,2",298,"689,30",1.063
Salzburg-Umgebung,Salzburg,"294,8",449,"848,40",1.292
Sankt Johann im Pongau,Salzburg,"364,9",294,"1.401,20",1.129
Sankt Pölten,Niederöstereich,"139,9",77,"875,70",482
Sankt Pölten (Land),Niederöstereich,"161,8",212,"741,7",972
Sankt Veit an der Glan,Kärnten,"64,2",35,"383,1",209
Schärding,Oberösterreich,"305,4",175,"806,20",462
Scheibbs,Niederöstereich,"89,4",37,"543,40",225
Schwaz,Tirol,465,390,"1.689,50",1.417
Spittal an der Drau,Kärnten,"32,9",25,175,133
Steyr,Oberösterreich,"206,8",79,814,311
Steyr-Land,Oberösterreich,"168,8",102,"777,80",470
Südoststeiermark,Steiermark,"112,9",97,"275,80",237
Tamsweg,Salzburg,"206,7",42,"570,90",116
Tulln,Niederöstereich,"204,3",212,"739,10",767
Urfahr-Umgebung,Oberösterreich,"143,9",123,"816,30",698
Villach Land,Kärnten,"41,8",27,"284,50",184
Villach Stadt,Kärnten,"80,3",50,"321,30",200
Vöcklabruck,Oberösterreich,"242,9",331,"804,40",1.096
Voitsberg,Steiermark,"183,7",94,651,333
Völkermarkt,Kärnten,117,49,"499,10",209
Waidhofen an der Thaya,Niederöstereich,"204,7",53,"942,5",244
Waidhofen an der Ybbs,Niederöstereich,"168,7",19,"541,70",61
Weiz,Steiermark,"101,8",92,"526,9",476
Wels,Oberösterreich,"304,6",188,"1.273,30",786
Wels-Land,Oberösterreich,"206,6",151,"745,6",545
Wien,Wien,"227,8",#ERROR!,"1.448,30",27.481
Wiener Neustadt,Niederöstereich,"287,1",130,"1.011,60",458
Wiener Neustadt (Land),Niederöstereich,"142,3",111,"601,4",469
Wolfsberg,Kärnten,"98,6",52,"299,7",158
Zell am See,Salzburg,"219,5",192,"856,4",749
Zwettl,Niederöstereich,"144,5",61,"741,3",313
