Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"105,6",123,"8392,60",9779
Baden,Niederösterreich,"63,4",93,"6633,00",9734
Bludenz,Vorarlberg,"93,6",60,"6328,50",4057
Braunau am Inn,Oberösterreich,126,133,"8451,70",8921
Bregenz,Vorarlberg,"188,2",254,"6913,30",9332
Bruck an der Leitha,Niederösterreich,"65,6",68,"5758,90",5974
Bruck-Mürzzuschlag,Steiermark,"62,8",62,"6003,20",5925
Deutschlandsberg,Steiermark,"205,4",125,"6489,60",3950
Dornbirn,Vorarlberg,208,187,"8210,30",7382
Eferding,Oberösterreich,"54,3",18,"8258,50",2740
Eisenstadt,Burgenland,"40,5",6,"6344,50",940
Eisenstadt-Umgebung,Burgenland,"55,5",24,"5391,30",2331
Feldkirch,Vorarlberg,"189,6",205,"7395,50",7997
Feldkirchen,Kärnten,"160,5",48,"7852,30",2348
Freistadt,Oberösterreich,"116,7",78,"8094,40",5412
Gänserndorf,Niederösterreich,"69,7",73,"5442,70",5703
Gmünd,Niederösterreich,52,19,"7290,80",2665
Gmunden,Oberösterreich,"82,5",84,"7506,50",7646
Graz,Steiermark,"116,8",340,"5400,70",15720
Graz-Umgebung,Steiermark,"129,4",202,"5439,20",8489
Grieskirchen,Oberösterreich,"97,1",63,"7922,90",5140
Güssing,Burgenland,"54,5",14,"7120,90",1830
Hallein,Salzburg,"197,3",120,"10767,10",6549
Hartberg-Fürstenfeld,Steiermark,"172,2",156,"7921,10",7177
Hermagor,Kärnten,"49,9",9,"10352,30",1869
Hollabrunn,Niederösterreich,"72,5",37,"5014,40",2559
Horn,Niederösterreich,84,26,"4832,60",1495
Imst,Tirol,"180,2",109,"8084,50",4889
Innsbruck-Land,Tirol,"107,5",194,"7369,80",13299
Innsbruck-Stadt,Tirol,"99,3",131,"7099,10",9368
Jennersdorf,Burgenland,"81,9",14,"7609,50",1301
Kirchdorf an der Krems,Oberösterreich,"141,9",81,"7213,80",4117
Kitzbühel,Tirol,"40,5",26,"6799,30",4363
Klagenfurt Land,Kärnten,"91,6",55,"6855,10",4114
Klagenfurt Stadt,Kärnten,"80,9",82,"6030,60",6109
Korneuburg,Niederösterreich,"66,8",61,"4656,20",4249
Krems (Land),Niederösterreich,"99,1",56,"5712,80",3227
Krems an der Donau,Niederösterreich,"75,9",19,"5412,20",1355
Kufstein,Tirol,68,75,"8428,00",9295
Landeck,Tirol,"67,6",30,"8000,30",3551
Leibnitz,Steiermark,"140,4",119,"6809,00",5771
Leoben,Steiermark,62,37,"5504,20",3286
Lienz,Tirol,"155,9",76,"10730,80",5230
Liezen,Steiermark,"94,2",75,"6724,30",5356
Lilienfeld,Niederösterreich,"179,3",46,"6256,10",1605
Linz,Oberösterreich,121,250,"6439,70",13304
Linz-Land,Oberösterreich,"157,9",239,"6578,50",9958
Mattersburg,Burgenland,"77,4",31,"5646,60",2261
Melk,Niederösterreich,"62,7",49,"7240,00",5661
Mistelbach,Niederösterreich,"68,8",52,"4884,60",3694
Mödling,Niederösterreich,"31,1",37,"5281,50",6291
Murau,Steiermark,"214,2",59,"6985,40",1924
Murtal,Steiermark,"235,7",169,"6765,90",4851
Neunkirchen,Niederösterreich,"59,1",51,"6796,20",5868
Neusiedl am See,Burgenland,40,24,"5400,90",3240
Oberpullendorf,Burgenland,"34,8",13,"5994,50",2241
Oberwart,Burgenland,"64,6",35,"6716,90",3640
Perg,Oberösterreich,"120,3",83,"8302,40",5726
Reutte,Tirol,"124,9",41,"5965,60",1959
