Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"450,6",525,3856,4493
Baden,Niederösterreich,"213,3",313,"2314,10",3396
Bludenz,Vorarlberg,"258,9",166,"3701,60",2373
Braunau am Inn,Oberösterreich,"411,2",434,"3287,40",3470
Bregenz,Vorarlberg,"214,8",290,"3846,30",5192
Bruck an der Leitha,Niederösterreich,"191,8",199,"2162,20",2243
Bruck-Mürzzuschlag,Steiermark,"370,80",366,"2904,90",2867
Deutschlandsberg,Steiermark,"195,5",119,"1971,50",1200
Dornbirn,Vorarlberg,198,178,"4676,80",4205
Eferding,Oberösterreich,"325,5",108,"5452,40",1809
Eisenstadt,Burgenland,"222,7",33,"2666,00",395
Eisenstadt-Umgebung,Burgenland,"203,50",88,"2403,10",1039
Feldkirch,Vorarlberg,"245,10",265,"3971,00",4294
Feldkirchen,Kärnten,421,126,"2922,90",874
Freistadt,Oberösterreich,"221,40",148,"4551,20",3043
Gänserndorf,Niederösterreich,"121,20",127,"1647,20",1726
Gmünd,Niederösterreich,"281,80",103,"3154,30",1153
Gmunden,Oberösterreich,"248,40",253,"3369,40",3432
Graz,Steiermark,"248,40",723,"2523,40",7345
Graz-Umgebung,Steiermark,"310,80",485,"2385,50",3723
Grieskirchen,Oberösterreich,"332,90",216,"4940,30",3205
Güssing,Burgenland,226,58,"2930,10",753
Hallein,Salzburg,"374,90",228,"4684,00",2849
Hartberg-Fürstenfeld,Steiermark,"354,30",321,"3188,50",2889
Hermagor,Kärnten,"354,50",64,"3040,90",549
Hollabrunn,Niederösterreich,"129,30",66,"2012,40",1027
Horn,Niederösterreich,"80,80",25,"1574,20",487
Imst,Tirol,"266,20",161,"3976,90",2405
Innsbruck-Land,Tirol,"259,90",469,"4139,60",7470
Innsbruck-Stadt,Tirol,210,277,"4292,20",5664
Jennersdorf,Burgenland,"292,40",50,"3111,70",532
Kirchdorf an der Krems,Oberösterreich,"257,60",147,"3152,20",1799
Kitzbühel,Tirol,"233,80",150,"3450,30",2214
Klagenfurt Land,Kärnten,"364,90",219,"2842,70",1706
Klagenfurt Stadt,Kärnten,"356,40",361,"2970,40",3009
Korneuburg,Niederösterreich,"116,20",106,"2144,60",1957
Krems (Land),Niederösterreich,"194,70",110,"2967,10",1676
Krems an der Donau,Niederösterreich,"251,60",63,"3115,50",780
Kufstein,Tirol,"259,30",286,"4945,30",5454
Landeck,Tirol,"191,50",85,"4731,20",2100
Leibnitz,Steiermark,"313,80",266,"2909,50",2466
Leoben,Steiermark,"221,10",132,"2757,10",1646
Lienz,Tirol,"759,20",370,"4146,70",2021
Liezen,Steiermark,"254,90",203,"2907,60",2316
Lilienfeld,Niederösterreich,"261,20",67,"2978,00",764
Linz,Oberösterreich,317,654,"3556,70",7348
Linz-Land,Oberösterreich,"332,30",503,"3606,40",5459
Mattersburg,Burgenland,"372,10",149,"2497,40",1000
Melk,Niederösterreich,"381,1",298,"3079,60",2408
Mistelbach,Niederösterreich,"132,2",100,"1703,10",1288
Mödling,Niederösterreich,"146,9",175,"2241,50",2670
Murau,Steiermark,"533,7",147,2632,725
Murtal,Steiermark,"463,1",332,2808,2013
Neunkirchen,Niederösterreich,"318,5",275,2400,2072
Neusiedl am See,Burgenland,"153,4",92,"2158,70",1295
Oberpullendorf,Burgenland,"254,1",95,"3175,20",1187
Oberwart,Burgenland,"184,5",100,"2982,00",1616
Perg,Oberösterreich,"403,1",278,"4420,90",3049
Reutte,Tirol,"143,1",47,2333,766
Ried im Innkreis,Oberösterreich,"364,7",225,"5088,30",3139
Rohrbach,Oberösterreich,"327,2",185,"6067,70",3431
Rust,Burgenland,101,2,"2474,70",49
Salzburg,Salzburg,"339,3",526,"3242,80",5027
Salzburg-Umgebung,Salzburg,"356,40",547,"3742,20",5744
Sankt Johann im Pongau,Salzburg,"442,2",359,"5413,00",4395
Sankt Pölten,Niederösterreich,"477,4",265,"3258,60",1809
Sankt Pölten (Land),Niederösterreich,"258,1",340,"2667,60",3514
Sankt Veit an der Glan,Kärnten,"489,10",265,"3460,30",1875
Schärding,Oberösterreich,"472,2",271,"4887,50",2805
Scheibbs,Niederösterreich,"461,2",191,4059,1681
Schwaz,Tirol,"412,7",348,"7208,70",6079
Spittal an der Drau,Kärnten,"308,40",234,"1874,30",1422
Steyr,Oberösterreich,"249,6",95,"3460,70",1317
Steyr-Land,Oberösterreich,"280,00",170,"4122,40",2503
Südoststeiermark,Steiermark,"354,6",298,"2997,50",2519
