Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"47,2",55,"8563,30",9978
Baden,Niederösterreich,"22,5",33,"6720,90",9863
Bludenz,Vorarlberg,"76,4",49,"6570,30",4212
Braunau am Inn,Oberösterreich,"60,6",64,"8631,70",9111
Bregenz,Vorarlberg,"99,3",134,"7288,90",9839
Bruck an der Leitha,Niederösterreich,"32,8",34,"5849,50",6068
Bruck-Mürzzuschlag,Steiermark,"42,6",42,"6156,20",6076
Deutschlandsberg,Steiermark,"13,1",8,"6645,60",4045
Dornbirn,Vorarlberg,119,107,"8561,70",7698
Eferding,Oberösterreich,"24,1",8,"8439,30",2800
Eisenstadt,Burgenland,"6,7",1,"6668,50",988
Eisenstadt-Umgebung,Burgenland,"16,2",7,"5460,70",2361
Feldkirch,Vorarlberg,"56,4",61,"7654,50",8277
Feldkirchen,Kärnten,"26,8",8,"8036,30",2403
Freistadt,Oberösterreich,"29,9",20,"8270,90",5530
Gänserndorf,Niederösterreich,"58,2",61,"5660,30",5931
Gmünd,Niederösterreich,"30,1",11,"7454,90",2725
Gmunden,Oberösterreich,"27,5",28,"7684,20",7827
Graz,Steiermark,"36,1",105,"5581,10",16245
Graz-Umgebung,Steiermark,"30,1",47,"5600,10",8740
Grieskirchen,Oberösterreich,"29,3",19,"8046,20",5220
Güssing,Burgenland,"15,6",4,"7113,10",1828
Hallein,Salzburg,"26,3",16,"10964,40",6669
Hartberg-Fürstenfeld,Steiermark,"50,8",46,"8138,50",7374
Hermagor,Kärnten,"22,2",4,"10440,90",1885
Hollabrunn,Niederösterreich,"31,4",16,"5133,90",2620
Horn,Niederösterreich,"22,6",7,"4955,40",1533
Imst,Tirol,258,156,"8917,90",5393
Innsbruck-Land,Tirol,61,110,"7638,00",13783
Innsbruck-Stadt,Tirol,"51,5",68,"7327,20",9669
Jennersdorf,Burgenland,"11,7",2,"7597,80",1299
Kirchdorf an der Krems,Oberösterreich,"33,3",19,"7434,60",4243
Kitzbühel,Tirol,"15,6",10,"6992,60",4487
Klagenfurt Land,Kärnten,"16,7",10,"6951,70",4172
Klagenfurt Stadt,Kärnten,"22,7",23,"6148,10",6228
Korneuburg,Niederösterreich,"15,3",14,"4751,60",4336
Krems (Land),Niederösterreich,"12,4",7,"5840,30",3299
Krems an der Donau,Niederösterreich,32,8,"5516,10",1381
Kufstein,Tirol,"28,1",31,"8490,60",9364
Landeck,Tirol,27,12,"8277,40",3674
Leibnitz,Steiermark,"22,4",19,"6964,70",5903
Leoben,Steiermark,"8,4",5,"5621,40",3356
Lienz,Tirol,"24,6",12,"10892,90",5309
Liezen,Steiermark,10,8,"6834,70",5444
Lilienfeld,Niederösterreich,"50,7",13,"6525,00",1674
Linz,Oberösterreich,47,97,"6631,80",13701
Linz-Land,Oberösterreich,"22,5",34,"6704,10",10148
Mattersburg,Burgenland,25,10,"5714,00",2288
Melk,Niederösterreich,32,25,"7360,20",5755
Mistelbach,Niederösterreich,"21,2",16,"4965,30",3755
Mödling,Niederösterreich,"11,8",14,"5352,80",6376
Murau,Steiermark,"21,8",6,"7210,50",1986
Murtal,Steiermark,"57,2",41,"7099,20",5090
Neunkirchen,Niederösterreich,"32,4",28,"6883,00",5943
Neusiedl am See,Burgenland,10,6,"5430,90",3258
Oberpullendorf,Burgenland,"10,7",4,"5946,40",2223
Oberwart,Burgenland,"33,2",18,"6718,70",3641
Perg,Oberösterreich,"31,9",22,"8480,70",5849
Reutte,Tirol,0,±0,"6139,20",2016
Ried im Innkreis,Oberösterreich,"90,8",56,"9658,00",5958
Rohrbach,Oberösterreich,"14,1",8,"9031,70",5107
Rust,Burgenland,0,±0,"3838,40",76
Salzburg,Salzburg,"21,3",33,"7547,40",11700
Salzburg-Umgebung,Salzburg,"22,2",34,"8044,10",12347
Sankt Johann im Pongau,Salzburg,"30,8",25,"11791,50",9574
Sankt Pölten,Niederösterreich,"43,2",24,"6982,00",3876
Sankt Pölten (Land),Niederösterreich,"75,9",100,"6004,00",7909
Sankt Veit an der Glan,Kärnten,"33,2",18,"7291,60",3951
Schärding,Oberösterreich,"27,9",16,"9285,40",5329
Scheibbs,Niederösterreich,41,17,"9127,30",3780
Schwaz,Tirol,"1,2",1,"10678,40",9005
Spittal an der Drau,Kärnten,"34,3",26,"7662,00",5813
Steyr,Oberösterreich,"60,4",23,"6453,60",2456
Steyr-Land,Oberösterreich,"16,5",10,"7026,00",4266
Südoststeiermark,Steiermark,"30,9",26,"7148,10",6007
Tamsweg,Salzburg,"4,9",1,"12275,90",2486
Tulln,Niederösterreich,"24,9",26,"5154,30",5391
Urfahr-Umgebung,Oberösterreich,"16,3",14,"7097,30",6104
Villach Land,Kärnten,"37,1",24,"6939,20",4484
Villach Stadt,Kärnten,"30,2",19,"6319,80",3974
Vöcklabruck,Oberösterreich,"26,2",36,"8387,70",11516
Voitsberg,Steiermark,"41,1",21,"6657,00",3398
Völkermarkt,Kärnten,"9,6",4,"8776,50",3674
Waidhofen an der Thaya,Niederösterreich,"7,8",2,"6533,80",1678
Waidhofen an der Ybbs,Niederösterreich,"71,3",8,"8020,00",900
Weiz,Steiermark,"25,4",23,"6808,30",6172
Wels,Oberösterreich,"59,2",37,"8997,90",5621
Wels-Land,Oberösterreich,38,28,"7698,90",5680
Wien,Wien,"33,4",639,"7179,00",137205
Wiener Neustadt,Niederösterreich,"8,7",4,"8489,20",3890
Wiener Neustadt (Land),Niederösterreich,23,18,"6698,00",5245
Wolfsberg,Kärnten,"43,7",23,"6598,00",3471
Zell am See,Salzburg,"9,1",8,"8272,50",7249
Zwettl,Niederösterreich,"42,9",18,"7942,90",3335
