Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9333;24;52
Rust(Stadt);102;2021;1140;4;8
Eisenstadt-Umgebung;103;44488;26450;73;187
Güssing;104;25809;14984;100;74
Jennersdorf;105;17216;9357;43;36
Mattersburg;106;40731;24110;86;151
Neusiedl am See;107;61358;36904;85;215
Oberpullendorf;108;37556;22005;66;110
Oberwart;109;54682;30960;144;161
Klagenfurt Stadt;201;103297;54941;297;275
Villach Stadt;202;64125;33492;174;151
Hermagor;203;18069;10106;63;19
Klagenfurt Land;204;61114;33669;127;142
Sankt Veit an der Glan;205;53953;31219;167;74
Spittal an der Drau;206;75725;42326;275;94
Villach Land;207;65635;36380;207;138
Völkermarkt;208;41947;24959;121;82
Wolfsberg;209;52352;28745;194;72
Feldkirchen;210;29949;16563;83;45
Krems an der Donau(Stadt);301;24930;14148;74;73
Sankt Pölten(Stadt);302;56697;33711;145;180
Waidhofen an der Ybbs(Stadt);303;11187;7499;40;20
Wiener Neustadt(Stadt);304;47407;28076;202;159
Amstetten;305;117442;82716;309;342
Baden;306;148765;88184;339;570
Bruck an der Leitha;307;107297;64108;216;411
Gänserndorf;308;107504;61307;193;532
Gmünd;309;36152;20946;157;121
Hollabrunn;310;51879;28725;104;187
Horn;311;30875;17378;60;88
Korneuburg;312;92442;54203;145;528
Krems(Land);313;56840;35053;105;172
Lilienfeld;314;25491;16364;110;110
Melk;315;78779;54396;327;293
Mistelbach;316;76641;43488;105;418
Mödling;317;120412;69625;276;541
Neunkirchen;318;87048;52037;250;247
Sankt Pölten(Land);319;133497;84127;327;580
Scheibbs;320;41711;29186;94;94
Tulln;321;107723;62388;212;436
Waidhofen an der Thaya;322;25644;15342;75;96
Wiener Neustadt(Land);323;80020;48933;208;253
Zwettl;325;41757;27636;84;105
Linz(Stadt);401;208445;115798;457;480
Steyr(Stadt);402;37915;21208;71;132
Wels(Stadt);403;63542;37104;159;124
Braunau am Inn;404;108388;72680;265;192
Eferding;405;33715;21514;77;77
Freistadt;406;67638;45194;191;153
Gmunden;407;102765;65552;245;234
Grieskirchen;408;65929;44411;150;130
Kirchdorf an der Krems;409;57882;36585;156;168
Linz-Land;410;154320;92929;285;304
Perg;411;69905;46857;151;146
Ried im Innkreis;412;62535;41952;170;162
Rohrbach;413;57034;37794;161;191
Schärding;414;57750;37512;155;90
Steyr-Land;415;61494;39946;152;179
Urfahr-Umgebung;416;87466;57661;158;233
Vöcklabruck;417;139989;93337;336;340
Wels-Land;418;75514;49800;118;170
Salzburg(Stadt);501;155743;95575;310;391
Hallein;502;61262;43499;143;128
Salzburg-Umgebung;503;155982;110173;310;371
Sankt Johann im Pongau;504;81962;54641;184;166
Tamsweg;505;20327;13311;67;34
Zell am See;506;89017;53655;192;124
Graz(Stadt);601;293929;158165;559;528
Deutschlandsberg;603;61092;34335;179;118
Graz-Umgebung;606;161131;91368;423;319
Leibnitz;610;86399;49260;187;215
Leoben;611;59341;29411;189;80
Liezen;612;79739;44007;224;93
Murau;614;27343;14585;59;41
Voitsberg;616;51165;26667;185;80
Weiz;617;91844;53382;254;185
Murtal;620;71398;36994;279;149
Bruck-Mürzzuschlag;621;98394;48218;353;143
Hartberg-Fürstenfeld;622;91091;51202;297;231
Südoststeiermark;623;84024;46873;293;162
Innsbruck-Stadt;701;130599;79097;247;298
Imst;702;61843;40521;92;115
Innsbruck-Land;703;183827;116166;275;468
Kitzbühel;704;65482;39562;97;70
Kufstein;705;112301;71925;243;177
Landeck;706;44681;30272;90;88
Lienz;707;48854;32397;145;99
Reutte;708;33427;20465;29;126
Schwaz;709;85478;51114;216;127
Bludenz;801;64943;41209;95;70
Bregenz;802;136369;81415;234;298
Dornbirn;803;91344;55861;168;192
Feldkirch;804;110547;68945;174;211
Wien;900;1951354;1224146;4355;6759
