Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"34,4",40,"391,9",455
Baden,Niederöstereich,"86,2",126,"548,6",802
Bludenz,Vorarlberg,"59,6",38,"784,8",500
Braunau am Inn,Oberösterreich,"50,8",53,"375,5",392
Bregenz,Vorarlberg,"84,1",113,"538,8",724
Bruck an der Leitha,Niederöstereich,"77,4",79,"510,7",521
Bruck-Mürzzuschlag,Steiermark,"59,6",59,"229,3",227
Deutschlandsberg,Steiermark,"21,4",13,"195,7",119
Dornbirn,Vorarlberg,"66,3",59,"617,7",550
Eferding,Oberösterreich,"21,1",7,"407,2",135
Eisenstadt,Burgenland,"27,3",4,"334,8",49
Eisenstadt-Umgebung,Burgenland,"51,2",22,"328,5",141
Feldkirch,Vorarlberg,"114,8",123,"618,7",663
Feldkirchen,Kärnten,"23,4",7,"143,6",43
Freistadt,Oberösterreich,39,26,"504,3",336
Gänserndorf,Niederöstereich,"99,3",103,"531,4",551
Gmünd,Niederöstereich,"76,1",28,"407,9",150
Gmunden,Oberösterreich,"92,5",94,"398,5",405
Graz,Steiermark,35,101,"488,9",1.412
Graz-Umgebung,Steiermark,"31,8",49,"342,9",529
Grieskirchen,Oberösterreich,85,55,"383,2",248
Güssing,Burgenland,"65,9",17,407,105
Hallein,Salzburg,"236,9",143,"650,9",393
Hartberg-Fürstenfeld,Steiermark,21,19,"466,8",423
Hermagor,Kärnten,"32,9",6,"323,7",59
Hollabrunn,Niederöstereich,"27,5",14,236,120
Horn,Niederöstereich,"41,8",13,"411,70",128
Imst,Tirol,"126,5",76,"845,90",508
Innsbruck-Land,Tirol,"73,6",132,"637,40",1.143
Innsbruck-Stadt,Tirol,"168,8",223,"1.191,40",1.574
Jennersdorf,Burgenland,0,0,"111,3",19
Kirchdorf an der Krems,Oberösterreich,"22,9",13,"279,6",159
Kitzbühel,Tirol,"14,1",9,"762,4",487
Klagenfurt Land,Kärnten,"38,5",23,"205,7",123
Klagenfurt Stadt,Kärnten,"55,5",56,"267,8",270
Korneuburg,Niederöstereich,"92,4",84,"575,40",523
Krems (Land),Niederöstereich,"72,4",41,629,356
Krems an der Donau,Niederöstereich,"44,2",11,599,149
Kufstein,Tirol,"54,7",60,"943,60",1.035
Landeck,Tirol,"83,4",37,"2.736,60",1.214
Leibnitz,Steiermark,"32,7",27,"356,4",294
Leoben,Steiermark,"79,9",48,"264,7",159
Lienz,Tirol,"8,2",4,"383,6",187
Liezen,Steiermark,"37,5",30,"292,9",234
Lilienfeld,Niederöstereich,"38,7",10,"433,9",112
Linz,Oberösterreich,"67,6",139,"771,9",1.588
Linz-Land,Oberösterreich,"54,6",82,"721,4",1.084
Mattersburg,Burgenland,"42,6",17,"400,8",160
Melk,Niederöstereich,"48,7",38,"514,4",401
Mistelbach,Niederöstereich,"74,2",56,"523,3",395
Mödling,Niederöstereich,"108,4",129,"610,1",726
Murau,Steiermark,"3,6",1,141,39
Murtal,Steiermark,"40,3",29,"206,9",149
Neunkirchen,Niederöstereich,"48,7",42,"618,8",534
Neusiedl am See,Burgenland,"146,1",87,"493,7",294
Oberpullendorf,Burgenland,"69,3",26,"261,2",98
Oberwart,Burgenland,"81,4",44,"499,3",270
Perg,Oberösterreich,38,26,"704,1",482
Reutte,Tirol,"30,6",10,401,131
Ried im Innkreis,Oberösterreich,"102,9",63,"555,5",340
Rohrbach,Oberösterreich,"150,4",85,"603,3",341
Rust,Burgenland,0,0,"154,6",3
Salzburg,Salzburg,"55,8",86,"424,7",655
Salzburg-Umgebung,Salzburg,"63,7",97,"395,3",602
Sankt Johann im Pongau,Salzburg,"89,4",72,"842,7",679
Sankt Pölten,Niederöstereich,"132,6",73,"632,2",348
Sankt Pölten (Land),Niederöstereich,"68,7",90,"498,3",653
Sankt Veit an der Glan,Kärnten,"86,2",47,"236,5",129
Schärding,Oberösterreich,96,55,"326,3",187
Scheibbs,Niederöstereich,"19,3",8,"420,3",174
Schwaz,Tirol,"132,3",111,"987,2",828
Spittal an der Drau,Kärnten,"14,5",11,"122,2",93
Steyr,Oberösterreich,"49,7",19,"505,3",193
Steyr-Land,Oberösterreich,"64,5",39,"526,3",318
Südoststeiermark,Steiermark,"10,5",9,"122,2",105
Tamsweg,Salzburg,"73,8",15,"270,7",55
Tulln,Niederöstereich,"64,6",67,"441,4",458
Urfahr-Umgebung,Oberösterreich,"56,1",48,614,525
Villach Land,Kärnten,"13,9",9,"210,3",136
Villach Stadt,Kärnten,"38,6",24,"213,7",133
Vöcklabruck,Oberösterreich,"98,3",134,"463,1",631
Voitsberg,Steiermark,"74,3",38,"390,9",200
Völkermarkt,Kärnten,"100,3",42,"355,8",149
Waidhofen an der Thaya,Niederöstereich,"65,7",17,"629,6",163
Waidhofen an der Ybbs,Niederöstereich,"26,6",3,293,33
Weiz,Steiermark,"38,7",35,"366,40",331
Wels,Oberösterreich,"181,4",112,"806,8",498
Wels-Land,Oberösterreich,"62,9",46,486,355
Wien,Wien,"158,7",#ERROR!,1.096,20.796
Wiener Neustadt,Niederöstereich,"64,1",29,"631,7",286
Wiener Neustadt (Land),Niederöstereich,"62,8",49,"403,9",315
Wolfsberg,Kärnten,"7,6",4,"178,3",94
Zell am See,Salzburg,"27,4",24,"567,1",496
Zwettl,Niederöstereich,"61,6",26,"502,1",212
