Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"274,7",319,"840,60",976
Baden,Niederöstereich,"203,8",298,"910,40",1.331
Bludenz,Vorarlberg,317,202,"1.326,20",845
Braunau am Inn,Oberösterreich,"196,3",205,"708,80",740
Bregenz,Vorarlberg,"371,3",499,1.179,1.584
Bruck an der Leitha,Niederöstereich,"194,1",198,"925,40",944
Bruck-Mürzzuschlag,Steiermark,"219,2",217,"539,50",534
Deutschlandsberg,Steiermark,194,118,"486,70",296
Dornbirn,Vorarlberg,"644,6",574,"1.591,40",1.417
Eferding,Oberösterreich,"732,9",243,"1.426,60",473
Eisenstadt,Burgenland,"280,1",41,697,102
Eisenstadt-Umgebung,Burgenland,"316,8",136,"792,00",340
Feldkirch,Vorarlberg,"387,3",415,"1.323,30",1.418
Feldkirchen,Kärnten,"183,7",55,"380,80",114
Freistadt,Oberösterreich,"420,3",280,"1.137,80",758
Gänserndorf,Niederöstereich,"149,5",155,"828,50",859
Gmünd,Niederöstereich,"399,7",147,"998,00",367
Gmunden,Oberösterreich,"456,6",464,"1.071,50",1.089
Graz,Steiermark,"230,3",665,"881,20",2.545
Graz-Umgebung,Steiermark,"198,4",306,"682,00",1.052
Grieskirchen,Oberösterreich,"540,8",350,"1.314,90",851
Güssing,Burgenland,"205,5",53,"693,90",179
Hallein,Salzburg,"425,7",257,"1.825,30",1.102
Hartberg-Fürstenfeld,Steiermark,"254,9",231,"843,10",764
Hermagor,Kärnten,"197,5",36,609,111
Hollabrunn,Niederöstereich,"125,8",64,"454,20",231
Horn,Niederöstereich,"112,6",35,"575,70",179
Imst,Tirol,"288,1",173,"1.458,60",876
Innsbruck-Land,Tirol,"398,2",714,"1.437,10",2.577
Innsbruck-Stadt,Tirol,"429,2",567,"2.125,50",2.808
Jennersdorf,Burgenland,"316,4",54,"521,50",89
Kirchdorf an der Krems,Oberösterreich,204,116,"575,00",327
Kitzbühel,Tirol,"233,2",149,"1.108,30",708
Klagenfurt Land,Kärnten,"125,4",75,"411,40",246
Klagenfurt Stadt,Kärnten,250,252,"670,50",676
Korneuburg,Niederöstereich,"268,5",244,"1.034,20",940
Krems (Land),Niederöstereich,"227,9",129,"1.021,30",578
Krems an der Donau,Niederöstereich,"180,9",45,"968,80",241
Kufstein,Tirol,"461,3",506,"1.605,60",1.761
Landeck,Tirol,"241,2",107,"3.309,10",1.468
Leibnitz,Steiermark,"322,5",266,"826,8",682
Leoben,Steiermark,"274,7",165,"719,30",432
Lienz,Tirol,"217,4",106,"724,10",353
Liezen,Steiermark,"321,6",257,"755,90",604
Lilienfeld,Niederöstereich,"433,9",112,"1.096,40",283
Linz,Oberösterreich,"307,7",633,"1.269,20",2.611
Linz-Land,Oberösterreich,"305,4",459,"1.151,90",1.731
Mattersburg,Burgenland,"197,9",79,"713,80",285
Melk,Niederöstereich,"182,1",142,"805,50",628
Mistelbach,Niederöstereich,"94,1",71,"702,10",530
Mödling,Niederöstereich,"227,7",271,"1.038,70",1.236
Murau,Steiermark,"72,3",20,"245,90",68
Murtal,Steiermark,"155,5",112,"519,40",374
Neunkirchen,Niederöstereich,"195,8",169,"944,50",815
Neusiedl am See,Burgenland,"142,7",85,"826,20",492
Oberpullendorf,Burgenland,"362,5",136,"773,10",290
Oberwart,Burgenland,"364,3",197,"1.026,30",555
Perg,Oberösterreich,"340,3",233,"1.136,40",778
Reutte,Tirol,150,49,"664,20",217
Ried im Innkreis,Oberösterreich,"460,8",282,"1.390,40",851
Rohrbach,Oberösterreich,"603,3",341,"1.429,50",808
Rust,Burgenland,"206,2",4,361,7
Salzburg,Salzburg,"254,2",392,883,1.362
Salzburg-Umgebung,Salzburg,"358,5",546,"1.102,60",1.679
Sankt Johann im Pongau,Salzburg,"543,6",438,"1.813,30",1.461
Sankt Pölten,Niederöstereich,"267,1",147,"1.104,60",608
Sankt Pölten (Land),Niederöstereich,219,287,"895,10",1.173
Sankt Veit an der Glan,Kärnten,"163,1",89,"524,20",286
Schärding,Oberösterreich,"439,7",252,"1.144,70",656
Scheibbs,Niederöstereich,"188,4",78,"683,50",283
Schwaz,Tirol,"722,5",606,"2.252,20",1.889
Spittal an der Drau,Kärnten,"65,7",50,227,173
Steyr,Oberösterreich,"405,8",155,"1.123,20",429
Steyr-Land,Oberösterreich,"380,6",230,"1.082,30",654
Südoststeiermark,Steiermark,"325,8",280,"551,50",474
Tamsweg,Salzburg,"265,7",54,"797,2",162
Tulln,Niederöstereich,"275,6",286,"940,50",976
Urfahr-Umgebung,Oberösterreich,"347,3",297,"1.099,40",940
Villach Land,Kärnten,"108,2",70,"385,00",249
Villach Stadt,Kärnten,"128,5",80,"435,40",271
Vöcklabruck,Oberösterreich,"369,2",503,"1.060,50",1.445
Voitsberg,Steiermark,"230,6",118,"803,30",411
Völkermarkt,Kärnten,"155,2",65,"616,10",258
