Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10654;25;18
Rust(Stadt);102;2021;1321;5;2
Eisenstadt-Umgebung;103;44488;30102;77;48
Güssing;104;25809;16899;101;6
Jennersdorf;105;17216;10074;44;0
Mattersburg;106;40731;26910;88;42
Neusiedl am See;107;61358;42601;85;77
Oberpullendorf;108;37556;25099;68;51
Oberwart;109;54682;34668;145;34
Klagenfurt Stadt;201;103297;59377;303;51
Villach Stadt;202;64125;35712;174;41
Hermagor;203;18069;10701;66;7
Klagenfurt Land;204;61114;35996;127;24
Sankt Veit an der Glan;205;53953;33048;167;21
Spittal an der Drau;206;75725;44581;275;35
Villach Land;207;65635;38588;204;27
Völkermarkt;208;41947;26622;121;13
Wolfsberg;209;52352;30355;203;15
Feldkirchen;210;29949;17363;83;15
Krems an der Donau(Stadt);301;24930;15855;75;26
Sankt Pölten(Stadt);302;56697;37894;146;37
Waidhofen an der Ybbs(Stadt);303;11187;8125;59;5
Wiener Neustadt(Stadt);304;47407;31077;222;33
Amstetten;305;117442;90055;309;67
Baden;306;148765;99583;364;151
Bruck an der Leitha;307;107297;73898;220;136
Gänserndorf;308;107504;70743;223;113
Gmünd;309;36152;23117;158;43
Hollabrunn;310;51879;32833;116;39
Horn;311;30875;19187;60;8
Korneuburg;312;92442;63224;145;147
Krems(Land);313;56840;38807;153;47
Lilienfeld;314;25491;17751;111;19
Melk;315;78779;59470;472;38
Mistelbach;316;76641;50060;107;80
Mödling;317;120412;81360;308;131
Neunkirchen;318;87048;57545;251;98
Sankt Pölten(Land);319;133497;94950;336;96
Scheibbs;320;41711;31510;98;22
Tulln;321;107723;71712;214;115
Waidhofen an der Thaya;322;25644;17071;80;25
Wiener Neustadt(Land);323;80020;54061;217;69
Zwettl;325;41757;30165;84;25
Linz(Stadt);401;208445;126976;474;129
Steyr(Stadt);402;37915;23343;84;35
Wels(Stadt);403;63542;40302;165;59
Braunau am Inn;404;108388;77114;269;52
Eferding;405;33715;23363;81;16
Freistadt;406;67638;48493;201;38
Gmunden;407;102765;71041;256;41
Grieskirchen;408;65929;47850;158;25
Kirchdorf an der Krems;409;57882;39482;167;31
Linz-Land;410;154320;101069;295;96
Perg;411;69905;50734;155;24
Ried im Innkreis;412;62535;44931;170;31
Rohrbach;413;57034;40764;165;24
Schärding;414;57750;39907;156;21
Steyr-Land;415;61494;43429;158;57
Urfahr-Umgebung;416;87466;62680;161;51
Vöcklabruck;417;139989;100196;340;69
Wels-Land;418;75514;54445;123;50
Salzburg(Stadt);501;155743;103442;340;89
Hallein;502;61262;45928;147;34
Salzburg-Umgebung;503;155982;117508;318;74
Sankt Johann im Pongau;504;81962;57502;184;16
Tamsweg;505;20327;13934;68;5
Zell am See;506;89017;56638;200;18
Graz(Stadt);601;293929;173413;606;206
Deutschlandsberg;603;61092;36367;184;23
Graz-Umgebung;606;161131;99729;440;71
Leibnitz;610;86399;53378;194;43
Leoben;611;59341;31721;196;22
Liezen;612;79739;46771;229;19
Murau;614;27343;15146;60;10
Voitsberg;616;51165;28356;191;12
Weiz;617;91844;56772;259;34
Murtal;620;71398;39269;294;32
Bruck-Mürzzuschlag;621;98394;51766;359;32
Hartberg-Fürstenfeld;622;91091;55113;311;38
Südoststeiermark;623;84024;50364;295;38
Innsbruck-Stadt;701;130599;86383;263;69
Imst;702;61843;43133;104;21
Innsbruck-Land;703;183827;125910;293;78
Kitzbühel;704;65482;41993;102;20
Kufstein;705;112301;75565;256;20
Landeck;706;44681;32264;93;10
Lienz;707;48854;33954;147;15
Reutte;708;33427;21663;34;13
Schwaz;709;85478;54194;222;26
Bludenz;801;64943;43350;98;3
Bregenz;802;136369;86032;242;10
Dornbirn;803;91344;59492;171;10
Feldkirch;804;110547;72682;179;23
Wien;900;1951354;1411690;4770;2515
