Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9412;25;60
Rust(Stadt);102;2021;1156;4;11
Eisenstadt-Umgebung;103;44488;26705;74;195
Güssing;104;25809;15141;101;119
Jennersdorf;105;17216;9399;44;32
Mattersburg;106;40731;24354;86;174
Neusiedl am See;107;61358;37263;85;266
Oberpullendorf;108;37556;22138;66;95
Oberwart;109;54682;31190;144;169
Klagenfurt Stadt;201;103297;55328;297;331
Villach Stadt;202;64125;33696;174;153
Hermagor;203;18069;10141;63;28
Klagenfurt Land;204;61114;33856;127;140
Sankt Veit an der Glan;205;53953;31346;167;98
Spittal an der Drau;206;75725;42495;275;134
Villach Land;207;65635;36588;207;156
Völkermarkt;208;41947;25081;121;92
Wolfsberg;209;52352;28874;194;100
Feldkirchen;210;29949;16620;83;36
Krems an der Donau(Stadt);301;24930;14248;74;73
Sankt Pölten(Stadt);302;56697;33983;145;218
Waidhofen an der Ybbs(Stadt);303;11187;7531;40;25
Wiener Neustadt(Stadt);304;47407;28334;205;200
Amstetten;305;117442;83144;309;322
Baden;306;148765;88930;340;564
Bruck an der Leitha;307;107297;64642;216;401
Gänserndorf;308;107504;62009;193;523
Gmünd;309;36152;21102;157;127
Hollabrunn;310;51879;28979;105;217
Horn;311;30875;17509;60;102
Korneuburg;312;92442;54925;145;566
Krems(Land);313;56840;35307;105;204
Lilienfeld;314;25491;16467;110;77
Melk;315;78779;54806;328;292
Mistelbach;316;76641;44017;106;397
Mödling;317;120412;70413;281;572
Neunkirchen;318;87048;52394;250;278
Sankt Pölten(Land);319;133497;84983;327;635
Scheibbs;320;41711;29369;94;155
Tulln;321;107723;63084;212;547
Waidhofen an der Thaya;322;25644;15463;76;99
Wiener Neustadt(Land);323;80020;49349;209;318
Zwettl;325;41757;27762;84;94
Linz(Stadt);401;208445;116459;458;512
Steyr(Stadt);402;37915;21407;72;141
Wels(Stadt);403;63542;37251;159;115
Braunau am Inn;404;108388;72963;265;195
Eferding;405;33715;21597;79;61
Freistadt;406;67638;45411;191;177
Gmunden;407;102765;65926;246;295
Grieskirchen;408;65929;44569;150;119
Kirchdorf an der Krems;409;57882;36808;158;166
Linz-Land;410;154320;93447;287;405
Perg;411;69905;47102;151;172
Ried im Innkreis;412;62535;42113;170;122
Rohrbach;413;57034;38103;162;216
Schärding;414;57750;37665;155;128
Steyr-Land;415;61494;40181;152;187
Urfahr-Umgebung;416;87466;57982;158;238
Vöcklabruck;417;139989;93695;336;266
Wels-Land;418;75514;50058;118;208
Salzburg(Stadt);501;155743;96108;311;397
Hallein;502;61262;43624;143;84
Salzburg-Umgebung;503;155982;110608;311;325
Sankt Johann im Pongau;504;81962;54856;184;148
Tamsweg;505;20327;13348;67;28
Zell am See;506;89017;53834;194;142
Graz(Stadt);601;293929;158988;559;639
Deutschlandsberg;603;61092;34468;179;104
Graz-Umgebung;606;161131;91804;423;324
Leibnitz;610;86399;49516;187;176
Leoben;611;59341;29556;190;96
Liezen;612;79739;44137;226;99
Murau;614;27343;14632;59;31
Voitsberg;616;51165;26775;186;75
Weiz;617;91844;53714;254;264
Murtal;620;71398;37159;280;107
Bruck-Mürzzuschlag;621;98394;48514;354;224
Hartberg-Fürstenfeld;622;91091;51561;297;272
Südoststeiermark;623;84024;47144;293;217
Innsbruck-Stadt;701;130599;79643;247;407
Imst;702;61843;40721;93;133
Innsbruck-Land;703;183827;116809;276;526
Kitzbühel;704;65482;39666;97;80
Kufstein;705;112301;72141;243;173
Landeck;706;44681;30406;90;100
Lienz;707;48854;32496;145;81
Reutte;708;33427;20669;29;140
Schwaz;709;85478;51305;216;129
Bludenz;801;64943;41385;95;134
Bregenz;802;136369;81843;235;342
Dornbirn;803;91344;56227;168;270
Feldkirch;804;110547;69231;175;225
Wien;900;1951354;1235298;4378;8623
