Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"82,7",96,"472,8",549
Baden,Niederöstereich,"77,3",113,619,905
Bludenz,Vorarlberg,124,79,"908,7",579
Braunau am Inn,Oberösterreich,"61,3",64,"438,7",458
Bregenz,Vorarlberg,163,219,"702,5",944
Bruck an der Leitha,Niederöstereich,"135,3",138,"651,9",665
Bruck-Mürzzuschlag,Steiermark,"37,4",37,"261,7",259
Deutschlandsberg,Steiermark,"42,7",26,"236,8",144
Dornbirn,Vorarlberg,"160,6",143,"786,2",700
Eferding,Oberösterreich,"117,6",39,"527,8",175
Eisenstadt,Burgenland,41,6,"362,1",53
Eisenstadt-Umgebung,Burgenland,"76,9",33,"400,7",172
Feldkirch,Vorarlberg,"182,9",196,"802,5",860
Feldkirchen,Kärnten,"26,7",8,167,50
Freistadt,Oberösterreich,"94,6",63,"598,9",399
Gänserndorf,Niederöstereich,81,84,"611,5",634
Gmünd,Niederöstereich,"92,5",34,"489,5",180
Gmunden,Oberösterreich,"126,9",129,"525,4",534
Graz,Steiermark,"77,2",223,"562,7",1.625
Graz-Umgebung,Steiermark,"62,9",97,"404,50",624
Grieskirchen,Oberösterreich,"188,5",122,"559,30",362
Güssing,Burgenland,"50,4",13,"457,40",118
Hallein,Salzburg,"513,5",310,"1.166,10",704
Hartberg-Fürstenfeld,Steiermark,"78,3",71,544,493
Hermagor,Kärnten,"32,9",6,"356,70",65
Hollabrunn,Niederöstereich,"41,3",21,"277,20",141
Horn,Niederöstereich,"28,9",9,"440,70",137
Imst,Tirol,"191,5",115,"1.035,70",622
Innsbruck-Land,Tirol,"188,5",338,"890,00",1.596
Innsbruck-Stadt,Tirol,243,321,1.441,1.903
Jennersdorf,Burgenland,"64,5",11,"175,80",30
Kirchdorf an der Krems,Oberösterreich,51,29,"330,60",188
Kitzbühel,Tirol,47,30,"809,30",517
Klagenfurt Land,Kärnten,"35,1",21,"240,80",144
Klagenfurt Stadt,Kärnten,"98,2",99,"352,10",355
Korneuburg,Niederöstereich,"103,4",94,"681,10",619
Krems (Land),Niederöstereich,"77,7",44,"705,00",399
Krems an der Donau,Niederöstereich,"80,4",20,"679,4",169
Kufstein,Tirol,"77,5",85,"1.039,40",1.140
Landeck,Tirol,"180,3",80,"2.934,90",1.302
Leibnitz,Steiermark,74,61,"431,6",356
Leoben,Steiermark,"83,3",50,"346,3",208
Lienz,Tirol,82,40,"465,6",227
Liezen,Steiermark,"56,3",45,"342,9",274
Lilienfeld,Niederöstereich,"81,4",21,523,135
Linz,Oberösterreich,"91,9",189,"866,2",1.782
Linz-Land,Oberösterreich,"49,2",74,"770,6",1.158
Mattersburg,Burgenland,"30,1",12,"433,3",173
Melk,Niederöstereich,"62,9",49,"575,9",449
Mistelbach,Niederöstereich,53,40,"576,3",435
Mödling,Niederöstereich,"94,1",112,"704,2",838
Murau,Steiermark,"18,1",5,"159,1",44
Murtal,Steiermark,"88,9",64,"294,4",212
Neunkirchen,Niederöstereich,"70,7",61,"689,5",595
Neusiedl am See,Burgenland,"156,2",93,"624,7",372
Oberpullendorf,Burgenland,"69,3",26,"330,6",124
Oberwart,Burgenland,"103,6",56,"599,2",324
Perg,Oberösterreich,"35,1",24,"734,7",503
Reutte,Tirol,"73,5",24,"474,4",155
Ried im Innkreis,Oberösterreich,"166,7",102,"722,2",442
Rohrbach,Oberösterreich,115,65,"707,7",400
Rust,Burgenland,0,0,"154,6",3
Salzburg,Salzburg,"78,5",121,"508,40",784
Salzburg-Umgebung,Salzburg,"207,5",316,"602,20",917
Sankt Johann im Pongau,Salzburg,"225,9",182,"1.068,60",861
Sankt Pölten,Niederöstereich,"118,1",65,"739,40",407
Sankt Pölten (Land),Niederöstereich,90,118,"590,6",774
Sankt Veit an der Glan,Kärnten,"91,7",50,"328,10",179
Schärding,Oberösterreich,"226,8",130,"563,60",323
Scheibbs,Niederöstereich,"33,8",14,"454,10",188
Schwaz,Tirol,"230,1",193,"1.224,50",1.027
Spittal an der Drau,Kärnten,25,19,"144,6",110
Steyr,Oberösterreich,"104,7",40,"607,4",232
Steyr-Land,Oberösterreich,"107,6",65,"612,3",370
Südoststeiermark,Steiermark,"47,7",41,"173,4",149
Tamsweg,Salzburg,"137,8",28,"408,5",83
Tulln,Niederöstereich,"111,8",116,"551,2",572
Urfahr-Umgebung,Oberösterreich,"71,3",61,"686,5",587
Villach Land,Kärnten,"43,3",28,"253,60",164
Villach Stadt,Kärnten,"41,8",26,249,155
Vöcklabruck,Oberösterreich,127,173,588,801
Voitsberg,Steiermark,"97,7",50,485,248
Völkermarkt,Kärnten,"50,1",21,"401,20",168
Waidhofen an der Thaya,Niederöstereich,"123,6",32,"757,10",196
Waidhofen an der Ybbs,Niederöstereich,"62,2",7,"381,80",43
Weiz,Steiermark,"73,1",66,"437,20",395
Wels,Oberösterreich,"204,1",126,"997,90",616
Wels-Land,Oberösterreich,"60,2",44,"543,10",397
Wien,Wien,"146,5",#ERROR!,"1.237,70",23.485
Wiener Neustadt,Niederöstereich,"108,2",49,"742,1",336
Wiener Neustadt (Land),Niederöstereich,"56,4",44,"466,7",364
Wolfsberg,Kärnten,"39,8",21,"216,2",114
Zell am See,Salzburg,"108,6",95,"672,3",588
Zwettl,Niederöstereich,"104,2",44,"606,3",256
