Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10678;25;4
Rust(Stadt);102;2021;1327;5;1
Eisenstadt-Umgebung;103;44488;30179;78;13
Güssing;104;25809;16916;101;1
Jennersdorf;105;17216;10097;44;9
Mattersburg;106;40731;26983;88;23
Neusiedl am See;107;61358;42718;85;27
Oberpullendorf;108;37556;25165;68;27
Oberwart;109;54682;34725;145;10
Klagenfurt Stadt;201;103297;59453;304;18
Villach Stadt;202;64125;35797;174;22
Hermagor;203;18069;10710;66;1
Klagenfurt Land;204;61114;36038;127;10
Sankt Veit an der Glan;205;53953;33094;167;13
Spittal an der Drau;206;75725;44648;275;17
Villach Land;207;65635;38647;204;14
Völkermarkt;208;41947;26651;121;7
Wolfsberg;209;52352;30375;203;10
Feldkirchen;210;29949;17386;83;4
Krems an der Donau(Stadt);301;24930;15878;75;8
Sankt Pölten(Stadt);302;56697;38002;146;28
Waidhofen an der Ybbs(Stadt);303;11187;8135;59;1
Wiener Neustadt(Stadt);304;47407;31151;223;17
Amstetten;305;117442;90176;309;39
Baden;306;148765;99910;364;78
Bruck an der Leitha;307;107297;74175;220;64
Gänserndorf;308;107504;70987;305;57
Gmünd;309;36152;23173;158;11
Hollabrunn;310;51879;32890;116;13
Horn;311;30875;19213;60;7
Korneuburg;312;92442;63453;145;73
Krems(Land);313;56840;38869;163;18
Lilienfeld;314;25491;17783;111;3
Melk;315;78779;59546;493;11
Mistelbach;316;76641;50191;107;25
Mödling;317;120412;81672;308;82
Neunkirchen;318;87048;57719;251;45
Sankt Pölten(Land);319;133497;95189;336;59
Scheibbs;320;41711;31538;98;9
Tulln;321;107723;71954;214;66
Waidhofen an der Thaya;322;25644;17100;80;8
Wiener Neustadt(Land);323;80020;54170;218;23
Zwettl;325;41757;30245;84;20
Linz(Stadt);401;208445;127217;474;58
Steyr(Stadt);402;37915;23386;84;6
Wels(Stadt);403;63542;40413;165;23
Braunau am Inn;404;108388;77171;270;13
Eferding;405;33715;23389;81;4
Freistadt;406;67638;48547;202;11
Gmunden;407;102765;71136;256;21
Grieskirchen;408;65929;47892;159;11
Kirchdorf an der Krems;409;57882;39557;167;21
Linz-Land;410;154320;101219;296;41
Perg;411;69905;50782;155;17
Ried im Innkreis;412;62535;44967;170;9
Rohrbach;413;57034;40786;165;8
Schärding;414;57750;39926;156;5
Steyr-Land;415;61494;43482;158;7
Urfahr-Umgebung;416;87466;62744;161;15
Vöcklabruck;417;139989;100300;340;27
Wels-Land;418;75514;54524;123;17
Salzburg(Stadt);501;155743;103607;342;42
Hallein;502;61262;45981;148;12
Salzburg-Umgebung;503;155982;117619;318;32
Sankt Johann im Pongau;504;81962;57543;184;13
Tamsweg;505;20327;13945;68;0
Zell am See;506;89017;56691;201;14
Graz(Stadt);601;293929;173734;608;93
Deutschlandsberg;603;61092;36406;184;7
Graz-Umgebung;606;161131;99922;441;53
Leibnitz;610;86399;53456;194;17
Leoben;611;59341;31747;197;6
Liezen;612;79739;46811;229;14
Murau;614;27343;15163;60;6
Voitsberg;616;51165;28372;191;8
Weiz;617;91844;56841;259;16
Murtal;620;71398;39317;294;16
Bruck-Mürzzuschlag;621;98394;51827;359;8
Hartberg-Fürstenfeld;622;91091;55171;311;16
Südoststeiermark;623;84024;50451;296;19
Innsbruck-Stadt;701;130599;86528;261;28
Imst;702;61843;43185;103;15
Innsbruck-Land;703;183827;126088;292;42
Kitzbühel;704;65482;42020;101;4
Kufstein;705;112301;75599;256;7
Landeck;706;44681;32285;93;7
Lienz;707;48854;33972;148;6
Reutte;708;33427;21701;34;6
Schwaz;709;85478;54225;222;6
Bludenz;801;64943;43367;99;4
Bregenz;802;136369;86118;242;20
Dornbirn;803;91344;59537;171;16
Feldkirch;804;110547;72732;179;9
Wien;900;1951354;1417344;4802;1438
