Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6213;13;224
Rust(Stadt);102;2000;750;1;37
Eisenstadt-Umgebung;103;43861;17517;44;658
Güssing;104;25770;10629;76;305
Jennersdorf;105;17109;7268;35;141
Mattersburg;106;40316;16306;64;543
Neusiedl am See;107;60397;24116;68;1089
Oberpullendorf;108;37453;14597;54;529
Oberwart;109;54209;22224;111;633
Klagenfurt Stadt;201;101765;39494;220;857
Villach Stadt;202;63236;25037;126;502
Hermagor;203;18052;7814;43;157
Klagenfurt Land;204;60503;24950;90;519
Sankt Veit an der Glan;205;53880;22712;135;499
Spittal an der Drau;206;75628;33360;190;590
Villach Land;207;64920;27545;144;517
Völkermarkt;208;41834;18933;93;385
Wolfsberg;209;52488;22575;141;404
Feldkirchen;210;29783;12990;74;252
Krems an der Donau(Stadt);301;24837;10085;55;388
Sankt Pölten(Stadt);302;55878;24551;101;754
Waidhofen an der Ybbs(Stadt);303;11134;5854;27;115
Wiener Neustadt(Stadt);304;46456;20749;155;549
Amstetten;305;116592;64848;208;1655
Baden;306;147113;62499;245;1818
Bruck an der Leitha;307;105507;43370;151;1622
Gänserndorf;308;105824;41087;120;1725
Gmünd;309;36275;15579;115;617
Hollabrunn;310;51332;19735;77;857
Horn;311;30838;12735;49;440
Korneuburg;312;91777;35048;107;1463
Krems(Land);313;56559;25538;78;919
Lilienfeld;314;25474;12752;90;416
Melk;315;78281;41911;196;1043
Mistelbach;316;75655;29515;72;1275
Mödling;317;119240;46064;197;1818
Neunkirchen;318;86323;38523;193;1076
Sankt Pölten(Land);319;132064;59641;211;1781
Scheibbs;320;41567;23388;85;491
Tulln;321;105762;41758;148;1625
Waidhofen an der Thaya;322;25531;11327;47;329
Wiener Neustadt(Land);323;79033;36324;159;992
Zwettl;325;41827;20815;65;688
Linz(Stadt);401;206537;85803;369;1938
Steyr(Stadt);402;37952;15969;55;387
Wels(Stadt);403;62654;29297;135;717
Braunau am Inn;404;106492;57038;206;1258
Eferding;405;33368;15961;58;292
Freistadt;406;66922;34995;137;707
Gmunden;407;102102;50534;186;802
Grieskirchen;408;65137;33677;121;778
Kirchdorf an der Krems;409;57163;27682;123;766
Linz-Land;410;152391;69439;216;1622
Perg;411;69241;35992;128;845
Ried im Innkreis;412;61850;32343;133;699
Rohrbach;413;56623;29216;132;648
Schärding;414;57438;29058;123;638
Steyr-Land;415;60936;29820;127;762
Urfahr-Umgebung;416;86235;41955;114;973
Vöcklabruck;417;137993;71778;278;1500
Wels-Land;418;74574;38154;101;1013
Salzburg(Stadt);501;155416;70567;241;1473
Hallein;502;60992;34695;98;419
Salzburg-Umgebung;503;154624;84787;229;1892
Sankt Johann im Pongau;504;81392;45081;143;655
Tamsweg;505;20118;10550;53;200
Zell am See;506;88168;43207;156;526
Graz(Stadt);601;291134;113937;457;2699
Deutschlandsberg;603;60871;26878;146;518
Graz-Umgebung;606;157853;67851;345;1566
Leibnitz;610;85294;38233;154;729
Leoben;611;59151;22048;149;482
Liezen;612;79592;34697;172;634
Murau;614;27449;11275;46;358
Voitsberg;616;50947;21209;159;335
Weiz;617;90916;42810;216;715
Murtal;620;71356;29236;239;503
Bruck-Mürzzuschlag;621;98054;36944;292;823
Hartberg-Fürstenfeld;622;90619;40787;239;674
Südoststeiermark;623;83841;37220;232;688
Innsbruck-Stadt;701;131059;58062;175;1229
Imst;702;60922;32459;63;443
Innsbruck-Land;703;181698;86956;190;1583
Kitzbühel;704;64676;31220;59;404
Kufstein;705;111080;56571;184;812
Landeck;706;44346;24711;68;317
Lienz;707;48814;25168;95;444
Reutte;708;33054;15135;18;324
Schwaz;709;84456;40918;163;540
Bludenz;801;64368;33005;76;658
Bregenz;802;135310;64257;189;1786
Dornbirn;803;90502;44695;125;974
Feldkirch;804;109057;53768;136;1395
Wien;900;1920949;830405;3332;27294
