Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"291,8",340,5179,6035
Baden,Niederösterreich,"157,4",231,"2896,10",4250
Bludenz,Vorarlberg,"101,4",65,4338,2781
Braunau am Inn,Oberösterreich,"174,3",184,4081,4308
Bregenz,Vorarlberg,"160,8",217,"4504,90",6081
Bruck an der Leitha,Niederösterreich,"97,4",101,"2659,70",2759
Bruck-Mürzzuschlag,Steiermark,"129,7",128,"3629,30",3582
Deutschlandsberg,Steiermark,"225,1",137,"2939,20",1789
Dornbirn,Vorarlberg,"195,7",176,"5493,10",4939
Eferding,Oberösterreich,"96,4",32,6061,2011
Eisenstadt,Burgenland,"310,5",46,"3361,20",498
Eisenstadt-Umgebung,Burgenland,"85,6",37,"2798,60",1210
Feldkirch,Vorarlberg,"179,40",194,"4794,10",5184
Feldkirchen,Kärnten,"287,6",86,"4110,10",1229
Freistadt,Oberösterreich,"216,9",145,"5321,50",3558
Gänserndorf,Niederösterreich,"143,2",150,"2108,20",2209
Gmünd,Niederösterreich,"216,1",79,"4051,70",1481
Gmunden,Oberösterreich,"239,50",244,"4381,50",4463
Graz,Steiermark,"115,1",335,"3037,40",8841
Graz-Umgebung,Steiermark,"117,3",183,2972,4639
Grieskirchen,Oberösterreich,"181,9",118,"5690,90",3692
Güssing,Burgenland,"144,00",37,"3579,90",920
Hallein,Salzburg,"452,1",275,"6023,90",3664
Hartberg-Fürstenfeld,Steiermark,"165,6",150,"3967,70",3595
Hermagor,Kärnten,565,102,"4846,60",875
Hollabrunn,Niederösterreich,"60,70",31,"2261,30",1154
Horn,Niederösterreich,"64,6",20,"1968,60",609
Imst,Tirol,"145,50",88,"4848,40",2932
Innsbruck-Land,Tirol,"115,8",209,"4906,00",8853
Innsbruck-Stadt,Tirol,"47,00",62,"4752,20",6271
Jennersdorf,Burgenland,"105,3",18,"3626,40",620
Kirchdorf an der Krems,Oberösterreich,"219,00",125,"4047,60",2310
Kitzbühel,Tirol,"151,2",97,"4092,40",2626
Klagenfurt Land,Kärnten,"214,9",129,"3707,50",2225
Klagenfurt Stadt,Kärnten,"207,3",210,"3723,60",3772
Korneuburg,Niederösterreich,"67,9",62,"2461,30",2246
Krems (Land),Niederösterreich,"65,5",37,"3386,60",1913
Krems an der Donau,Niederösterreich,"83,9",21,"3423,10",857
Kufstein,Tirol,"107,9",119,"5588,10",6163
Landeck,Tirol,"234,3",104,"5652,70",2509
Leibnitz,Steiermark,"160,5",136,"3520,70",2984
Leoben,Steiermark,"68,7",41,"3358,50",2005
Lienz,Tirol,"176,5",86,"5197,20",2533
Liezen,Steiermark,"254,9",203,"3618,20",2882
Lilienfeld,Niederösterreich,"132,5",34,"3691,30",947
Linz,Oberösterreich,"125,9",260,"4112,90",8497
Linz-Land,Oberösterreich,"102,4",155,"4145,40",6275
Mattersburg,Burgenland,"82,4",33,"2887,00",1156
Melk,Niederösterreich,165,129,"3925,00",3069
Mistelbach,Niederösterreich,"64,8",49,"1980,80",1498
Mödling,Niederösterreich,"112,5",134,"2748,60",3274
Murau,Steiermark,"185,2",51,"3569,00",983
Murtal,Steiermark,"196,7",141,"3712,80",2662
Neunkirchen,Niederösterreich,"135,5",117,"3114,30",2689
Neusiedl am See,Burgenland,115,69,"2590,40",1554
Oberpullendorf,Burgenland,"29,4",11,"3530,90",1320
Oberwart,Burgenland,"79,3",43,"3423,00",1855
Perg,Oberösterreich,"178,3",123,"5087,90",3509
Reutte,Tirol,"115,7",38,"2816,90",925
Ried im Innkreis,Oberösterreich,"210,7",130,"5842,10",3604
Rohrbach,Oberösterreich,"228,1",129,"6778,70",3833
Rust,Burgenland,"50,5",1,"2575,80",51
Salzburg,Salzburg,"179,3",278,"3950,40",6124
