Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8366;24;51
Rust(Stadt);102;2021;1037;4;9
Eisenstadt-Umgebung;103;44488;24121;72;127
Güssing;104;25809;13618;100;75
Jennersdorf;105;17216;8608;43;58
Mattersburg;106;40731;21836;83;185
Neusiedl am See;107;61358;34093;87;228
Oberpullendorf;108;37556;20226;63;225
Oberwart;109;54682;28145;145;238
Klagenfurt Stadt;201;103297;49138;284;421
Villach Stadt;202;64125;30274;174;243
Hermagor;203;18069;9290;62;71
Klagenfurt Land;204;61114;30390;128;264
Sankt Veit an der Glan;205;53953;27660;167;236
Spittal an der Drau;206;75725;39115;268;358
Villach Land;207;65635;33115;197;302
Völkermarkt;208;41947;22946;121;277
Wolfsberg;209;52352;26550;182;192
Feldkirchen;210;29949;15141;83;109
Krems an der Donau(Stadt);301;24930;12763;74;95
Sankt Pölten(Stadt);302;56697;30638;142;296
Waidhofen an der Ybbs(Stadt);303;11187;6975;41;86
Wiener Neustadt(Stadt);304;47407;26018;193;154
Amstetten;305;117442;76584;309;819
Baden;306;148765;80559;329;514
Bruck an der Leitha;307;107297;58516;215;456
Gänserndorf;308;107504;55685;181;405
Gmünd;309;36152;19102;151;139
Hollabrunn;310;51879;26189;97;174
Horn;311;30875;15699;60;79
Korneuburg;312;92442;48338;145;393
Krems(Land);313;56840;31813;103;271
Lilienfeld;314;25491;15118;113;128
Melk;315;78779;50055;309;455
Mistelbach;316;76641;39389;103;386
Mödling;317;120412;62919;269;439
Neunkirchen;318;87048;47718;248;449
Sankt Pölten(Land);319;133497;76062;318;710
Scheibbs;320;41711;27266;94;214
Tulln;321;107723;56201;208;469
Waidhofen an der Thaya;322;25644;13931;71;102
Wiener Neustadt(Land);323;80020;44855;199;273
Zwettl;325;41757;25439;85;192
Linz(Stadt);401;208445;105280;448;858
Steyr(Stadt);402;37915;19230;69;171
Wels(Stadt);403;63542;34341;156;252
Braunau am Inn;404;108388;66772;256;613
Eferding;405;33715;19409;75;201
Freistadt;406;67638;41518;188;327
Gmunden;407;102765;59709;237;544
Grieskirchen;408;65929;40304;146;421
Kirchdorf an der Krems;409;57882;33078;150;193
Linz-Land;410;154320;84254;286;785
Perg;411;69905;42869;150;410
Ried im Innkreis;412;62535;38205;168;327
Rohrbach;413;57034;34704;158;254
Schärding;414;57750;34202;155;397
Steyr-Land;415;61494;36111;148;350
Urfahr-Umgebung;416;87466;51908;157;519
Vöcklabruck;417;139989;85281;333;756
Wels-Land;418;75514;45471;116;426
Salzburg(Stadt);501;155743;88027;300;532
Hallein;502;61262;40170;143;274
Salzburg-Umgebung;503;155982;101125;306;784
Sankt Johann im Pongau;504;81962;51405;188;342
Tamsweg;505;20327;12348;67;81
Zell am See;506;89017;49793;188;283
Graz(Stadt);601;293929;144270;546;1284
Deutschlandsberg;603;61092;31434;179;218
Graz-Umgebung;606;161131;82680;417;802
Leibnitz;610;86399;44883;186;453
Leoben;611;59341;26813;187;352
Liezen;612;79739;40429;221;235
Murau;614;27343;13193;60;69
Voitsberg;616;51165;24499;183;225
Weiz;617;91844;49530;255;318
Murtal;620;71398;34128;274;263
Bruck-Mürzzuschlag;621;98394;44428;354;324
Hartberg-Fürstenfeld;622;91091;47223;306;233
Südoststeiermark;623;84024;43210;292;306
Innsbruck-Stadt;701;130599;72380;236;644
Imst;702;61843;37534;88;270
Innsbruck-Land;703;183827;105812;272;927
Kitzbühel;704;65482;36321;97;251
Kufstein;705;112301;66337;239;620
Landeck;706;44681;28385;87;123
Lienz;707;48854;29623;141;265
Reutte;708;33427;18956;28;155
Schwaz;709;85478;47583;213;340
Bludenz;801;64943;38493;93;238
Bregenz;802;136369;76368;230;305
Dornbirn;803;91344;52481;166;275
Feldkirch;804;110547;64074;172;411
Wien;900;1951354;1134225;4236;7975
