Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"53,2",62,"8553,00",9966
Baden,Niederösterreich,"27,3",40,"6715,50",9855
Bludenz,Vorarlberg,"70,2",45,"6545,30",4196
Braunau am Inn,Oberösterreich,"36,9",39,"8598,50",9076
Bregenz,Vorarlberg,"94,1",127,"7259,20",9799
Bruck an der Leitha,Niederösterreich,"30,8",32,"5840,80",6059
Bruck-Mürzzuschlag,Steiermark,"37,5",37,"6147,10",6067
Deutschlandsberg,Steiermark,"13,1",8,"6642,40",4043
Dornbirn,Vorarlberg,"115,7",104,"8530,60",7670
Eferding,Oberösterreich,"18,1",6,"8430,30",2797
Eisenstadt,Burgenland,"13,5",2,"6655,00",986
Eisenstadt-Umgebung,Burgenland,"30,1",13,"5460,70",2361
Feldkirch,Vorarlberg,"65,7",71,"7636,00",8257
Feldkirchen,Kärnten,"46,8",14,"8042,90",2405
Freistadt,Oberösterreich,"34,4",23,"8263,40",5525
Gänserndorf,Niederösterreich,"71,6",75,"5649,80",5920
Gmünd,Niederösterreich,"30,1",11,"7446,70",2722
Gmunden,Oberösterreich,"35,3",36,"7676,30",7819
Graz,Steiermark,33,96,"5569,10",16210
Graz-Umgebung,Steiermark,"31,4",49,"5595,60",8733
Grieskirchen,Oberösterreich,"30,8",20,"8037,00",5214
Güssing,Burgenland,"11,7",3,"7109,20",1827
Hallein,Salzburg,"27,9",17,"10959,50",6666
Hartberg-Fürstenfeld,Steiermark,"65,1",59,"8129,70",7366
Hermagor,Kärnten,"16,6",3,"10429,80",1883
Hollabrunn,Niederösterreich,"25,5",13,"5118,30",2612
Horn,Niederösterreich,"32,3",10,"4952,20",1532
Imst,Tirol,"229,9",139,"8856,70",5356
Innsbruck-Land,Tirol,61,110,"7620,80",13752
Innsbruck-Stadt,Tirol,"36,4",48,"7300,60",9634
Jennersdorf,Burgenland,"11,7",2,"7603,70",1300
Kirchdorf an der Krems,Oberösterreich,"47,3",27,"7432,80",4242
Kitzbühel,Tirol,"17,1",11,"6987,90",4484
Klagenfurt Land,Kärnten,20,12,"6953,40",4173
Klagenfurt Stadt,Kärnten,"21,7",22,"6142,20",6222
Korneuburg,Niederösterreich,"12,1",11,"4747,20",4332
Krems (Land),Niederösterreich,"14,2",8,"5838,50",3298
Krems an der Donau,Niederösterreich,20,5,"5496,10",1376
Kufstein,Tirol,"25,4",28,"8480,60",9353
Landeck,Tirol,"29,3",13,"8263,90",3668
Leibnitz,Steiermark,"29,5",25,"6961,20",5900
Leoben,Steiermark,"6,7",4,"5619,80",3355
Lienz,Tirol,"24,6",12,"10886,80",5306
Liezen,Steiermark,10,8,"6834,70",5444
Lilienfeld,Niederösterreich,"58,5",15,"6509,50",1670
Linz,Oberösterreich,"40,7",84,"6623,10",13683
Linz-Land,Oberösterreich,"21,8",33,"6700,10",10142
Mattersburg,Burgenland,"37,5",15,"5704,00",2284
Melk,Niederösterreich,"29,4",23,"7351,20",5748
Mistelbach,Niederösterreich,"21,2",16,"4957,40",3749
Mödling,Niederösterreich,"11,8",14,"5352,80",6376
Murau,Steiermark,"25,4",7,"7203,30",1984
Murtal,Steiermark,"62,8",45,"7088,10",5082
Neunkirchen,Niederösterreich,"37,1",32,"6880,70",5941
Neusiedl am See,Burgenland,"3,3",2,"5419,20",3251
Oberpullendorf,Burgenland,8,3,"5938,40",2220
Oberwart,Burgenland,"42,4",23,"6718,70",3641
Perg,Oberösterreich,42,29,"8470,60",5842
Reutte,Tirol,3,1,"6139,20",2016
Ried im Innkreis,Oberösterreich,"97,3",60,"9636,90",5945
Rohrbach,Oberösterreich,"14,1",8,"9030,00",5106
Rust,Burgenland,0,±0,"3838,40",76
Salzburg,Salzburg,"25,8",40,"7542,80",11693
Salzburg-Umgebung,Salzburg,"23,5",36,"8062,30",12375
Sankt Johann im Pongau,Salzburg,"28,3",23,"11789,00",9572
Sankt Pölten,Niederösterreich,"48,6",27,"6971,20",3870
Sankt Pölten (Land),Niederösterreich,"78,2",103,"5989,60",7890
Sankt Veit an der Glan,Kärnten,"42,4",23,"7280,50",3945
Schärding,Oberösterreich,"15,7",9,"9273,20",5322
Scheibbs,Niederösterreich,58,24,"9122,50",3778
Schwaz,Tirol,"4,7",4,"10680,80",9007
Spittal an der Drau,Kärnten,29,22,"7647,50",5802
Steyr,Oberösterreich,"78,8",30,"6445,80",2453
Steyr-Land,Oberösterreich,"23,1",14,"7026,00",4266
Südoststeiermark,Steiermark,25,21,"7132,70",5994
Tamsweg,Salzburg,"9,9",2,"12275,90",2486
Tulln,Niederösterreich,"24,9",26,"5147,60",5384
Urfahr-Umgebung,Oberösterreich,"24,4",21,"7090,30",6098
Villach Land,Kärnten,"37,1",24,"6925,30",4475
Villach Stadt,Kärnten,"38,2",24,"6313,40",3970
Vöcklabruck,Oberösterreich,32,44,"8383,30",11510
Voitsberg,Steiermark,"35,3",18,"6651,10",3395
Völkermarkt,Kärnten,"7,2",3,"8776,50",3674
Waidhofen an der Thaya,Niederösterreich,"7,8",2,"6533,80",1678
Waidhofen an der Ybbs,Niederösterreich,"62,4",7,"8011,00",899
