Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;7158;22;131
Rust(Stadt);102;2000;906;2;19
Eisenstadt-Umgebung;103;43861;20504;69;383
Güssing;104;25770;11814;95;218
Jennersdorf;105;17109;7722;41;70
Mattersburg;106;40316;18621;82;419
Neusiedl am See;107;60397;28184;83;539
Oberpullendorf;108;37453;16877;63;352
Oberwart;109;54209;24513;145;348
Klagenfurt Stadt;201;101765;42714;276;474
Villach Stadt;202;63236;26682;172;218
Hermagor;203;18052;8406;61;44
Klagenfurt Land;204;60503;26889;126;225
Sankt Veit an der Glan;205;53880;24551;164;216
Spittal an der Drau;206;75628;35466;262;288
Villach Land;207;64920;29555;193;243
Völkermarkt;208;41834;20465;117;138
Wolfsberg;209;52488;24127;178;202
Feldkirchen;210;29783;13712;82;68
Krems an der Donau(Stadt);301;24837;11210;72;217
Sankt Pölten(Stadt);302;55878;26962;136;333
Waidhofen an der Ybbs(Stadt);303;11134;6225;39;51
Wiener Neustadt(Stadt);304;46456;22734;178;290
Amstetten;305;116592;68907;302;686
Baden;306;147113;69984;315;1149
Bruck an der Leitha;307;105507;49636;216;1034
Gänserndorf;308;105824;47459;169;1083
Gmünd;309;36275;17218;152;217
Hollabrunn;310;51332;22419;92;365
Horn;311;30838;14099;60;235
Korneuburg;312;91777;40604;141;980
Krems(Land);313;56559;28387;97;477
Lilienfeld;314;25474;13747;113;70
Melk;315;78281;44504;289;387
Mistelbach;316;75655;33699;100;639
Mödling;317;119240;53299;267;1155
Neunkirchen;318;86323;41823;246;595
Sankt Pölten(Land);319;132064;66559;296;1084
Scheibbs;320;41567;24678;95;198
Tulln;321;105762;48000;206;955
Waidhofen an der Thaya;322;25531;12345;67;155
Wiener Neustadt(Land);323;79033;39491;196;528
Zwettl;325;41827;22984;84;284
Linz(Stadt);401;206537;92660;426;1075
Steyr(Stadt);402;37952;17359;66;114
Wels(Stadt);403;62654;31102;155;231
Braunau am Inn;404;106492;61302;252;453
Eferding;405;33368;17189;73;176
Freistadt;406;66922;37131;182;280
Gmunden;407;102102;54197;230;482
Grieskirchen;408;65137;36298;142;426
Kirchdorf an der Krems;409;57163;29848;147;269
Linz-Land;410;152391;75169;275;755
Perg;411;69241;38856;149;390
Ried im Innkreis;412;61850;34538;166;274
Rohrbach;413;56623;31354;158;341
Schärding;414;57438;31056;153;145
Steyr-Land;415;60936;32446;146;329
Urfahr-Umgebung;416;86235;45716;153;537
Vöcklabruck;417;137993;77279;326;845
Wels-Land;418;74574;40815;115;376
Salzburg(Stadt);501;155416;77931;287;1189
Hallein;502;60992;36990;138;336
Salzburg-Umgebung;503;154624;91813;299;948
Sankt Johann im Pongau;504;81392;47226;184;420
Tamsweg;505;20118;11107;64;95
Zell am See;506;88168;45699;185;386
Graz(Stadt);601;291134;124785;534;1995
Deutschlandsberg;603;60871;28736;177;289
Graz-Umgebung;606;157853;73528;415;833
Leibnitz;610;85294;40646;182;320
Leoben;611;59151;23841;184;265
Liezen;612;79592;37108;216;380
Murau;614;27449;11956;60;81
Voitsberg;616;50947;22516;178;170
Weiz;617;90916;45216;251;300
Murtal;620;71356;31236;270;260
Bruck-Mürzzuschlag;621;98054;39966;352;420
Hartberg-Fürstenfeld;622;90619;42907;300;371
Südoststeiermark;623;83841;39480;287;377
Innsbruck-Stadt;701;131059;63541;221;899
Imst;702;60922;34259;86;343
Innsbruck-Land;703;181698;94140;262;1107
Kitzbühel;704;64676;32952;95;237
Kufstein;705;111080;60081;236;522
Landeck;706;44346;25920;84;204
Lienz;707;48814;26678;132;222
Reutte;708;33054;16900;25;196
Schwaz;709;84456;43304;203;329
Bludenz;801;64368;35258;87;285
Bregenz;802;135310;70331;226;799
Dornbirn;803;90502;47936;160;520
Feldkirch;804;109057;58260;166;735
Wien;900;1920949;950521;4008;20159
