Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10711;25;2
Rust(Stadt);102;2021;1330;5;1
Eisenstadt-Umgebung;103;44488;30234;78;7
Güssing;104;25809;16950;101;5
Jennersdorf;105;17216;10103;44;2
Mattersburg;106;40731;27017;88;7
Neusiedl am See;107;61358;42801;85;22
Oberpullendorf;108;37556;25186;68;8
Oberwart;109;54682;34758;145;7
Klagenfurt Stadt;201;103297;59514;304;11
Villach Stadt;202;64125;35839;174;14
Hermagor;203;18069;10717;66;1
Klagenfurt Land;204;61114;36072;127;13
Sankt Veit an der Glan;205;53953;33115;167;4
Spittal an der Drau;206;75725;44666;275;7
Villach Land;207;65635;38659;204;3
Völkermarkt;208;41947;26662;121;3
Wolfsberg;209;52352;30390;203;2
Feldkirchen;210;29949;17391;83;1
Krems an der Donau(Stadt);301;24930;15891;75;2
Sankt Pölten(Stadt);302;56697;38049;146;15
Waidhofen an der Ybbs(Stadt);303;11187;8140;59;1
Wiener Neustadt(Stadt);304;47407;31186;224;6
Amstetten;305;117442;90219;309;11
Baden;306;148765;100085;364;29
Bruck an der Leitha;307;107297;74314;220;32
Gänserndorf;308;107504;71098;305;31
Gmünd;309;36152;23182;158;1
Hollabrunn;310;51879;32923;116;8
Horn;311;30875;19224;60;2
Korneuburg;312;92442;63565;146;28
Krems(Land);313;56840;38911;163;13
Lilienfeld;314;25491;17789;111;3
Melk;315;78779;59587;512;20
Mistelbach;316;76641;50264;107;13
Mödling;317;120412;81844;309;27
Neunkirchen;318;87048;57814;251;20
Sankt Pölten(Land);319;133497;95316;336;20
Scheibbs;320;41711;31561;98;6
Tulln;321;107723;72084;214;21
Waidhofen an der Thaya;322;25644;17115;80;8
Wiener Neustadt(Land);323;80020;54205;218;5
Zwettl;325;41757;30282;84;3
Linz(Stadt);401;208445;127331;474;21
Steyr(Stadt);402;37915;23397;84;4
Wels(Stadt);403;63542;40439;165;12
Braunau am Inn;404;108388;77207;270;8
Eferding;405;33715;23394;81;2
Freistadt;406;67638;48568;202;7
Gmunden;407;102765;71166;256;6
Grieskirchen;408;65929;47914;159;7
Kirchdorf an der Krems;409;57882;39575;167;6
Linz-Land;410;154320;101297;296;10
Perg;411;69905;50799;155;4
Ried im Innkreis;412;62535;44984;170;6
Rohrbach;413;57034;40799;165;3
Schärding;414;57750;39939;156;3
Steyr-Land;415;61494;43495;158;2
Urfahr-Umgebung;416;87466;62775;161;7
Vöcklabruck;417;139989;100352;340;12
Wels-Land;418;75514;54558;123;9
Salzburg(Stadt);501;155743;103683;342;13
Hallein;502;61262;45998;148;0
Salzburg-Umgebung;503;155982;117694;318;21
Sankt Johann im Pongau;504;81962;57558;184;6
Tamsweg;505;20327;13948;68;1
Zell am See;506;89017;56711;202;6
Graz(Stadt);601;293929;173974;610;82
Deutschlandsberg;603;61092;36438;184;8
Graz-Umgebung;606;161131;100027;441;17
Leibnitz;610;86399;53513;195;8
Leoben;611;59341;31786;197;3
Liezen;612;79739;46835;229;6
Murau;614;27343;15172;60;2
Voitsberg;616;51165;28383;191;2
Weiz;617;91844;56865;259;3
Murtal;620;71398;39337;294;5
Bruck-Mürzzuschlag;621;98394;51866;359;8
Hartberg-Fürstenfeld;622;91091;55192;311;3
Südoststeiermark;623;84024;50498;296;5
Innsbruck-Stadt;701;130599;86599;261;17
Imst;702;61843;43193;103;1
Innsbruck-Land;703;183827;126166;292;18
Kitzbühel;704;65482;42042;102;3
Kufstein;705;112301;75622;256;10
Landeck;706;44681;32292;93;0
Lienz;707;48854;33989;148;4
Reutte;708;33427;21717;34;0
Schwaz;709;85478;54242;222;7
Bludenz;801;64943;43382;99;3
Bregenz;802;136369;86149;243;8
Dornbirn;803;91344;59562;171;4
Feldkirch;804;110547;72763;179;8
Wien;900;1951354;1420320;4813;670
