Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"246,3",287,5567,6487
Baden,Niederösterreich,"193,5",284,"3153,60",4628
Bludenz,Vorarlberg,"143,50",92,"4551,80",2918
Braunau am Inn,Oberösterreich,"169,6",179,"4308,70",4548
Bregenz,Vorarlberg,"144,5",195,"4704,20",6350
Bruck an der Leitha,Niederösterreich,"110,9",115,"2821,60",2927
Bruck-Mürzzuschlag,Steiermark,"120,60",119,"3798,50",3749
Deutschlandsberg,Steiermark,230,140,"3264,50",1987
Dornbirn,Vorarlberg,"212,40",191,"5832,40",5244
Eferding,Oberösterreich,"93,4",31,"6172,80",2048
Eisenstadt,Burgenland,"155,20",23,"3557,00",527
Eisenstadt-Umgebung,Burgenland,"124,9",54,"2981,30",1289
Feldkirch,Vorarlberg,"194,20",210,"5081,70",5495
Feldkirchen,Kärnten,"327,7",98,"4611,70",1379
Freistadt,Oberösterreich,"167,5",112,"5554,80",3714
Gänserndorf,Niederösterreich,"165,1",173,"2347,70",2460
Gmünd,Niederösterreich,104,38,"4210,30",1539
Gmunden,Oberösterreich,"237,6",242,"4722,20",4810
Graz,Steiermark,"105,5",307,"3188,90",9282
Graz-Umgebung,Steiermark,"133,3",208,"3171,70",4950
Grieskirchen,Oberösterreich,"198,8",129,"5962,20",3868
Güssing,Burgenland,249,64,"3879,50",997
Hallein,Salzburg,"601,7",366,"6795,00",4133
Hartberg-Fürstenfeld,Steiermark,"156,7",142,"4209,40",3814
Hermagor,Kärnten,"443,1",80,"5527,90",998
Hollabrunn,Niederösterreich,"72,5",37,"2349,50",1199
Horn,Niederösterreich,"45,3",14,"2033,20",629
Imst,Tirol,"191,8",116,"5142,70",3110
Innsbruck-Land,Tirol,"126,3",228,"5123,80",9246
Innsbruck-Stadt,Tirol,"81,1",107,"4899,20",6465
Jennersdorf,Burgenland,"157,9",27,"3836,90",656
Kirchdorf an der Krems,Oberösterreich,"296,1",169,"4445,30",2537
Kitzbühel,Tirol,"297,7",191,"4491,30",2882
Klagenfurt Land,Kärnten,"211,6",127,"4009,10",2406
Klagenfurt Stadt,Kärnten,"127,3",129,"3913,10",3964
Korneuburg,Niederösterreich,"83,3",76,"2577,40",2352
Krems (Land),Niederösterreich,"83,2",47,"3514,10",1985
Krems an der Donau,Niederösterreich,"83,9",21,"3530,90",884
Kufstein,Tirol,"180,4",199,"5902,80",6510
Landeck,Tirol,"207,3",92,"6092,00",2704
Leibnitz,Steiermark,"113,3",96,"3717,70",3151
Leoben,Steiermark,"152,4",91,"3526,00",2105
Lienz,Tirol,"217,5",106,"5523,40",2692
Liezen,Steiermark,"243,6",194,"3958,50",3153
Lilienfeld,Niederösterreich,"81,9",21,"3792,60",973
Linz,Oberösterreich,"113,3",234,"4266,30",8814
Linz-Land,Oberösterreich,"126,8",192,"4315,20",6532
Mattersburg,Burgenland,"127,4",51,"3051,80",1222
Melk,Niederösterreich,"152,2",119,"4139,90",3237
Mistelbach,Niederösterreich,"95,2",72,"2125,00",1607
Mödling,Niederösterreich,"114,2",136,"2911,50",3468
Murau,Steiermark,"163,4",45,"3830,40",1055
Murtal,Steiermark,"228,7",164,"4039,20",2896
Neunkirchen,Niederösterreich,"238,6",206,"3429,30",2961
Neusiedl am See,Burgenland,"173,4",104,"2850,50",1710
Oberpullendorf,Burgenland,"149,8",56,"3766,30",1408
Oberwart,Burgenland,"75,7",41,"3528,20",1912
Perg,Oberösterreich,"194,3",134,"5350,30",3690
Reutte,Tirol,134,44,"3075,70",1010
Ried im Innkreis,Oberösterreich,"178,3",110,"6070,70",3745
