Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;2573;13;371
Rust(Stadt);102;2000;226;1;22
Eisenstadt-Umgebung;103;43861;7107;38;903
Güssing;104;25770;4677;71;567
Jennersdorf;105;17109;2924;30;415
Mattersburg;106;40316;7276;55;968
Neusiedl am See;107;60397;10146;53;1519
Oberpullendorf;108;37453;5978;49;800
Oberwart;109;54209;9406;99;1136
Klagenfurt Stadt;201;101765;20559;192;2137
Villach Stadt;202;63236;13470;111;1522
Hermagor;203;18052;4091;37;337
Klagenfurt Land;204;60503;12325;85;1206
Sankt Veit an der Glan;205;53880;10147;121;1244
Spittal an der Drau;206;75628;18867;170;1922
Villach Land;207;64920;14326;133;1510
Völkermarkt;208;41834;9499;81;1027
Wolfsberg;209;52488;10799;130;955
Feldkirchen;210;29783;6660;64;722
Krems an der Donau(Stadt);301;24837;4429;36;492
Sankt Pölten(Stadt);302;55878;11461;84;1192
Waidhofen an der Ybbs(Stadt);303;11134;2779;23;260
Wiener Neustadt(Stadt);304;46456;10205;116;989
Amstetten;305;116592;30735;153;3456
Baden;306;147113;29152;200;3319
Bruck an der Leitha;307;105507;19187;106;2332
Gänserndorf;308;105824;17012;85;2063
Gmünd;309;36275;6335;71;479
Hollabrunn;310;51332;7348;65;881
Horn;311;30838;4464;30;538
Korneuburg;312;91777;14584;71;1833
Krems(Land);313;56559;10398;48;1329
Lilienfeld;314;25474;5725;56;430
Melk;315;78281;19612;137;2337
Mistelbach;316;75655;10950;43;1282
Mödling;317;119240;19692;149;2292
Neunkirchen;318;86323;18109;128;1774
Sankt Pölten(Land);319;132064;26661;183;2956
Scheibbs;320;41567;11130;68;1178
Tulln;321;105762;16697;109;1945
Waidhofen an der Thaya;322;25531;4791;28;452
Wiener Neustadt(Land);323;79033;16643;129;1743
Zwettl;325;41827;9189;55;1086
Linz(Stadt);401;206537;44061;316;4927
Steyr(Stadt);402;37952;8210;46;950
Wels(Stadt);403;62654;16159;118;1511
Braunau am Inn;404;106492;32095;186;2703
Eferding;405;33368;7671;57;782
Freistadt;406;66922;16908;117;1830
Gmunden;407;102102;25733;158;2971
Grieskirchen;408;65137;16457;109;2174
Kirchdorf an der Krems;409;57163;13309;108;1536
Linz-Land;410;152391;36598;182;4280
Perg;411;69241;17142;114;1798
Ried im Innkreis;412;61850;17060;124;1452
Rohrbach;413;56623;15363;117;2032
Schärding;414;57438;14700;110;1386
Steyr-Land;415;60936;14003;110;1419
Urfahr-Umgebung;416;86235;20374;96;2313
Vöcklabruck;417;137993;37866;243;3706
Wels-Land;418;74574;19498;93;2006
Salzburg(Stadt);501;155416;38181;214;3617
Hallein;502;60992;21292;91;1699
Salzburg-Umgebung;503;154624;44499;198;4309
Sankt Johann im Pongau;504;81392;29812;133;2192
Tamsweg;505;20118;6883;51;410
Zell am See;506;88168;25402;133;3150
Graz(Stadt);601;291134;51828;394;6529
Deutschlandsberg;603;60871;10923;134;1300
Graz-Umgebung;606;157853;28566;304;3975
Leibnitz;610;85294;16276;139;2362
Leoben;611;59151;9459;137;1203
Liezen;612;79592;18369;149;2098
Murau;614;27449;5010;38;588
Voitsberg;616;50947;9025;139;1366
Weiz;617;90916;19575;184;3043
Murtal;620;71356;13931;218;2024
Bruck-Mürzzuschlag;621;98054;17338;278;2769
Hartberg-Fürstenfeld;622;90619;18703;218;2896
Südoststeiermark;623;83841;15468;211;2048
Innsbruck-Stadt;701;131059;30601;137;3985
Imst;702;60922;19211;52;2270
Innsbruck-Land;703;181698;45109;169;5663
Kitzbühel;704;64676;19408;53;1698
Kufstein;705;111080;34124;168;4049
Landeck;706;44346;15062;57;1826
Lienz;707;48814;14974;70;1314
Reutte;708;33054;7647;13;837
Schwaz;709;84456;24039;141;2443
Bludenz;801;64368;16516;73;1943
Bregenz;802;135310;31288;164;3383
Dornbirn;803;90502;22731;107;2611
Feldkirch;804;109057;26271;115;3303
Wien;900;1920949;427063;2902;51633
