Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"22,3",26,"8654,10",10090
Baden,Niederösterreich,"18,4",27,"6829,40",10047
Bludenz,Vorarlberg,"24,9",16,"6639,90",4274
Braunau am Inn,Oberösterreich,15,16,"8736,80",9304
Bregenz,Vorarlberg,37,50,"7423,70",10045
Bruck an der Leitha,Niederösterreich,"24,6",26,"5896,30",6221
Bruck-Mürzzuschlag,Steiermark,"10,2",10,"6249,60",6128
Deutschlandsberg,Steiermark,"19,7",12,"6743,80",4105
Dornbirn,Vorarlberg,"23,2",21,"8612,00",7794
Eferding,Oberösterreich,36,12,"8478,20",2829
Eisenstadt,Burgenland,"6,7",1,"6646,50",990
Eisenstadt-Umgebung,Burgenland,"11,4",5,"5481,00",2404
Feldkirch,Vorarlberg,"50,4",55,"7718,90",8418
Feldkirchen,Kärnten,"16,8",5,"8122,10",2419
Freistadt,Oberösterreich,"23,9",16,"8315,70",5565
Gänserndorf,Niederösterreich,18,19,"5754,80",6090
Gmünd,Niederösterreich,"2,8",1,"7592,00",2754
Gmunden,Oberösterreich,"20,6",21,"7716,80",7879
Graz,Steiermark,"28,5",83,"5687,40",16558
Graz-Umgebung,Steiermark,"35,5",56,"5679,30",8965
Grieskirchen,Oberösterreich,"33,8",22,"8102,90",5278
Güssing,Burgenland,31,8,"7182,80",1851
Hallein,Salzburg,"29,5",18,"11068,70",6751
Hartberg-Fürstenfeld,Steiermark,11,10,"8183,70",7416
Hermagor,Kärnten,"105,3",19,"10619,30",1917
Hollabrunn,Niederösterreich,"7,8",4,"5182,00",2660
Horn,Niederösterreich,"6,5",2,"5006,80",1544
Imst,Tirol,"18,1",11,"9059,10",5519
Innsbruck-Land,Tirol,"24,8",45,"7728,80",14043
Innsbruck-Stadt,Tirol,"20,6",27,"7553,80",9900
Jennersdorf,Burgenland,"17,5",3,"7662,60",1311
Kirchdorf an der Krems,Oberösterreich,"40,2",23,"7522,30",4300
Kitzbühel,Tirol,34,22,"6993,30",4523
Klagenfurt Land,Kärnten,"11,6",7,"6971,60",4218
Klagenfurt Stadt,Kärnten,"24,6",25,"6227,10",6337
Korneuburg,Niederösterreich,"38,1",35,"4835,60",4438
Krems (Land),Niederösterreich,"3,5",2,"5889,40",3331
Krems an der Donau,Niederösterreich,"12,1",3,"5677,00",1410
Kufstein,Tirol,"22,5",25,"8522,70",9467
Landeck,Tirol,"15,8",7,"8370,50",3712
Leibnitz,Steiermark,"15,2",13,"6982,90",5956
Leoben,Steiermark,0,±0,"5693,90",3368
Lienz,Tirol,"182,3",89,"11238,60",5486
Liezen,Steiermark,"12,6",10,"6878,80",5475
Lilienfeld,Niederösterreich,"19,6",5,"6693,10",1705
Linz,Oberösterreich,"45,5",94,"6808,00",14061
Linz-Land,Oberösterreich,"34,1",52,"6780,60",10333
Mattersburg,Burgenland,"14,9",6,"5757,00",2321
Melk,Niederösterreich,"10,2",8,"7433,50",5819
Mistelbach,Niederösterreich,"11,9",9,"5026,80",3803
Mödling,Niederösterreich,"28,5",34,"5473,80",6527
Murau,Steiermark,"7,3",2,"7271,70",1996
Murtal,Steiermark,"22,4",16,"7207,50",5143
Neunkirchen,Niederösterreich,"10,4",9,"6957,60",6006
Neusiedl am See,Burgenland,"1,7",1,"5444,00",3288
Oberpullendorf,Burgenland,"2,7",1,"5996,80",2246
Oberwart,Burgenland,"29,5",16,"6838,30",3707
Perg,Oberösterreich,13,9,"8541,20",5914
Reutte,Tirol,"18,2",6,"6271,60",2073
Ried im Innkreis,Oberösterreich,"12,9",8,"9738,10",6023
Rohrbach,Oberösterreich,"10,6",6,"9058,20",5129
Rust,Burgenland,0,±0,"3850,00",77
Salzburg,Salzburg,"62,4",97,"7647,90",11886
Salzburg-Umgebung,Salzburg,"32,3",50,"8095,80",12518
Sankt Johann im Pongau,Salzburg,"76,2",62,"11945,90",9723
Sankt Pölten,Niederösterreich,"14,3",8,"7079,70",3956
Sankt Pölten (Land),Niederösterreich,"17,4",23,"6104,60",8062
Sankt Veit an der Glan,Kärnten,"29,7",16,"7420,20",3998
Schärding,Oberösterreich,7,4,"9295,20",5339
Scheibbs,Niederösterreich,"9,6",4,"9141,90",3800
Schwaz,Tirol,"16,6",14,"10695,50",9033
Spittal an der Drau,Kärnten,"22,5",17,"7767,00",5874
Steyr,Oberösterreich,"5,3",2,"6534,60",2480
Steyr-Land,Oberösterreich,"11,5",7,"7117,30",4337
Südoststeiermark,Steiermark,"7,2",6,"7213,70",6048
Tamsweg,Salzburg,"14,9",3,"12406,80",2496
Tulln,Niederösterreich,"29,3",31,"5200,40",5500
