Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8919;24;171
Rust(Stadt);102;2021;1078;4;17
Eisenstadt-Umgebung;103;44488;25433;72;417
Güssing;104;25809;14467;100;270
Jennersdorf;105;17216;9128;43;163
Mattersburg;106;40731;23284;83;416
Neusiedl am See;107;61358;35660;87;521
Oberpullendorf;108;37556;21404;63;285
Oberwart;109;54682;30017;145;562
Klagenfurt Stadt;201;103297;52978;292;1181
Villach Stadt;202;64125;32506;174;616
Hermagor;203;18069;9898;62;165
Klagenfurt Land;204;61114;32641;127;640
Sankt Veit an der Glan;205;53953;30323;167;799
Spittal an der Drau;206;75725;41461;274;674
Villach Land;207;65635;35355;198;594
Völkermarkt;208;41947;24429;122;357
Wolfsberg;209;52352;28100;190;416
Feldkirchen;210;29949;16214;83;270
Krems an der Donau(Stadt);301;24930;13579;74;257
Sankt Pölten(Stadt);302;56697;32544;144;593
Waidhofen an der Ybbs(Stadt);303;11187;7340;41;78
Wiener Neustadt(Stadt);304;47407;27217;197;386
Amstetten;305;117442;80764;311;1079
Baden;306;148765;85283;331;1369
Bruck an der Leitha;307;107297;61887;216;993
Gänserndorf;308;107504;58890;184;950
Gmünd;309;36152;20317;157;372
Hollabrunn;310;51879;27653;101;419
Horn;311;30875;16779;60;371
Korneuburg;312;92442;51754;145;1088
Krems(Land);313;56840;33925;105;648
Lilienfeld;314;25491;15921;113;234
Melk;315;78779;52830;327;824
Mistelbach;316;76641;41726;103;658
Mödling;317;120412;67109;272;1206
Neunkirchen;318;87048;50578;248;911
Sankt Pölten(Land);319;133497;80994;324;1396
Scheibbs;320;41711;28581;94;417
Tulln;321;107723;60046;209;1093
Waidhofen an der Thaya;322;25644;14817;73;226
Wiener Neustadt(Land);323;80020;47406;204;763
Zwettl;325;41757;26879;85;410
Linz(Stadt);401;208445;112504;455;2217
Steyr(Stadt);402;37915;20453;71;372
Wels(Stadt);403;63542;36296;157;522
Braunau am Inn;404;108388;71143;260;1115
Eferding;405;33715;20928;77;358
Freistadt;406;67638;44106;189;766
Gmunden;407;102765;63864;239;1036
Grieskirchen;408;65929;43357;146;667
Kirchdorf an der Krems;409;57882;35500;153;653
Linz-Land;410;154320;90445;290;1592
Perg;411;69905;45837;151;797
Ried im Innkreis;412;62535;40972;169;782
Rohrbach;413;57034;36833;160;640
Schärding;414;57750;36878;155;527
Steyr-Land;415;61494;38745;151;753
Urfahr-Umgebung;416;87466;56075;157;1281
Vöcklabruck;417;139989;91155;336;1672
Wels-Land;418;75514;48564;118;864
Salzburg(Stadt);501;155743;93492;303;1575
Hallein;502;61262;42596;143;650
Salzburg-Umgebung;503;155982;107889;307;1822
Sankt Johann im Pongau;504;81962;53905;188;582
Tamsweg;505;20327;13028;67;180
Zell am See;506;89017;52648;188;807
Graz(Stadt);601;293929;153957;558;2865
Deutschlandsberg;603;61092;33412;179;568
Graz-Umgebung;606;161131;88808;422;1796
Leibnitz;610;86399;47869;187;854
Leoben;611;59341;28677;189;557
Liezen;612;79739;42941;224;835
Murau;614;27343;14111;60;380
Voitsberg;616;51165;26028;185;461
Weiz;617;91844;52127;255;758
Murtal;620;71398;35992;277;598
Bruck-Mürzzuschlag;621;98394;46899;354;772
Hartberg-Fürstenfeld;622;91091;49854;308;830
Südoststeiermark;623;84024;45626;293;634
Innsbruck-Stadt;701;130599;77252;239;1318
Imst;702;61843;39667;89;617
Innsbruck-Land;703;183827;113377;273;2137
Kitzbühel;704;65482;38934;99;657
Kufstein;705;112301;70614;242;995
Landeck;706;44681;29769;89;402
Lienz;707;48854;31751;143;449
Reutte;708;33427;20026;28;286
Schwaz;709;85478;50203;213;681
Bludenz;801;64943;40623;95;549
Bregenz;802;136369;79811;231;1054
Dornbirn;803;91344;54690;168;703
Feldkirch;804;110547;67698;173;832
Wien;900;1951354;1190896;4297;15965
