Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;4994;13;673
Rust(Stadt);102;2000;559;1;86
Eisenstadt-Umgebung;103;43861;13762;43;1694
Güssing;104;25770;8564;73;1096
Jennersdorf;105;17109;5981;31;945
Mattersburg;106;40316;13080;62;1477
Neusiedl am See;107;60397;18871;62;1863
Oberpullendorf;108;37453;11910;54;1480
Oberwart;109;54209;18315;103;2244
Klagenfurt Stadt;201;101765;34382;206;2739
Villach Stadt;202;63236;21557;123;1654
Hermagor;203;18052;6800;40;530
Klagenfurt Land;204;60503;21772;89;1846
Sankt Veit an der Glan;205;53880;19349;132;1981
Spittal an der Drau;206;75628;29474;180;2050
Villach Land;207;64920;24040;139;1716
Völkermarkt;208;41834;16612;88;1200
Wolfsberg;209;52488;19820;138;1666
Feldkirchen;210;29783;11244;73;928
Krems an der Donau(Stadt);301;24837;8091;38;960
Sankt Pölten(Stadt);302;55878;20172;92;2437
Waidhofen an der Ybbs(Stadt);303;11134;5032;24;585
Wiener Neustadt(Stadt);304;46456;17520;143;1681
Amstetten;305;116592;55153;154;5395
Baden;306;147113;51693;212;5216
Bruck an der Leitha;307;105507;34795;107;3620
Gänserndorf;308;105824;32355;91;3897
Gmünd;309;36275;12762;75;1486
Hollabrunn;310;51332;15266;71;2068
Horn;311;30838;10199;33;1431
Korneuburg;312;91777;27724;74;3188
Krems(Land);313;56559;20411;49;2502
Lilienfeld;314;25474;10383;57;1181
Melk;315;78281;35502;143;3540
Mistelbach;316;75655;22920;43;2819
Mödling;317;119240;36723;151;4225
Neunkirchen;318;86323;32104;132;3330
Sankt Pölten(Land);319;132064;49271;187;5169
Scheibbs;320;41567;20436;76;2041
Tulln;321;105762;32574;111;4326
Waidhofen an der Thaya;322;25531;9506;29;1177
Wiener Neustadt(Land);323;79033;30297;139;3239
Zwettl;325;41827;17119;56;1890
Linz(Stadt);401;206537;72237;339;6927
Steyr(Stadt);402;37952;13594;50;1178
Wels(Stadt);403;62654;25213;123;2064
Braunau am Inn;404;106492;49488;196;4263
Eferding;405;33368;13374;57;1304
Freistadt;406;66922;30115;124;2823
Gmunden;407;102102;44857;180;3906
Grieskirchen;408;65137;28717;117;2752
Kirchdorf an der Krems;409;57163;23199;114;2126
Linz-Land;410;152391;59050;201;5555
Perg;411;69241;30343;120;3061
Ried im Innkreis;412;61850;27872;131;2659
Rohrbach;413;56623;25443;127;2153
Schärding;414;57438;25112;118;2584
Steyr-Land;415;60936;25344;120;2674
Urfahr-Umgebung;416;86235;35716;104;3874
Vöcklabruck;417;137993;62068;265;5617
Wels-Land;418;74574;32684;99;2796
Salzburg(Stadt);501;155416;60680;229;5511
Hallein;502;60992;31126;96;2137
Salzburg-Umgebung;503;154624;73321;214;6805
Sankt Johann im Pongau;504;81392;40706;138;2298
Tamsweg;505;20118;9470;53;452
Zell am See;506;88168;39323;147;2503
Graz(Stadt);601;291134;94502;424;11036
Deutschlandsberg;603;60871;22431;138;3092
Graz-Umgebung;606;157853;55804;327;7037
Leibnitz;610;85294;32245;147;3716
Leoben;611;59151;18674;146;2375
Liezen;612;79592;30449;165;3065
Murau;614;27449;9275;41;1016
Voitsberg;616;50947;18230;152;2013
Weiz;617;90916;36772;197;4045
Murtal;620;71356;25680;232;2271
Bruck-Mürzzuschlag;621;98054;30818;288;3158
Hartberg-Fürstenfeld;622;90619;35485;228;3666
Südoststeiermark;623;83841;31460;222;4068
Innsbruck-Stadt;701;131059;50885;148;4076
Imst;702;60922;29634;54;1908
Innsbruck-Land;703;181698;77271;177;5866
Kitzbühel;704;64676;28100;53;1548
Kufstein;705;111080;51281;170;3042
Landeck;706;44346;22433;61;1261
Lienz;707;48814;22737;80;1296
Reutte;708;33054;12871;13;1161
Schwaz;709;84456;37215;145;2310
Bludenz;801;64368;28422;76;2781
Bregenz;802;135310;54362;178;4823
Dornbirn;803;90502;38832;118;3265
Feldkirch;804;109057;45657;133;4396
Wien;900;1920949;693960;3156;60211
