Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10491;25;81
Rust(Stadt);102;2021;1313;5;7
Eisenstadt-Umgebung;103;44488;29657;77;199
Güssing;104;25809;16755;101;97
Jennersdorf;105;17216;10023;44;35
Mattersburg;106;40731;26649;87;122
Neusiedl am See;107;61358;41884;85;308
Oberpullendorf;108;37556;24748;68;177
Oberwart;109;54682;34268;145;183
Klagenfurt Stadt;201;103297;58931;303;281
Villach Stadt;202;64125;35456;174;97
Hermagor;203;18069;10665;66;20
Klagenfurt Land;204;61114;35768;127;161
Sankt Veit an der Glan;205;53953;32828;167;137
Spittal an der Drau;206;75725;44346;276;77
Villach Land;207;65635;38350;205;132
Völkermarkt;208;41947;26451;121;101
Wolfsberg;209;52352;30194;202;82
Feldkirchen;210;29949;17279;83;49
Krems an der Donau(Stadt);301;24930;15636;75;116
Sankt Pölten(Stadt);302;56697;37435;146;215
Waidhofen an der Ybbs(Stadt);303;11187;8039;58;43
Wiener Neustadt(Stadt);304;47407;30767;218;137
Amstetten;305;117442;89173;309;476
Baden;306;148765;98256;361;636
Bruck an der Leitha;307;107297;72786;220;473
Gänserndorf;308;107504;69758;217;569
Gmünd;309;36152;22881;158;126
Hollabrunn;310;51879;32464;115;184
Horn;311;30875;19059;60;81
Korneuburg;312;92442;62195;145;492
Krems(Land);313;56840;38399;110;196
Lilienfeld;314;25491;17549;110;88
Melk;315;78779;58929;434;258
Mistelbach;316;76641;49435;107;299
Mödling;317;120412;79916;305;740
Neunkirchen;318;87048;56926;250;253
Sankt Pölten(Land);319;133497;93794;336;589
Scheibbs;320;41711;31204;98;153
Tulln;321;107723;70678;214;391
Waidhofen an der Thaya;322;25644;16925;80;83
Wiener Neustadt(Land);323;80020;53508;217;229
Zwettl;325;41757;29862;84;137
Linz(Stadt);401;208445;125666;471;622
Steyr(Stadt);402;37915;23062;77;159
Wels(Stadt);403;63542;39823;164;208
Braunau am Inn;404;108388;76685;269;225
Eferding;405;33715;23194;79;110
Freistadt;406;67638;48172;195;180
Gmunden;407;102765;70609;255;266
Grieskirchen;408;65929;47559;156;206
Kirchdorf an der Krems;409;57882;39166;162;184
Linz-Land;410;154320;100165;294;467
Perg;411;69905;50346;153;235
Ried im Innkreis;412;62535;44636;170;141
Rohrbach;413;57034;40543;165;131
Schärding;414;57750;39705;156;110
Steyr-Land;415;61494;42989;156;211
Urfahr-Umgebung;416;87466;62166;160;284
Vöcklabruck;417;139989;99480;340;372
Wels-Land;418;75514;53881;122;295
Salzburg(Stadt);501;155743;102668;334;313
Hallein;502;61262;45720;146;97
Salzburg-Umgebung;503;155982;116858;315;352
Sankt Johann im Pongau;504;81962;57293;184;112
Tamsweg;505;20327;13861;68;52
Zell am See;506;89017;56444;199;120
Graz(Stadt);601;293929;171731;598;707
Deutschlandsberg;603;61092;36164;182;88
Graz-Umgebung;606;161131;98857;437;403
Leibnitz;610;86399;52968;192;185
Leoben;611;59341;31432;195;150
Liezen;612;79739;46564;228;174
Murau;614;27343;15072;60;56
Voitsberg;616;51165;28203;190;63
Weiz;617;91844;56491;259;150
Murtal;620;71398;39034;294;128
Bruck-Mürzzuschlag;621;98394;51412;359;179
Hartberg-Fürstenfeld;622;91091;54802;307;157
Südoststeiermark;623;84024;50033;295;176
Innsbruck-Stadt;701;130599;85708;255;256
Imst;702;61843;42936;101;106
Innsbruck-Land;703;183827;125121;288;427
Kitzbühel;704;65482;41810;100;105
Kufstein;705;112301;75286;250;139
Landeck;706;44681;32118;93;53
Lienz;707;48854;33801;146;109
Reutte;708;33427;21559;29;46
Schwaz;709;85478;53974;219;123
Bludenz;801;64943;43210;96;83
Bregenz;802;136369;85775;240;156
Dornbirn;803;91344;59226;170;154
Feldkirch;804;110547;72462;179;157
Wien;900;1951354;1387266;4685;9785
