Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,91,106,"6591,10",7680
Baden,Niederösterreich,"335,9",493,"4966,90",7289
Bludenz,Vorarlberg,"71,8",46,"5525,10",3542
Braunau am Inn,Oberösterreich,"256,7",271,"6174,10",6517
Bregenz,Vorarlberg,"54,1",73,"5471,60",7386
Bruck an der Leitha,Niederösterreich,"300,8",312,"4204,00",4361
Bruck-Mürzzuschlag,Steiermark,"133,7",132,"5064,00",4998
Deutschlandsberg,Steiermark,"116,6",71,"4748,10",2890
Dornbirn,Vorarlberg,"54,5",49,"6868,90",6176
Eferding,Oberösterreich,"141,7",47,"7058,90",2342
Eisenstadt,Burgenland,"222,7",33,"4650,40",689
Eisenstadt-Umgebung,Burgenland,259,112,"4049,90",1751
Feldkirch,Vorarlberg,"94,3",102,"6111,90",6609
Feldkirchen,Kärnten,"170,6",51,"5992,90",1792
Freistadt,Oberösterreich,172,115,"6501,50",4347
Gänserndorf,Niederösterreich,"198,5",208,"4033,10",4226
Gmünd,Niederösterreich,"270,8",99,"5709,50",2087
Gmunden,Oberösterreich,"194,4",198,"6108,40",6222
Graz,Steiermark,"141,5",412,"4170,10",12138
Graz-Umgebung,Steiermark,"119,8",187,"4201,30",6557
Grieskirchen,Oberösterreich,94,61,"6853,20",4446
Güssing,Burgenland,"287,9",74,"5720,10",1470
Hallein,Salzburg,"213,7",130,"8790,90",5347
Hartberg-Fürstenfeld,Steiermark,"229,6",208,"6086,80",5515
Hermagor,Kärnten,"310,2",56,"9543,60",1723
Hollabrunn,Niederösterreich,"170,5",87,"3760,30",1919
Horn,Niederösterreich,"255,4",79,"3329,50",1030
Imst,Tirol,"216,6",131,"6209,30",3755
Innsbruck-Land,Tirol,"89,8",162,"5782,70",10435
Innsbruck-Stadt,Tirol,"81,1",107,"5483,40",7236
Jennersdorf,Burgenland,"362,6",62,"6153,10",1052
Kirchdorf an der Krems,Oberösterreich,"310,1",177,"5610,60",3202
Kitzbühel,Tirol,"101,3",65,"5724,00",3673
Klagenfurt Land,Kärnten,"208,3",125,"5513,70",3309
Klagenfurt Stadt,Kärnten,"191,5",194,"5030,60",5096
Korneuburg,Niederösterreich,"195,1",178,"3590,00",3276
Krems (Land),Niederösterreich,"145,2",82,"4617,00",2608
Krems an der Donau,Niederösterreich,"155,8",39,"4245,90",1063
Kufstein,Tirol,"105,2",116,"6803,20",7503
Landeck,Tirol,"81,1",36,"6914,30",3069
Leibnitz,Steiermark,"290,2",246,"5206,70",4413
Leoben,Steiermark,"137,4",82,"4422,10",2640
Lienz,Tirol,"402,2",196,"7993,80",3896
Liezen,Steiermark,"159,4",127,"5370,90",4278
Lilienfeld,Niederösterreich,"136,4",35,"4724,20",1212
Linz,Oberösterreich,"114,7",237,"5047,10",10427
Linz-Land,Oberösterreich,107,162,"5146,30",7790
Mattersburg,Burgenland,"212,3",85,"4285,50",1716
Melk,Niederösterreich,165,129,"5261,50",4114
Mistelbach,Niederösterreich,"220,8",167,"3773,90",2854
Mödling,Niederösterreich,"188,1",224,"3992,80",4756
Murau,Steiermark,"159,8",44,"5115,60",1409
Murtal,Steiermark,"150,6",108,"5118,70",3670
Neunkirchen,Niederösterreich,"328,9",284,"5034,60",4347
Neusiedl am See,Burgenland,"221,7",133,"4194,00",2516
Oberpullendorf,Burgenland,"211,3",79,"4732,00",1769
Oberwart,Burgenland,"300,8",163,"4836,50",2621
Perg,Oberösterreich,"408,9",282,"6798,80",4689
Reutte,Tirol,"12,2",4,"4287,70",1408
Ried im Innkreis,Oberösterreich,"241,5",149,"7469,60",4608
Rohrbach,Oberösterreich,191,108,"8195,20",4634
Rust,Burgenland,0,±0,"3535,40",70
Salzburg,Salzburg,"234,2",363,"5871,50",9102
Salzburg-Umgebung,Salzburg,"210,4",323,"6395,80",9817
Sankt Johann im Pongau,Salzburg,516,419,"9977,30",8101
Sankt Pölten,Niederösterreich,245,136,"5110,40",2837
Sankt Pölten (Land),Niederösterreich,"208,8",275,"4344,50",5723
Sankt Veit an der Glan,Kärnten,"173,5",94,"5918,50",3207
Schärding,Oberösterreich,"116,7",67,"7734,70",4439
Scheibbs,Niederösterreich,"195,6",81,"6654,80",2756
Schwaz,Tirol,"103,2",87,"9688,20",8170
Spittal an der Drau,Kärnten,"212,2",161,"5315,80",4033
Steyr,Oberösterreich,"97,2",37,"4795,60",1825
Steyr-Land,Oberösterreich,"87,3",53,"5795,70",3519
Südoststeiermark,Steiermark,"170,2",143,"5520,30",4639
Tamsweg,Salzburg,"281,5",57,"10527,90",2132
Tulln,Niederösterreich,"144,4",151,"4027,00",4212
Urfahr-Umgebung,Oberösterreich,"130,2",112,"6145,00",5285
Villach Land,Kärnten,"270,8",175,"5328,20",3443
Villach Stadt,Kärnten,"209,9",132,"4500,50",2830
Vöcklabruck,Oberösterreich,"231,6",318,"6177,10",8481
Voitsberg,Steiermark,145,74,"4715,50",2407
Völkermarkt,Kärnten,"234,1",98,"7133,00",2986
Waidhofen an der Thaya,Niederösterreich,"315,4",81,"5170,90",1328
Waidhofen an der Ybbs,Niederösterreich,"115,8",13,"6130,80",688
Weiz,Steiermark,"296,7",269,"4824,90",4374
Wels,Oberösterreich,"195,3",122,"6604,80",4126
Wels-Land,Oberösterreich,"264,3",195,"5635,90",4158
Wien,Wien,"261,5",#ERROR!,"5203,80",99455
Wiener Neustadt,Niederösterreich,"523,8",240,"6538,20",2996
Wiener Neustadt (Land),Niederösterreich,"441,9",346,"4851,40",3799
Wolfsberg,Kärnten,"112,2",59,"5394,70",2838
Zell am See,Salzburg,"176,9",155,"6661,10",5837
Zwettl,Niederösterreich,"133,4",56,"6201,90",2604
