Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10673;25;3
Rust(Stadt);102;2021;1326;5;3
Eisenstadt-Umgebung;103;44488;30167;78;13
Güssing;104;25809;16916;101;8
Jennersdorf;105;17216;10089;44;9
Mattersburg;106;40731;26968;88;22
Neusiedl am See;107;61358;42701;85;29
Oberpullendorf;108;37556;25146;68;21
Oberwart;109;54682;34720;145;14
Klagenfurt Stadt;201;103297;59440;303;20
Villach Stadt;202;64125;35782;174;21
Hermagor;203;18069;10710;66;1
Klagenfurt Land;204;61114;36032;127;17
Sankt Veit an der Glan;205;53953;33087;167;16
Spittal an der Drau;206;75725;44641;275;20
Villach Land;207;65635;38637;204;19
Völkermarkt;208;41947;26646;121;6
Wolfsberg;209;52352;30367;203;4
Feldkirchen;210;29949;17382;83;7
Krems an der Donau(Stadt);301;24930;15873;75;7
Sankt Pölten(Stadt);302;56697;37980;146;35
Waidhofen an der Ybbs(Stadt);303;11187;8134;59;2
Wiener Neustadt(Stadt);304;47407;31137;223;15
Amstetten;305;117442;90150;309;36
Baden;306;148765;99857;364;90
Bruck an der Leitha;307;107297;74128;220;86
Gänserndorf;308;107504;70948;278;61
Gmünd;309;36152;23165;158;16
Hollabrunn;310;51879;32882;116;14
Horn;311;30875;19209;60;6
Korneuburg;312;92442;63406;145;64
Krems(Land);313;56840;38852;153;18
Lilienfeld;314;25491;17783;111;14
Melk;315;78779;59538;485;18
Mistelbach;316;76641;50175;107;35
Mödling;317;120412;81616;308;92
Neunkirchen;318;87048;57687;251;45
Sankt Pölten(Land);319;133497;95152;336;65
Scheibbs;320;41711;31534;98;8
Tulln;321;107723;71910;214;74
Waidhofen an der Thaya;322;25644;17093;80;9
Wiener Neustadt(Land);323;80020;54155;218;38
Zwettl;325;41757;30233;84;29
Linz(Stadt);401;208445;127171;474;57
Steyr(Stadt);402;37915;23380;84;11
Wels(Stadt);403;63542;40396;165;28
Braunau am Inn;404;108388;77162;270;17
Eferding;405;33715;23385;81;4
Freistadt;406;67638;48538;202;18
Gmunden;407;102765;71121;256;26
Grieskirchen;408;65929;47882;159;6
Kirchdorf an der Krems;409;57882;39545;167;21
Linz-Land;410;154320;101192;296;40
Perg;411;69905;50768;155;16
Ried im Innkreis;412;62535;44962;170;12
Rohrbach;413;57034;40782;165;8
Schärding;414;57750;39923;156;3
Steyr-Land;415;61494;43478;158;13
Urfahr-Umgebung;416;87466;62734;161;16
Vöcklabruck;417;139989;100282;340;25
Wels-Land;418;75514;54508;123;20
Salzburg(Stadt);501;155743;103577;341;57
Hallein;502;61262;45973;148;17
Salzburg-Umgebung;503;155982;117592;318;30
Sankt Johann im Pongau;504;81962;57533;184;9
Tamsweg;505;20327;13945;68;5
Zell am See;506;89017;56681;201;19
Graz(Stadt);601;293929;173669;608;108
Deutschlandsberg;603;61092;36403;184;7
Graz-Umgebung;606;161131;99885;441;51
Leibnitz;610;86399;53445;194;26
Leoben;611;59341;31743;197;9
Liezen;612;79739;46799;229;5
Murau;614;27343;15158;60;4
Voitsberg;616;51165;28366;191;7
Weiz;617;91844;56827;259;19
Murtal;620;71398;39303;294;5
Bruck-Mürzzuschlag;621;98394;51821;359;17
Hartberg-Fürstenfeld;622;91091;55159;311;17
Südoststeiermark;623;84024;50441;295;26
Innsbruck-Stadt;701;130599;86503;261;42
Imst;702;61843;43173;103;11
Innsbruck-Land;703;183827;126057;292;39
Kitzbühel;704;65482;42019;101;10
Kufstein;705;112301;75593;256;9
Landeck;706;44681;32279;93;4
Lienz;707;48854;33967;148;2
Reutte;708;33427;21697;34;8
Schwaz;709;85478;54220;222;6
Bludenz;801;64943;43354;99;1
Bregenz;802;136369;86044;242;2
Dornbirn;803;91344;59496;171;1
Feldkirch;804;110547;72696;179;4
Wien;900;1951354;1416399;4789;1728
