Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"379,30",442,"4136,60",4820
Baden,Niederösterreich,171,251,"2464,00",3616
Bludenz,Vorarlberg,"277,70",178,"3951,20",2533
Braunau am Inn,Oberösterreich,"322,10",340,"3500,60",3695
Bregenz,Vorarlberg,"224,50",303,"4042,60",5457
Bruck an der Leitha,Niederösterreich,"179,30",186,"2325,20",2412
Bruck-Mürzzuschlag,Steiermark,"295,90",292,"3124,70",3084
Deutschlandsberg,Steiermark,"188,90",115,"2134,20",1299
Dornbirn,Vorarlberg,"283,60",255,"4923,70",4427
Eferding,Oberösterreich,271,90,"5663,40",1879
Eisenstadt,Burgenland,"270,00",40,"2875,30",426
Eisenstadt-Umgebung,Burgenland,"104,10",45,"2495,60",1079
Feldkirch,Vorarlberg,"305,20",330,"4244,80",4590
Feldkirchen,Kärnten,"311,00",93,"3183,70",952
Freistadt,Oberösterreich,"243,80",163,"4760,60",3183
Gänserndorf,Niederösterreich,"108,80",114,"1741,70",1825
Gmünd,Niederösterreich,"355,60",130,"3471,70",1269
Gmunden,Oberösterreich,245,249,"3585,30",3652
Graz,Steiermark,"186,60",543,"2676,00",7789
Graz-Umgebung,Steiermark,"232,60",363,"2548,20",3977
Grieskirchen,Oberösterreich,"268,20",174,"5169,90",3354
Güssing,Burgenland,"163,40",42,"3050,70",784
Hallein,Salzburg,"322,20",196,"4933,90",3001
Hartberg-Fürstenfeld,Steiermark,"262,70",238,"3387,20",3069
Hermagor,Kärnten,"476,30",86,"3384,30",611
Hollabrunn,Niederösterreich,"74,50",38,"2071,20",1057
Horn,Niederösterreich,"171,30",53,"1726,10",534
Imst,Tirol,"258,00",156,"4216,70",2550
Innsbruck-Land,Tirol,"227,20",410,"4343,50",7838
Innsbruck-Stadt,Tirol,"159,90",211,"4426,30",5841
Jennersdorf,Burgenland,"175,50",30,"3281,30",561
Kirchdorf an der Krems,Oberösterreich,"271,60",155,"3369,50",1923
Kitzbühel,Tirol,189,121,"3626,40",2327
Klagenfurt Land,Kärnten,"253,30",152,"3046,00",1828
