Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,79,92,"8420,00",9811
Baden,Niederösterreich,"45,7",67,"6641,90",9747
Bludenz,Vorarlberg,"90,5",58,"6361,20",4078
Braunau am Inn,Oberösterreich,"112,7",119,"8493,40",8965
Bregenz,Vorarlberg,"161,5",218,"6968,80",9407
Bruck an der Leitha,Niederösterreich,"55,9",58,"5771,40",5987
Bruck-Mürzzuschlag,Steiermark,"67,9",67,"6036,70",5958
Deutschlandsberg,Steiermark,"174,2",106,"6527,30",3973
Dornbirn,Vorarlberg,188,169,"8263,60",7430
Eferding,Oberösterreich,"54,3",18,"8273,60",2745
Eisenstadt,Burgenland,"47,2",7,"6445,70",955
Eisenstadt-Umgebung,Burgenland,"34,7",15,"5402,90",2336
Feldkirch,Vorarlberg,"148,9",161,"7434,40",8039
Feldkirchen,Kärnten,"153,8",46,"7919,20",2368
Freistadt,Oberösterreich,"91,2",61,"8115,30",5426
Gänserndorf,Niederösterreich,62,65,"5460,90",5722
Gmünd,Niederösterreich,41,15,"7309,90",2672
Gmunden,Oberösterreich,"68,7",70,"7538,90",7679
Graz,Steiermark,"114,4",333,"5443,00",15843
Graz-Umgebung,Steiermark,123,192,"5483,40",8558
Grieskirchen,Oberösterreich,"67,8",44,"7946,10",5155
Güssing,Burgenland,"54,5",14,"7136,50",1834
Hallein,Salzburg,"166,1",101,"10821,40",6582
Hartberg-Fürstenfeld,Steiermark,117,106,"7947,60",7201
Hermagor,Kärnten,"49,9",9,"10374,40",1873
Hollabrunn,Niederösterreich,"58,8",30,"5037,90",2571
Horn,Niederösterreich,"67,9",21,"4871,30",1507
Imst,Tirol,"256,3",155,"8261,40",4996
Innsbruck-Land,Tirol,"98,1",177,"7429,60",13407
Innsbruck-Stadt,Tirol,"104,6",138,"7168,80",9460
Jennersdorf,Burgenland,"29,2",5,"7609,50",1301
Kirchdorf an der Krems,Oberösterreich,"119,1",68,"7257,60",4142
Kitzbühel,Tirol,"43,6",28,"6835,20",4386
Klagenfurt Land,Kärnten,75,45,"6880,10",4129
Klagenfurt Stadt,Kärnten,"68,1",69,"6040,50",6119
Korneuburg,Niederösterreich,"62,5",57,"4683,60",4274
Krems (Land),Niederösterreich,"99,1",56,"5760,60",3254
Krems an der Donau,Niederösterreich,"67,9",17,"5444,20",1363
Kufstein,Tirol,"64,4",71,"8462,50",9333
Landeck,Tirol,"117,2",52,"8076,90",3585
Leibnitz,Steiermark,"93,2",79,"6842,00",5799
Leoben,Steiermark,72,43,"5537,70",3306
Lienz,Tirol,"110,8",54,"10757,50",5243
Liezen,Steiermark,"82,9",66,"6756,90",5382
Lilienfeld,Niederösterreich,"159,8",41,"6299,00",1616
Linz,Oberösterreich,"109,9",227,"6483,70",13395
Linz-Land,Oberösterreich,"114,9",174,"6603,00",9995
Mattersburg,Burgenland,"69,9",28,"5651,60",2263
Melk,Niederösterreich,"52,4",41,"7264,30",5680
Mistelbach,Niederösterreich,41,31,"4889,90",3698
Mödling,Niederösterreich,"36,1",43,"5299,90",6313
Murau,Steiermark,"199,7",55,"7036,30",1938
Murtal,Steiermark,"199,4",143,"6846,80",4909
Neunkirchen,Niederösterreich,"46,3",40,"6815,80",5885
Neusiedl am See,Burgenland,"51,7",31,"5417,60",3250
Oberpullendorf,Burgenland,"34,8",13,"5978,50",2235
Oberwart,Burgenland,"49,8",27,"6711,30",3637
Perg,Oberösterreich,"98,6",68,"8327,10",5743
