Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"343,3",400,"7351,50",8566
Baden,Niederösterreich,"316,2",464,"5890,90",8645
Bludenz,Vorarlberg,78,50,"5709,20",3660
Braunau am Inn,Oberösterreich,"405,5",428,"7158,50",7556
Bregenz,Vorarlberg,"137,1",185,"5785,70",7810
Bruck an der Leitha,Niederösterreich,"248,7",258,"4941,40",5126
Bruck-Mürzzuschlag,Steiermark,"132,7",131,"5480,40",5409
Deutschlandsberg,Steiermark,"216,9",132,"5393,70",3283
Dornbirn,Vorarlberg,"164,6",148,"7142,50",6422
Eferding,Oberösterreich,"132,6",44,"7589,40",2518
Eisenstadt,Burgenland,"229,5",34,"5716,80",847
Eisenstadt-Umgebung,Burgenland,"217,4",94,"4833,90",2090
Feldkirch,Vorarlberg,"130,4",141,"6418,90",6941
Feldkirchen,Kärnten,301,90,"6708,60",2006
Freistadt,Oberösterreich,"252,8",169,"7267,30",4859
Gänserndorf,Niederösterreich,"222,4",233,"4687,80",4912
Gmünd,Niederösterreich,"268,1",98,"6450,90",2358
Gmunden,Oberösterreich,"279,8",285,"6746,60",6872
Graz,Steiermark,"140,2",408,"4576,50",13321
Graz-Umgebung,Steiermark,"160,2",250,"4662,70",7277
Grieskirchen,Oberösterreich,"137,2",89,"7240,10",4697
Güssing,Burgenland,214,55,"6494,40",1669
Hallein,Salzburg,"210,4",128,"9578,50",5826
Hartberg-Fürstenfeld,Steiermark,"227,4",206,"6849,40",6206
Hermagor,Kärnten,"199,4",36,"9970,10",1800
Hollabrunn,Niederösterreich,"197,9",101,"4381,50",2236
Horn,Niederösterreich,"219,8",68,"4014,70",1242
Imst,Tirol,"251,3",152,"7037,70",4256
Innsbruck-Land,Tirol,"257,7",465,"6408,30",11564
Innsbruck-Stadt,Tirol,"242,5",320,"6066,90",8006
Jennersdorf,Burgenland,"245,7",42,"6866,70",1174
Kirchdorf an der Krems,Oberösterreich,"259,3",148,"6504,20",3712
Kitzbühel,Tirol,"207,3",133,"6258,60",4016
Klagenfurt Land,Kärnten,160,96,"6000,30",3601
Klagenfurt Stadt,Kärnten,"195,5",198,"5403,80",5474
Korneuburg,Niederösterreich,"203,8",186,"4191,60",3825
Krems (Land),Niederösterreich,170,96,"5098,50",2880
Krems an der Donau,Niederösterreich,"167,8",42,"4809,10",1204
Kufstein,Tirol,253,279,"7459,60",8227
Landeck,Tirol,"200,5",89,"7443,80",3304
Leibnitz,Steiermark,"179,3",152,"5876,90",4981
Leoben,Steiermark,129,77,"4914,60",2934
Lienz,Tirol,"389,8",190,"9007,30",4390
Liezen,Steiermark,"179,5",143,"5947,10",4737
Lilienfeld,Niederösterreich,"237,8",61,"5367,40",1377
Linz,Oberösterreich,152,314,"5488,00",11338
Linz-Land,Oberösterreich,"211,4",320,"5679,40",8597
Mattersburg,Burgenland,"212,3",85,"5087,20",2037
Melk,Niederösterreich,"452,7",354,"6174,60",4828
Mistelbach,Niederösterreich,"194,4",147,"4353,10",3292
Mödling,Niederösterreich,"225,8",269,"4672,00",5565
Murau,Steiermark,334,92,"5780,10",1592
Murtal,Steiermark,166,119,"5579,00",4000
Neunkirchen,Niederösterreich,"279,1",241,"6065,30",5237
Neusiedl am See,Burgenland,230,138,"4829,10",2897
Oberpullendorf,Burgenland,"216,7",81,"5491,70",2053
Oberwart,Burgenland,"411,5",223,"5862,50",3177
Perg,Oberösterreich,203,140,"7461,40",5146
Reutte,Tirol,"173,6",57,"4723,20",1551
Ried im Innkreis,Oberösterreich,"217,2",134,"8176,40",5044
Rohrbach,Oberösterreich,"104,3",59,"8515,30",4815
Rust,Burgenland,101,2,"3636,40",72
Salzburg,Salzburg,"250,3",388,"6573,30",10190
Salzburg-Umgebung,Salzburg,"265,8",408,"7143,70",10965
Sankt Johann im Pongau,Salzburg,"206,9",168,"10830,80",8794
Sankt Pölten,Niederösterreich,"275,6",153,"5771,50",3204
Sankt Pölten (Land),Niederösterreich,"251,3",331,"5038,40",6637
Sankt Veit an der Glan,Kärnten,"177,2",96,"6330,00",3430
Schärding,Oberösterreich,"153,3",88,"8128,50",4665
Scheibbs,Niederösterreich,"446,7",185,"7784,80",3224
Schwaz,Tirol,"211,1",178,"10328,60",8710
Spittal an der Drau,Kärnten,"250,4",190,"6114,60",4639
Steyr,Oberösterreich,"183,9",70,"5279,10",2009
Steyr-Land,Oberösterreich,"107,1",65,"6174,50",3749
Südoststeiermark,Steiermark,"197,5",166,"6123,60",5146
Tamsweg,Salzburg,"187,6",38,"11253,80",2279
Tulln,Niederösterreich,"193,1",202,"4517,50",4725
Urfahr-Umgebung,Oberösterreich,"102,3",88,"6468,20",5563
Villach Land,Kärnten,212,137,"5958,10",3850
Villach Stadt,Kärnten,"214,7",135,"5053,90",3178
Vöcklabruck,Oberösterreich,"324,1",445,"7040,20",9666
Voitsberg,Steiermark,"164,6",84,"5342,40",2727
Völkermarkt,Kärnten,"195,9",82,"7641,80",3199
Waidhofen an der Thaya,Niederösterreich,"218,1",56,"5899,10",1515
Waidhofen an der Ybbs,Niederösterreich,"338,6",38,"6843,70",768
Weiz,Steiermark,"215,1",195,"5507,80",4993
Wels,Oberösterreich,"254,5",159,"7358,70",4597
Wels-Land,Oberösterreich,"256,2",189,"6399,00",4721
Wien,Wien,"339,3",#ERROR!,"6075,50",116115
Wiener Neustadt,Niederösterreich,"292,4",134,"7572,60",3470
Wiener Neustadt (Land),Niederösterreich,332,260,"5871,80",4598
Wolfsberg,Kärnten,"216,7",114,"5835,70",3070
Zell am See,Salzburg,"268,2",235,"7386,90",6473
Zwettl,Niederösterreich,"216,7",91,"6852,10",2877
