Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"69,5",81,"6319,90",7364
Baden,Niederösterreich,"163,5",240,"4049,70",5943
Bludenz,Vorarlberg,"76,4",49,"5249,00",3365
Braunau am Inn,Oberösterreich,"177,2",187,"5324,30",5620
Bregenz,Vorarlberg,"31,9",43,"5302,00",7157
Bruck an der Leitha,Niederösterreich,"126,3",131,"3441,50",3570
Bruck-Mürzzuschlag,Steiermark,"136,8",135,"4582,70",4523
Deutschlandsberg,Steiermark,"136,4",83,"4297,90",2616
Dornbirn,Vorarlberg,"86,8",78,"6646,50",5976
Eferding,Oberösterreich,"75,4",25,"6727,30",2232
Eisenstadt,Burgenland,108,16,"4009,20",594
Eisenstadt-Umgebung,Burgenland,"101,8",44,"3457,80",1495
Feldkirch,Vorarlberg,"103,6",112,"5832,60",6307
Feldkirchen,Kärnten,87,26,"5504,60",1646
Freistadt,Oberösterreich,"92,7",62,"6186,00",4136
Gänserndorf,Niederösterreich,"140,3",147,"3263,00",3419
Gmünd,Niederösterreich,"158,7",58,"4902,50",1792
Gmunden,Oberösterreich,"132,5",135,"5664,70",5770
Graz,Steiermark,"147,4",429,"3755,40",10931
Graz-Umgebung,Steiermark,"103,8",162,"3795,70",5924
Grieskirchen,Oberösterreich,"87,9",57,"6594,20",4278
Güssing,Burgenland,"171,2",44,"5043,00",1296
Hallein,Salzburg,"129,9",79,"8240,20",5012
Hartberg-Fürstenfeld,Steiermark,"251,6",228,"5249,10",4756
Hermagor,Kärnten,"559,4",101,"7865,30",1420
Hollabrunn,Niederösterreich,"199,9",102,"3084,30",1574
Horn,Niederösterreich,"151,9",47,"2702,40",836
Imst,Tirol,"72,8",44,"5600,80",3387
Innsbruck-Land,Tirol,"38,2",69,"5550,50",10016
Innsbruck-Stadt,Tirol,"50,8",67,"5281,10",6969
Jennersdorf,Burgenland,"286,6",49,"5223,10",893
Kirchdorf an der Krems,Oberösterreich,"66,6",38,"5020,10",2865
Kitzbühel,Tirol,"82,6",53,"5343,80",3429
Klagenfurt Land,Kärnten,"108,3",65,"4975,50",2986
Klagenfurt Stadt,Kärnten,"125,4",127,"4524,20",4583
Korneuburg,Niederösterreich,"116,2",106,"3094,70",2824
Krems (Land),Niederösterreich,"56,7",32,"4239,90",2395
Krems an der Donau,Niederösterreich,24,6,"3914,40",980
Kufstein,Tirol,"74,4",82,"6465,00",7130
Landeck,Tirol,"51,8",23,"6583,20",2922
Leibnitz,Steiermark,"120,3",102,"4443,30",3766
