Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"7,7",9,"8617,20",10047
Baden,Niederösterreich,"9,5",14,"6782,50",9978
Bludenz,Vorarlberg,"3,1",2,"6604,20",4251
Braunau am Inn,Oberösterreich,"9,4",10,"8692,70",9257
Bregenz,Vorarlberg,"8,1",11,"7349,10",9944
Bruck an der Leitha,Niederösterreich,"9,5",10,"5836,60",6158
Bruck-Mürzzuschlag,Steiermark,"5,1",5,"6231,30",6110
Deutschlandsberg,Steiermark,"6,6",4,"6689,60",4072
Dornbirn,Vorarlberg,"2,2",2,"8556,70",7744
Eferding,Oberösterreich,3,1,"8412,30",2807
Eisenstadt,Burgenland,"6,7",1,"6626,40",987
Eisenstadt-Umgebung,Burgenland,16,7,"5442,20",2387
Feldkirch,Vorarlberg,"4,6",5,"7645,50",8338
Feldkirchen,Kärnten,0,±0,"8098,60",2412
Freistadt,Oberösterreich,"4,5",3,"8284,30",5544
Gänserndorf,Niederösterreich,"10,4",11,"5697,20",6029
Gmünd,Niederösterreich,"2,8",1,"7572,70",2747
Gmunden,Oberösterreich,"2,9",3,"7678,60",7840
Graz,Steiermark,"4,8",14,"5609,10",16330
Graz-Umgebung,Steiermark,"0,6",1,"5567,80",8789
Grieskirchen,Oberösterreich,0,±0,"8021,60",5225
Güssing,Burgenland,"3,9",1,"7124,60",1836
Hallein,Salzburg,"9,8",6,"10991,60",6704
Hartberg-Fürstenfeld,Steiermark,0,±0,"8166,10",7400
Hermagor,Kärnten,0,±0,"10458,70",1888
Hollabrunn,Niederösterreich,0,±0,"5133,30",2635
Horn,Niederösterreich,0,±0,"4984,10",1537
Imst,Tirol,"3,3",2,"9016,40",5493
Innsbruck-Land,Tirol,"5,5",10,"7673,20",13942
Innsbruck-Stadt,Tirol,"2,3",3,"7502,00",9832
Jennersdorf,Burgenland,0,±0,"7621,70",1304
Kirchdorf an der Krems,Oberösterreich,0,±0,"7426,10",4245
Kitzbühel,Tirol,0,±0,"6940,80",4489
Klagenfurt Land,Kärnten,"1,7",1,"6940,20",4199
Klagenfurt Stadt,Kärnten,0,±0,"6156,30",6265
Korneuburg,Niederösterreich,"6,5",6,"4779,00",4386
Krems (Land),Niederösterreich,"3,5",2,"5868,20",3319
Krems an der Donau,Niederösterreich,4,1,"5648,80",1403
Kufstein,Tirol,"1,8",2,"8461,50",9399
Landeck,Tirol,"2,3",1,"8330,00",3694
Leibnitz,Steiermark,0,±0,"6937,20",5917
Leoben,Steiermark,"1,7",1,"5683,80",3362
Lienz,Tirol,0,±0,"10898,50",5320
Liezen,Steiermark,0,±0,"6853,70",5455
Lilienfeld,Niederösterreich,"11,8",3,"6661,70",1697
Linz,Oberösterreich,14,29,"6714,10",13867
Linz-Land,Oberösterreich,"8,5",13,"6701,80",10213
Mattersburg,Burgenland,"9,9",4,"5717,30",2305
Melk,Niederösterreich,"5,1",4,"7407,90",5799
Mistelbach,Niederösterreich,"2,6",2,"5001,70",3784
Mödling,Niederösterreich,"8,4",10,"5387,50",6424
Murau,Steiermark,0,±0,"7264,40",1994
Murtal,Steiermark,"4,2",3,"7169,70",5116
Neunkirchen,Niederösterreich,"1,2",1,"6936,70",5988
Neusiedl am See,Burgenland,"13,2",8,"5430,70",3280
Oberpullendorf,Burgenland,"5,3",2,"5983,50",2241
Oberwart,Burgenland,"7,4",4,"6797,80",3685
Perg,Oberösterreich,0,±0,"8518,10",5898
Reutte,Tirol,"12,1",4,"6123,30",2024
Ried im Innkreis,Oberösterreich,"3,2",2,"9702,50",6001
Rohrbach,Oberösterreich,"1,8",1,"9044,00",5121
Rust,Burgenland,0,±0,"3750,00",75
Salzburg,Salzburg,"1,9",3,"7550,70",11735
Salzburg-Umgebung,Salzburg,"7,1",11,"8023,30",12406
Sankt Johann im Pongau,Salzburg,0,±0,"11771,40",9581
Sankt Pölten,Niederösterreich,"32,2",18,"7029,60",3928
Sankt Pölten (Land),Niederösterreich,"7,6",10,"6068,30",8014
Sankt Veit an der Glan,Kärnten,"1,9",1,"7390,50",3982
Schärding,Oberösterreich,0,±0,"9276,10",5328
Scheibbs,Niederösterreich,"2,4",1,"9110,60",3787
Schwaz,Tirol,0,±0,"10673,00",9014
Spittal an der Drau,Kärnten,"1,3",1,"7727,30",5844
Steyr,Oberösterreich,"2,6",1,"6513,50",2472
Steyr-Land,Oberösterreich,"4,9",3,"7022,10",4279
Südoststeiermark,Steiermark,"2,4",2,"7197,00",6034
Tamsweg,Salzburg,5,1,"12381,90",2491
Tulln,Niederösterreich,"4,7",5,"5155,90",5453
Urfahr-Umgebung,Oberösterreich,0,±0,"7112,00",6133
Villach Land,Kärnten,0,±0,"6856,10",4451
Villach Stadt,Kärnten,0,±0,"6232,20",3941
Vöcklabruck,Oberösterreich,"1,4",2,"8369,30",11549
Voitsberg,Steiermark,0,±0,"6716,80",3422
Völkermarkt,Kärnten,0,±0,"8854,00",3704
Waidhofen an der Thaya,Niederösterreich,0,±0,"6592,00",1683
Waidhofen an der Ybbs,Niederösterreich,0,±0,"8236,00",917
Weiz,Steiermark,"6,6",6,"6833,80",6213
Wels,Oberösterreich,"1,6",1,"9027,40",5656
Wels-Land,Oberösterreich,"2,7",2,"7655,50",5709
Wien,Wien,"17,8",341,"7241,50",139106
Wiener Neustadt,Niederösterreich,"4,3",2,"8399,30",3902
Wiener Neustadt (Land),Niederösterreich,"15,2",12,"6684,50",5283
Wolfsberg,Kärnten,"3,8",2,"6660,60",3496
Zell am See,Salzburg,"1,1",1,"8234,30",7260
Zwettl,Niederösterreich,0,±0,"8028,30",3358
