Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8477;24;109
Rust(Stadt);102;2021;1046;4;9
Eisenstadt-Umgebung;103;44488;24332;72;209
Güssing;104;25809;13735;100;117
Jennersdorf;105;17216;8709;43;100
Mattersburg;106;40731;22123;83;285
Neusiedl am See;107;61358;34400;87;306
Oberpullendorf;108;37556;20529;63;301
Oberwart;109;54682;28469;145;322
Klagenfurt Stadt;201;103297;49785;287;646
Villach Stadt;202;64125;30773;174;498
Hermagor;203;18069;9414;62;125
Klagenfurt Land;204;61114;30846;128;458
Sankt Veit an der Glan;205;53953;28099;167;439
Spittal an der Drau;206;75725;39562;270;450
Villach Land;207;65635;33638;197;525
Völkermarkt;208;41947;23368;122;422
Wolfsberg;209;52352;26920;184;370
Feldkirchen;210;29949;15366;83;225
Krems an der Donau(Stadt);301;24930;12885;74;121
Sankt Pölten(Stadt);302;56697;31000;142;366
Waidhofen an der Ybbs(Stadt);303;11187;7089;41;115
Wiener Neustadt(Stadt);304;47407;26226;193;208
Amstetten;305;117442;77701;309;1118
Baden;306;148765;81370;329;808
Bruck an der Leitha;307;107297;59166;215;649
Gänserndorf;308;107504;56342;181;655
Gmünd;309;36152;19287;151;185
Hollabrunn;310;51879;26417;98;232
Horn;311;30875;15811;60;112
Korneuburg;312;92442;48928;145;587
Krems(Land);313;56840;32223;104;409
Lilienfeld;314;25491;15258;113;139
Melk;315;78779;50635;314;581
Mistelbach;316;76641;39910;103;521
Mödling;317;120412;63648;269;719
Neunkirchen;318;87048;48185;248;460
Sankt Pölten(Land);319;133497;77123;318;1058
Scheibbs;320;41711;27541;94;275
Tulln;321;107723;56989;209;785
Waidhofen an der Thaya;322;25644;14103;73;172
Wiener Neustadt(Land);323;80020;45307;199;451
Zwettl;325;41757;25705;85;266
Linz(Stadt);401;208445;106603;449;1325
Steyr(Stadt);402;37915;19473;69;243
Wels(Stadt);403;63542;34758;156;418
Braunau am Inn;404;108388;67814;257;1038
Eferding;405;33715;19818;75;409
Freistadt;406;67638;42063;189;544
Gmunden;407;102765;60657;238;947
Grieskirchen;408;65929;41091;146;786
Kirchdorf an der Krems;409;57882;33574;150;495
Linz-Land;410;154320;85577;287;1323
Perg;411;69905;43561;150;690
Ried im Innkreis;412;62535;38784;168;576
Rohrbach;413;57034;35080;159;376
Schärding;414;57750;34962;155;743
Steyr-Land;415;61494;36720;149;610
Urfahr-Umgebung;416;87466;52817;157;909
Vöcklabruck;417;139989;86488;333;1203
Wels-Land;418;75514;46141;116;669
Salzburg(Stadt);501;155743;89016;300;983
Hallein;502;61262;40652;143;479
Salzburg-Umgebung;503;155982;102626;306;1497
Sankt Johann im Pongau;504;81962;52001;188;591
Tamsweg;505;20327;12501;67;152
Zell am See;506;89017;50357;188;544
Graz(Stadt);601;293929;146248;546;1982
Deutschlandsberg;603;61092;31793;179;357
Graz-Umgebung;606;161131;84069;419;1383
Leibnitz;610;86399;45551;186;664
Leoben;611;59341;27208;187;393
Liezen;612;79739;40843;221;412
Murau;614;27343;13344;60;153
Voitsberg;616;51165;24829;183;328
Weiz;617;91844;50043;255;513
Murtal;620;71398;34489;274;360
Bruck-Mürzzuschlag;621;98394;44917;354;491
Hartberg-Fürstenfeld;622;91091;47662;306;435
Südoststeiermark;623;84024;43706;292;495
Innsbruck-Stadt;701;130599;73455;237;1075
Imst;702;61843;37962;88;428
Innsbruck-Land;703;183827;107470;272;1650
Kitzbühel;704;65482;36879;97;555
Kufstein;705;112301;67284;239;935
Landeck;706;44681;28631;88;246
Lienz;707;48854;30076;142;446
Reutte;708;33427;19166;28;202
Schwaz;709;85478;48179;213;590
Bludenz;801;64943;39017;93;526
Bregenz;802;136369;76935;230;569
Dornbirn;803;91344;52869;167;389
Feldkirch;804;110547;65054;173;979
Wien;900;1951354;1145949;4248;11818
