Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"353,6",412,"1.024,70",1.194
Baden,Niederöstereich,"260,3",382,"1.035,80",1.520
Bludenz,Vorarlberg,"393,1",252,"1.516,20",972
Braunau am Inn,Oberösterreich,"274,7",290,"839,40",886
Bregenz,Vorarlberg,"462,3",624,1.435,1.937
Bruck an der Leitha,Niederöstereich,"228,5",237,"1.021,80",1.060
Bruck-Mürzzuschlag,Steiermark,"275,6",272,"683,90",675
Deutschlandsberg,Steiermark,"221,8",135,"589,80",359
Dornbirn,Vorarlberg,753,677,"1.936,30",1.741
Eferding,Oberösterreich,850,282,"1.754,20",582
Eisenstadt,Burgenland,"607,5",90,"1.052,90",156
Eisenstadt-Umgebung,Burgenland,"363,1",157,"927,50",401
Feldkirch,Vorarlberg,"436,5",472,"1.531,40",1.656
Feldkirchen,Kärnten,"270,9",81,"535,10",160
Freistadt,Oberösterreich,501,335,"1.371,50",917
Gänserndorf,Niederöstereich,"142,2",149,"853,20",894
Gmünd,Niederöstereich,"473,3",173,"1.181,80",432
Gmunden,Oberösterreich,"516,4",526,"1.274,30",1.298
Graz,Steiermark,"261,4",761,975,2.838
Graz-Umgebung,Steiermark,"224,9",351,"781,10",1.219
Grieskirchen,Oberösterreich,"672,1",436,"1.630,80",1.058
Güssing,Burgenland,"311,3",80,"844,40",217
Hallein,Salzburg,"466,9",284,"2.009,10",1.222
Hartberg-Fürstenfeld,Steiermark,"332,2",301,"1.007,70",913
Hermagor,Kärnten,"310,2",56,"803,10",145
Hollabrunn,Niederöstereich,"266,5",136,"636,80",325
Horn,Niederöstereich,"164,9",51,"659,40",204
Imst,Tirol,"357,2",216,"1.613,90",976
Innsbruck-Land,Tirol,"417,3",753,"1.587,70",2.865
Innsbruck-Stadt,Tirol,"447,1",590,"2.288,60",3.020
Jennersdorf,Burgenland,"397,7",68,"672,60",115
Kirchdorf an der Krems,Oberösterreich,"317,1",181,"751,70",429
Kitzbühel,Tirol,"364,7",234,"1.313,70",843
Klagenfurt Land,Kärnten,200,120,"523,20",314
Klagenfurt Stadt,Kärnten,"287,3",291,"750,20",760
Korneuburg,Niederöstereich,"280,5",256,1.122,1.024
Krems (Land),Niederöstereich,"316,9",179,"1.205,60",681
Krems an der Donau,Niederöstereich,"271,6",68,"1.114,40",279
Kufstein,Tirol,"503,2",555,"1.797,10",1.982
Landeck,Tirol,"297,4",132,"3.316,40",1.472
Leibnitz,Steiermark,"363,4",308,"956,90",811
Leoben,Steiermark,"306,5",183,"844,20",504
Lienz,Tirol,"227,7",111,"855,60",417
Liezen,Steiermark,"337,7",269,"902,70",719
Lilienfeld,Niederöstereich,"401,5",103,"1.208,30",310
Linz,Oberösterreich,303,626,"1.387,30",2.866
Linz-Land,Oberösterreich,"315,8",478,"1.267,70",1.919
Mattersburg,Burgenland,"244,7",98,"846,60",339
Melk,Niederöstereich,"212,3",166,"888,80",695
Mistelbach,Niederöstereich,"104,5",79,"747,10",565
Mödling,Niederöstereich,"270,3",322,"1.145,10",1.364
Murau,Steiermark,"188,8",52,"374,00",103
Murtal,Steiermark,"239,9",172,"656,90",471
Neunkirchen,Niederöstereich,"265,2",229,"1.060,90",916
Neusiedl am See,Burgenland,"221,7",133,"933,50",560
Oberpullendorf,Burgenland,"347,7",130,904,338
Oberwart,Burgenland,"503,8",273,1.286,697
Perg,Oberösterreich,"398,7",275,"1.307,90",902
Reutte,Tirol,"249,7",82,"813,10",267
Ried im Innkreis,Oberösterreich,"560,9",346,"1.655,00",1.021
Rohrbach,Oberösterreich,"751,6",425,"1.798,60",1.017
Rust,Burgenland,"252,5",5,"454,50",9
Salzburg,Salzburg,"314,8",488,"1.032,10",1.600
Salzburg-Umgebung,Salzburg,"431,3",662,"1.297,10",1.991
Sankt Johann im Pongau,Salzburg,"588,7",478,"2.079,00",1.688
Sankt Pölten,Niederöstereich,"300,8",167,"1.187,10",659
Sankt Pölten (Land),Niederöstereich,"261,1",344,1.001,1.318
Sankt Veit an der Glan,Kärnten,"210,4",114,"625,60",339
Schärding,Oberösterreich,"616,8",354,"1.508,90",866
Scheibbs,Niederöstereich,"347,7",144,"891,00",369
Schwaz,Tirol,"790,9",667,"2.524,60",2.129
Spittal an der Drau,Kärnten,"98,9",75,"291,30",221
Steyr,Oberösterreich,"446,7",170,"1.277,10",486
Steyr-Land,Oberösterreich,"479,3",291,"1.286,30",781
Südoststeiermark,Steiermark,"446,2",375,"764,00",642
Tamsweg,Salzburg,"375,3",76,"1.002,40",203
Tulln,Niederöstereich,"303,1",317,"1.066,00",1.115
Urfahr-Umgebung,Oberösterreich,"445,3",383,"1.318,50",1.134
Villach Land,Kärnten,147,95,"461,20",298
Villach Stadt,Kärnten,"178,1",112,"540,70",340
Vöcklabruck,Oberösterreich,"380,2",522,"1.206,90",1.657
Voitsberg,Steiermark,"274,3",140,"958,00",489
Völkermarkt,Kärnten,"210,2",88,"745,30",312
Waidhofen an der Thaya,Niederöstereich,"377,7",97,"1.370,60",352
Waidhofen an der Ybbs,Niederöstereich,"258,4",29,"793,10",89
Weiz,Steiermark,"314,4",285,"860,40",780
Wels,Oberösterreich,"481,8",301,"1.752,80",1.095
Wels-Land,Oberösterreich,"361,9",267,"1.104,70",815
Wien,Wien,"290,1",#ERROR!,"1.737,70",33.210
Wiener Neustadt,Niederöstereich,"456,1",209,"1.455,60",667
Wiener Neustadt (Land),Niederöstereich,"241,4",189,"864,5",677
Wolfsberg,Kärnten,"220,5",116,"530,30",279
Zell am See,Salzburg,"232,8",204,"1.118,40",980
Zwettl,Niederöstereich,"316,8",133,"1.093,20",459
