Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;1065;11;5
Rust(Stadt);102;2000;84;0;0
Eisenstadt-Umgebung;103;43861;2753;26;52
Güssing;104;25770;2034;59;15
Jennersdorf;105;17109;1386;26;30
Mattersburg;106;40316;2751;35;30
Neusiedl am See;107;60397;3662;45;68
Oberpullendorf;108;37453;2538;41;26
Oberwart;109;54209;3991;95;58
Klagenfurt Stadt;201;101765;7388;162;163
Villach Stadt;202;63236;4521;73;73
Hermagor;203;18052;2065;30;32
Klagenfurt Land;204;60503;4573;69;59
Sankt Veit an der Glan;205;53880;4407;102;31
Spittal an der Drau;206;75628;6838;126;132
Villach Land;207;64920;5008;91;98
Völkermarkt;208;41834;3892;64;31
Wolfsberg;209;52488;3867;75;94
Feldkirchen;210;29783;2704;53;24
Krems an der Donau(Stadt);301;24837;1742;31;21
Sankt Pölten(Stadt);302;55878;4626;65;56
Waidhofen an der Ybbs(Stadt);303;11134;1003;15;10
Wiener Neustadt(Stadt);304;46456;4517;88;50
Amstetten;305;116592;11459;133;252
Baden;306;147113;11721;141;144
Bruck an der Leitha;307;105507;7305;94;164
Gänserndorf;308;105824;6999;73;123
Gmünd;309;36275;2925;48;23
Hollabrunn;310;51332;2893;56;18
Horn;311;30838;1806;27;23
Korneuburg;312;91777;5133;52;86
Krems(Land);313;56559;3872;41;54
Lilienfeld;314;25474;2033;50;34
Melk;315;78281;6764;106;172
Mistelbach;316;75655;4263;34;85
Mödling;317;119240;7521;127;82
Neunkirchen;318;86323;6844;104;104
Sankt Pölten(Land);319;132064;9264;144;126
Scheibbs;320;41567;4437;47;120
Tulln;321;105762;6311;99;98
Waidhofen an der Thaya;322;25531;1826;14;23
Wiener Neustadt(Land);323;79033;6140;96;83
Zwettl;325;41827;3580;39;22
Linz(Stadt);401;206537;17614;245;483
Steyr(Stadt);402;37952;3080;22;95
Wels(Stadt);403;62654;6972;90;110
Braunau am Inn;404;106492;11571;116;331
Eferding;405;33368;3312;37;41
Freistadt;406;66922;6145;94;113
Gmunden;407;102102;9073;115;185
Grieskirchen;408;65137;6015;76;118
Kirchdorf an der Krems;409;57163;5218;87;150
Linz-Land;410;152391;12914;98;365
Perg;411;69241;6704;78;94
Ried im Innkreis;412;61850;7136;103;147
Rohrbach;413;56623;5550;100;50
Schärding;414;57438;6025;75;113
Steyr-Land;415;60936;5170;73;155
Urfahr-Umgebung;416;86235;6971;76;136
Vöcklabruck;417;137993;13256;166;193
Wels-Land;418;74574;6922;65;155
Salzburg(Stadt);501;155416;14466;146;270
Hallein;502;60992;7529;68;140
Salzburg-Umgebung;503;154624;14714;132;364
Sankt Johann im Pongau;504;81392;10586;115;76
Tamsweg;505;20118;2617;43;35
Zell am See;506;88168;8391;111;45
Graz(Stadt);601;291134;20565;325;527
Deutschlandsberg;603;60871;4512;113;77
Graz-Umgebung;606;157853;10317;258;231
Leibnitz;610;85294;6485;113;116
Leoben;611;59151;3720;113;63
Liezen;612;79592;6382;117;201
Murau;614;27449;2135;30;7
Voitsberg;616;50947;3833;123;60
Weiz;617;90916;7022;149;172
Murtal;620;71356;5687;175;123
Bruck-Mürzzuschlag;621;98054;6817;252;129
Hartberg-Fürstenfeld;622;90619;8010;192;107
Südoststeiermark;623;83841;6585;175;132
Innsbruck-Stadt;701;131059;11224;108;186
Imst;702;60922;5942;41;49
Innsbruck-Land;703;181698;15497;138;174
Kitzbühel;704;64676;5002;43;34
Kufstein;705;111080;10631;142;109
Landeck;706;44346;4006;49;60
Lienz;707;48814;6257;43;20
Reutte;708;33054;2361;6;17
Schwaz;709;84456;9497;132;72
Bludenz;801;64368;4846;50;40
Bregenz;802;135310;11434;111;100
Dornbirn;803;90502;8721;80;45
Feldkirch;804;109057;9431;79;92
Wien;900;1920949;168673;2448;2974
