Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"89,3",104,"6284,80",7323
Baden,Niederösterreich,"134,9",198,"3942,70",5786
Bludenz,Vorarlberg,"73,3",47,"5216,30",3344
Braunau am Inn,Oberösterreich,"186,6",197,"5238,10",5529
Bregenz,Vorarlberg,"42,2",57,"5287,20",7137
Bruck an der Leitha,Niederösterreich,"109,9",114,"3367,20",3493
Bruck-Mürzzuschlag,Steiermark,151,149,"4511,80",4453
Deutschlandsberg,Steiermark,"105,1",64,"4202,60",2558
Dornbirn,Vorarlberg,"80,1",72,"6616,50",5949
Eferding,Oberösterreich,"60,3",20,"6685,20",2218
Eisenstadt,Burgenland,108,16,"3982,20",590
Eisenstadt-Umgebung,Burgenland,"106,4",46,"3423,10",1480
Feldkirch,Vorarlberg,"100,8",109,"5791,00",6262
Feldkirchen,Kärnten,"100,3",30,"5461,20",1633
Freistadt,Oberösterreich,"89,7",60,"6145,60",4109
Gänserndorf,Niederösterreich,"128,8",135,"3167,50",3319
Gmünd,Niederösterreich,104,38,"4804,00",1756
Gmunden,Oberösterreich,"115,8",118,"5603,80",5708
Graz,Steiermark,"105,1",306,"3657,90",10647
Graz-Umgebung,Steiermark,"100,6",157,"3725,30",5814
Grieskirchen,Oberösterreich,"66,3",43,"6543,40",4245
Güssing,Burgenland,"120,6",31,"4926,30",1266
Hallein,Salzburg,"152,9",93,"8169,50",4969
Hartberg-Fürstenfeld,Steiermark,"258,3",234,"5117,80",4637
Hermagor,Kärnten,504,91,"7510,80",1356
Hollabrunn,Niederösterreich,"233,2",119,"2996,10",1529
Horn,Niederösterreich,"116,4",36,"2618,30",810
Imst,Tirol,"56,2",34,"5554,50",3359
Innsbruck-Land,Tirol,"32,1",58,"5528,90",9977
Innsbruck-Stadt,Tirol,44,58,"5260,60",6942
Jennersdorf,Burgenland,"304,1",52,"5135,40",878
Kirchdorf an der Krems,Oberösterreich,"63,1",36,"4992,00",2849
Kitzbühel,Tirol,106,68,"5312,60",3409
Klagenfurt Land,Kärnten,"123,3",74,"4930,50",2959
Klagenfurt Stadt,Kärnten,"105,6",107,"4451,10",4509
Korneuburg,Niederösterreich,"87,7",80,"3021,20",2757
Krems (Land),Niederösterreich,"79,7",45,"4215,10",2381
Krems an der Donau,Niederösterreich,"51,9",13,"3902,40",977
Kufstein,Tirol,"104,3",115,"6427,80",7089
Landeck,Tirol,"83,4",37,"6569,60",2916
Leibnitz,Steiermark,"74,3",63,"4357,20",3693
Leoben,Steiermark,"90,5",54,"3961,50",2365
Lienz,Tirol,158,77,"6955,60",3390
Liezen,Steiermark,"61,5",49,"4881,20",3888
Lilienfeld,Niederösterreich,"35,1",9,"4162,90",1068
Linz,Oberösterreich,"44,5",92,"4639,00",9584
Linz-Land,Oberösterreich,"58,1",88,"4732,10",7163
Mattersburg,Burgenland,"69,9",28,"3638,70",1457
Melk,Niederösterreich,"97,2",76,"4684,70",3663
Mistelbach,Niederösterreich,"173,2",131,"2876,00",2175
Mödling,Niederösterreich,73,87,"3365,70",4009
Murau,Steiermark,"112,6",31,"4683,60",1290
Murtal,Steiermark,"78,1",56,"4704,50",3373
Neunkirchen,Niederösterreich,"133,2",115,"4097,60",3538
Neusiedl am See,Burgenland,"113,4",68,"3535,60",2121
Oberpullendorf,Burgenland,"42,8",16,"4207,70",1573
Oberwart,Burgenland,"97,8",53,"4013,50",2175
Perg,Oberösterreich,"113,1",78,"6011,50",4146
Reutte,Tirol,"149,2",49,"4013,60",1318
Ried im Innkreis,Oberösterreich,"53,5",33,"6796,90",4193
Rohrbach,Oberösterreich,"129,1",73,"7662,90",4333
Rust,Burgenland,0,±0,"3434,30",68
Salzburg,Salzburg,"123,2",191,"5285,10",8193
Salzburg-Umgebung,Salzburg,"112,1",172,"5760,60",8842
Sankt Johann im Pongau,Salzburg,"224,2",182,"8453,80",6864
Sankt Pölten,Niederösterreich,"64,8",36,"4443,90",2467
Sankt Pölten (Land),Niederösterreich,"82,7",109,"3773,70",4971
Sankt Veit an der Glan,Kärnten,"90,4",49,"5316,90",2881
Schärding,Oberösterreich,"111,5",64,"7142,20",4099
Scheibbs,Niederösterreich,"137,6",57,"6072,80",2515
Schwaz,Tirol,"107,9",91,"9100,10",7674
Spittal an der Drau,Kärnten,"233,3",177,"4564,50",3463
Steyr,Oberösterreich,"36,8",14,"4467,10",1700
Steyr-Land,Oberösterreich,"49,4",30,"5468,00",3320
Südoststeiermark,Steiermark,"141,6",119,"4789,60",4025
Tamsweg,Salzburg,"143,2",29,"9861,20",1997
Tulln,Niederösterreich,"80,3",84,"3549,00",3712
Urfahr-Umgebung,Oberösterreich,"44,2",38,"5772,90",4965
Villach Land,Kärnten,147,95,"4616,40",2983
Villach Stadt,Kärnten,"90,6",57,"3931,20",2472
Vöcklabruck,Oberösterreich,"93,2",128,"5595,90",7683
Voitsberg,Steiermark,49,25,"4360,90",2226
Völkermarkt,Kärnten,"162,4",68,"6456,90",2703
Waidhofen an der Thaya,Niederösterreich,"159,6",41,"3995,00",1026
Waidhofen an der Ybbs,Niederösterreich,"71,3",8,"5587,20",627
Weiz,Steiermark,182,165,"3866,30",3505
Wels,Oberösterreich,"185,7",116,"5838,00",3647
Wels-Land,Oberösterreich,"119,3",88,"4920,20",3630
Wien,Wien,"117,3",#ERROR!,"4478,50",85592
Wiener Neustadt,Niederösterreich,"240,1",110,"4814,20",2206
Wiener Neustadt (Land),Niederösterreich,"159,6",125,"3676,60",2879
Wolfsberg,Kärnten,"60,8",32,"5035,50",2649
Zell am See,Salzburg,"78,7",69,"6121,30",5364
Zwettl,Niederösterreich,"169,1",71,"5492,20",2306
