Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,109,127,"6245,30",7277
Baden,Niederösterreich,"155,4",228,"3876,60",5689
Bludenz,Vorarlberg,"81,1",52,"5174,20",3317
Braunau am Inn,Oberösterreich,"166,7",176,"5143,40",5429
Bregenz,Vorarlberg,"60,7",82,"5270,10",7114
Bruck an der Leitha,Niederösterreich,"96,4",100,"3304,60",3428
Bruck-Mürzzuschlag,Steiermark,"145,9",144,"4428,70",4371
Deutschlandsberg,Steiermark,"144,6",88,"4153,30",2528
Dornbirn,Vorarlberg,"96,8",87,"6556,40",5895
Eferding,Oberösterreich,"45,2",15,"6646,00",2205
Eisenstadt,Burgenland,"33,7",5,"3894,40",577
Eisenstadt-Umgebung,Burgenland,"97,1",42,"3360,60",1453
Feldkirch,Vorarlberg,"93,4",101,"5728,10",6194
Feldkirchen,Kärnten,"110,4",33,"5417,70",1620
Freistadt,Oberösterreich,"83,8",56,"6096,20",4076
Gänserndorf,Niederösterreich,"168,9",177,"3109,30",3258
Gmünd,Niederösterreich,"62,9",23,"4732,90",1730
Gmunden,Oberösterreich,"116,8",119,"5537,10",5640
Graz,Steiermark,"69,7",203,"3590,90",10452
Graz-Umgebung,Steiermark,"120,5",188,"3686,20",5753
Grieskirchen,Oberösterreich,74,48,"6512,50",4225
Güssing,Burgenland,"151,8",39,"4871,80",1252
Hallein,Salzburg,"172,6",105,"8107,00",4931
Hartberg-Fürstenfeld,Steiermark,"238,4",216,"4982,00",4514
Hermagor,Kärnten,432,78,"7228,30",1305
Hollabrunn,Niederösterreich,"199,9",102,"2872,70",1466
Horn,Niederösterreich,"93,7",29,"2553,70",790
Imst,Tirol,43,26,"5519,70",3338
Innsbruck-Land,Tirol,"48,8",88,"5510,00",9943
Innsbruck-Stadt,Tirol,"46,2",61,"5238,70",6913
Jennersdorf,Burgenland,"345,1",59,"4959,90",848
Kirchdorf an der Krems,Oberösterreich,"64,8",37,"4957,00",2829
Kitzbühel,Tirol,"79,5",51,"5248,70",3368
Klagenfurt Land,Kärnten,140,84,"4867,20",2921
Klagenfurt Stadt,Kärnten,"99,7",101,"4400,80",4458
Korneuburg,Niederösterreich,91,83,"2973,00",2713
Krems (Land),Niederösterreich,"120,4",68,"4172,60",2357
Krems an der Donau,Niederösterreich,"67,9",17,"3886,40",973
Kufstein,Tirol,"83,4",92,"6376,10",7032
Landeck,Tirol,"67,6",30,"6531,30",2899
Leibnitz,Steiermark,"74,3",63,"4312,40",3655
Leoben,Steiermark,"75,4",45,"3901,20",2329
Lienz,Tirol,"225,7",110,"6861,20",3344
Liezen,Steiermark,"75,3",60,"4861,10",3872
Lilienfeld,Niederösterreich,"58,5",15,"4139,50",1062
Linz,Oberösterreich,"44,5",92,"4614,30",9533
Linz-Land,Oberösterreich,"64,7",98,"4710,90",7131
Mattersburg,Burgenland,"52,4",21,"3578,70",1433
Melk,Niederösterreich,"76,7",60,"4619,50",3612
Mistelbach,Niederösterreich,"227,4",172,"2784,80",2106
Mödling,Niederösterreich,"80,6",96,"3325,40",3961
Murau,Steiermark,"134,3",37,"4632,80",1276
Murtal,Steiermark,"82,3",59,"4662,60",3343
Neunkirchen,Niederösterreich,"128,6",111,"4037,40",3486
Neusiedl am See,Burgenland,105,63,"3447,20",2068
Oberpullendorf,Burgenland,"50,8",19,"4167,60",1558
Oberwart,Burgenland,"79,3",43,"3945,20",2138
Perg,Oberösterreich,"133,4",92,"5940,40",4097
Reutte,Tirol,"103,5",34,"3919,20",1287
Ried im Innkreis,Oberösterreich,"81,1",50,"6775,80",4180
Rohrbach,Oberösterreich,"116,7",66,"7602,80",4299
Rust,Burgenland,0,±0,"3434,30",68
Salzburg,Salzburg,"114,8",178,"5226,40",8102
Salzburg-Umgebung,Salzburg,"115,3",177,"5703,90",8755
Sankt Johann im Pongau,Salzburg,"231,5",188,"8344,20",6775
Sankt Pölten,Niederösterreich,"48,6",27,"4409,70",2448
Sankt Pölten (Land),Niederösterreich,"71,4",94,"3733,40",4918
Sankt Veit an der Glan,Kärnten,"75,7",41,"5263,40",2852
Schärding,Oberösterreich,"76,7",44,"7079,50",4063
Scheibbs,Niederösterreich,"101,4",42,"5978,70",2476
Schwaz,Tirol,"126,9",107,"9034,90",7619
Spittal an der Drau,Kärnten,"197,7",150,"4423,50",3356
Steyr,Oberösterreich,"34,2",13,"4448,70",1693
Steyr-Land,Oberösterreich,"37,9",23,"5431,80",3298
Südoststeiermark,Steiermark,"152,3",128,"4713,50",3961
Tamsweg,Salzburg,"167,9",34,"9792,10",1983
Tulln,Niederösterreich,"68,8",72,"3507,90",3669
Urfahr-Umgebung,Oberösterreich,"66,3",57,"5761,30",4955
Villach Land,Kärnten,"140,8",91,"4551,40",2941
Villach Stadt,Kärnten,105,66,"3886,60",2444
Vöcklabruck,Oberösterreich,"64,1",88,"5534,00",7598
Voitsberg,Steiermark,"60,7",31,"4347,20",2219
Völkermarkt,Kärnten,"140,9",59,"6361,40",2663
Waidhofen an der Thaya,Niederösterreich,"120,7",31,"3921,00",1007
Waidhofen an der Ybbs,Niederösterreich,"44,6",5,"5542,70",622
Weiz,Steiermark,"156,6",142,"3759,30",3408
Wels,Oberösterreich,"148,9",93,"5722,70",3575
Wels-Land,Oberösterreich,"123,3",91,"4848,40",3577
Wien,Wien,"107,7",#ERROR!,"4419,00",84456
Wiener Neustadt,Niederösterreich,"281,5",129,"4726,90",2166
Wiener Neustadt (Land),Niederösterreich,"134,1",105,"3585,90",2808
Wolfsberg,Kärnten,"60,8",32,"4995,50",2628
Zell am See,Salzburg,"75,3",66,"6081,40",5329
Zwettl,Niederösterreich,"152,4",64,"5396,90",2266
