Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"234,3",273,"7791,80",9079
Baden,Niederösterreich,199,292,"6222,80",9132
Bludenz,Vorarlberg,"162,2",104,"5907,30",3787
Braunau am Inn,Oberösterreich,"295,6",312,"7606,60",8029
Bregenz,Vorarlberg,"158,5",214,"5989,50",8085
Bruck an der Leitha,Niederösterreich,"210,2",218,"5266,30",5463
Bruck-Mürzzuschlag,Steiermark,"109,4",108,"5664,80",5591
Deutschlandsberg,Steiermark,"149,5",91,"5592,50",3404
Dornbirn,Vorarlberg,"164,6",148,"7383,90",6639
Eferding,Oberösterreich,"201,9",67,"7827,50",2597
Eisenstadt,Burgenland,162,24,"6007,00",890
Eisenstadt-Umgebung,Burgenland,"175,8",76,"5049,00",2183
Feldkirch,Vorarlberg,"148,9",161,"6607,60",7145
Feldkirchen,Kärnten,"264,2",79,"7109,90",2126
Freistadt,Oberösterreich,169,113,"7509,60",5021
Gänserndorf,Niederösterreich,"184,2",193,"4977,00",5215
Gmünd,Niederösterreich,"216,1",79,"6855,80",2506
Gmunden,Oberösterreich,"248,4",253,"7086,30",7218
Graz,Steiermark,"117,2",341,"4762,10",13861
Graz-Umgebung,Steiermark,"126,2",197,"4862,60",7589
Grieskirchen,Oberösterreich,"98,7",64,"7377,30",4786
Güssing,Burgenland,"140,1",36,"6696,80",1721
Hallein,Salzburg,"161,1",98,"9800,40",5961
Hartberg-Fürstenfeld,Steiermark,"189,8",172,"7157,40",6485
Hermagor,Kärnten,144,26,"10186,10",1839
Hollabrunn,Niederösterreich,"150,9",77,"4624,50",2360
Horn,Niederösterreich,"187,5",58,"4279,80",1324
Imst,Tirol,"133,9",81,"7199,80",4354
Innsbruck-Land,Tirol,"173,5",313,"6687,60",12068
Innsbruck-Stadt,Tirol,"203,8",269,"6367,00",8402
Jennersdorf,Burgenland,"163,8",28,"7100,70",1214
Kirchdorf an der Krems,Oberösterreich,"164,7",94,"6761,80",3859
Kitzbühel,Tirol,"132,5",85,"6450,30",4139
Klagenfurt Land,Kärnten,"153,3",92,"6205,20",3724
Klagenfurt Stadt,Kärnten,"200,4",203,"5636,70",5710
Korneuburg,Niederösterreich,"120,5",110,"4402,00",4017
Krems (Land),Niederösterreich,"138,1",78,"5289,70",2988
Krems an der Donau,Niederösterreich,"111,8",28,"4980,80",1247
Kufstein,Tirol,"204,9",226,"7743,40",8540
Landeck,Tirol,"112,6",50,"7606,00",3376
Leibnitz,Steiermark,"175,8",149,"6151,80",5214
Leoben,Steiermark,"160,8",96,"5130,70",3063
Lienz,Tirol,"469,9",229,"9635,20",4696
Liezen,Steiermark,"199,6",159,"6227,10",4960
Lilienfeld,Niederösterreich,"202,7",52,"5706,50",1464
Linz,Oberösterreich,"187,3",387,"5748,00",11875
Linz-Land,Oberösterreich,"179,7",272,"5937,70",8988
Mattersburg,Burgenland,"162,3",65,"5277,00",2113
Melk,Niederösterreich,"254,5",199,"6641,40",5193
Mistelbach,Niederösterreich,"142,8",108,"4573,90",3459
Mödling,Niederösterreich,"172,1",205,"4976,70",5928
Murau,Steiermark,"221,5",61,"6106,80",1682
Murtal,Steiermark,"235,7",169,"5924,90",4248
Neunkirchen,Niederösterreich,"193,4",167,"6387,30",5515
Neusiedl am See,Burgenland,160,96,"5054,20",3032
Oberpullendorf,Burgenland,"160,5",60,"5729,70",2142
Oberwart,Burgenland,"298,9",162,"6283,20",3405
Perg,Oberösterreich,"165,3",114,"7732,60",5333
Reutte,Tirol,"243,6",80,"5039,90",1655
Ried im Innkreis,Oberösterreich,"317,7",196,"8602,70",5307
Rohrbach,Oberösterreich,"100,8",57,"8653,30",4893
Rust,Burgenland,"50,5",1,"3636,40",72
Salzburg,Salzburg,"224,5",348,"6868,10",10647
Salzburg-Umgebung,Salzburg,"237,8",365,"7451,90",11438
Sankt Johann im Pongau,Salzburg,"137,9",112,"11062,40",8982
Sankt Pölten,Niederösterreich,"185,5",103,"6065,10",3367
Sankt Pölten (Land),Niederösterreich,"178,4",235,"5326,10",7016
Sankt Veit an der Glan,Kärnten,"212,2",115,"6608,70",3581
Schärding,Oberösterreich,"254,4",146,"8461,30",4856
Scheibbs,Niederösterreich,297,123,"8308,80",3441
Schwaz,Tirol,"73,5",62,"10440,10",8804
Spittal an der Drau,Kärnten,"325,6",247,"6581,20",4993
Steyr,Oberösterreich,"270,7",103,"5628,50",2142
Steyr-Land,Oberösterreich,"163,1",99,"6391,90",3881
Südoststeiermark,Steiermark,"179,7",151,"6391,30",5371
Tamsweg,Salzburg,"182,7",37,"11500,70",2329
Tulln,Niederösterreich,"156,8",164,"4766,10",4985
Urfahr-Umgebung,Oberösterreich,"126,7",109,"6635,70",5707
Villach Land,Kärnten,"179,5",116,"6218,10",4018
Villach Stadt,Kärnten,"168,6",106,"5327,40",3350
Vöcklabruck,Oberösterreich,"249,8",343,"7373,10",10123
Voitsberg,Steiermark,"244,9",125,"5679,40",2899
Völkermarkt,Kärnten,"205,4",86,"7926,00",3318
Waidhofen an der Thaya,Niederösterreich,"225,8",58,"6288,50",1615
Waidhofen an der Ybbs,Niederösterreich,"311,9",35,"7307,10",820
Weiz,Steiermark,"169,9",154,"5764,80",5226
Wels,Oberösterreich,"262,5",164,"7710,90",4817
Wels-Land,Oberösterreich,"193,8",143,"6699,90",4943
Wien,Wien,"278,5",#ERROR!,"6468,50",123626
Wiener Neustadt,Niederösterreich,203,93,"7924,00",3631
Wiener Neustadt (Land),Niederösterreich,"222,2",174,"6237,00",4884
Wolfsberg,Kärnten,"247,1",130,"6164,60",3243
Zell am See,Salzburg,"163,2",143,"7633,40",6689
Zwettl,Niederösterreich,"292,9",123,"7290,40",3061
