Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10354;25;77
Rust(Stadt);102;2021;1297;5;10
Eisenstadt-Umgebung;103;44488;29281;77;254
Güssing;104;25809;16573;101;133
Jennersdorf;105;17216;9962;44;35
Mattersburg;106;40731;26425;87;206
Neusiedl am See;107;61358;41328;85;440
Oberpullendorf;108;37556;24414;68;292
Oberwart;109;54682;33960;145;204
Klagenfurt Stadt;201;103297;58416;301;281
Villach Stadt;202;64125;35278;174;110
Hermagor;203;18069;10632;66;29
Klagenfurt Land;204;61114;35503;127;228
Sankt Veit an der Glan;205;53953;32603;167;130
Spittal an der Drau;206;75725;44196;276;109
Villach Land;207;65635;38135;205;122
Völkermarkt;208;41947;26238;121;200
Wolfsberg;209;52352;30059;201;104
Feldkirchen;210;29949;17174;83;58
Krems an der Donau(Stadt);301;24930;15434;75;135
Sankt Pölten(Stadt);302;56697;37101;146;249
Waidhofen an der Ybbs(Stadt);303;11187;7950;58;56
Wiener Neustadt(Stadt);304;47407;30526;218;164
Amstetten;305;117442;88315;309;668
Baden;306;148765;97175;359;731
Bruck an der Leitha;307;107297;71935;220;687
Gänserndorf;308;107504;68834;216;708
Gmünd;309;36152;22648;158;175
Hollabrunn;310;51879;32125;115;340
Horn;311;30875;18907;60;132
Korneuburg;312;92442;61354;145;557
Krems(Land);313;56840;38027;109;303
Lilienfeld;314;25491;17399;110;122
Melk;315;78779;58474;428;355
Mistelbach;316;76641;48881;107;462
Mödling;317;120412;78649;302;794
Neunkirchen;318;87048;56433;250;367
Sankt Pölten(Land);319;133497;92761;336;639
Scheibbs;320;41711;30921;97;168
Tulln;321;107723;69949;214;550
Waidhofen an der Thaya;322;25644;16760;80;143
Wiener Neustadt(Land);323;80020;53070;217;318
Zwettl;325;41757;29601;84;278
Linz(Stadt);401;208445;124571;468;813
Steyr(Stadt);402;37915;22794;77;167
Wels(Stadt);403;63542;39494;163;219
Braunau am Inn;404;108388;76278;267;371
Eferding;405;33715;23001;79;135
Freistadt;406;67638;47863;194;252
Gmunden;407;102765;70089;254;551
Grieskirchen;408;65929;47217;154;217
Kirchdorf an der Krems;409;57882;38832;161;233
Linz-Land;410;154320;99402;293;608
Perg;411;69905;49931;153;304
Ried im Innkreis;412;62535;44374;170;203
Rohrbach;413;57034;40280;165;266
Schärding;414;57750;39482;156;146
Steyr-Land;415;61494;42619;155;270
Urfahr-Umgebung;416;87466;61675;160;397
Vöcklabruck;417;139989;98799;339;615
Wels-Land;418;75514;53420;121;295
Salzburg(Stadt);501;155743;102056;328;485
Hallein;502;61262;45541;145;169
Salzburg-Umgebung;503;155982;116236;314;527
Sankt Johann im Pongau;504;81962;57079;184;192
Tamsweg;505;20327;13781;68;37
Zell am See;506;89017;56236;199;233
Graz(Stadt);601;293929;170503;587;824
Deutschlandsberg;603;61092;36004;182;132
Graz-Umgebung;606;161131;98162;434;480
Leibnitz;610;86399;52607;192;291
Leoben;611;59341;31145;195;224
Liezen;612;79739;46188;227;377
Murau;614;27343;14979;59;50
Voitsberg;616;51165;28092;190;91
Weiz;617;91844;56221;259;200
Murtal;620;71398;38793;294;169
Bruck-Mürzzuschlag;621;98394;51073;359;301
Hartberg-Fürstenfeld;622;91091;54534;305;199
Südoststeiermark;623;84024;49702;295;206
Innsbruck-Stadt;701;130599;85193;255;447
Imst;702;61843;42726;98;186
Innsbruck-Land;703;183827;124275;287;699
Kitzbühel;704;65482;41595;98;157
Kufstein;705;112301;75003;247;298
Landeck;706;44681;32016;93;98
Lienz;707;48854;33612;146;141
Reutte;708;33427;21462;29;92
Schwaz;709;85478;53748;219;189
Bludenz;801;64943;43030;96;142
Bregenz;802;136369;85481;239;308
Dornbirn;803;91344;58967;170;218
Feldkirch;804;110547;72190;179;219
Wien;900;1951354;1370009;4651;11312
