Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"102,1",119,"5944,90",6927
Baden,Niederösterreich,"139,7",205,"3545,50",5203
Bludenz,Vorarlberg,"182,5",117,"4919,90",3154
Braunau am Inn,Oberösterreich,"139,3",147,"4718,00",4980
Bregenz,Vorarlberg,"196,3",265,"5075,30",6851
Bruck an der Leitha,Niederösterreich,"101,2",105,"3080,90",3196
Bruck-Mürzzuschlag,Steiermark,"111,5",110,"4093,30",4040
Deutschlandsberg,Steiermark,"147,9",90,"3653,90",2224
Dornbirn,Vorarlberg,"204,6",184,"6235,00",5606
Eferding,Oberösterreich,"87,4",29,"6435,00",2135
Eisenstadt,Burgenland,"67,5",10,"3806,70",564
Eisenstadt-Umgebung,Burgenland,"60,1",26,"3164,00",1368
Feldkirch,Vorarlberg,"157,2",170,"5493,20",5940
Feldkirchen,Kärnten,"157,2",47,"5100,00",1525
Freistadt,Oberösterreich,"133,1",89,"5888,30",3937
Gänserndorf,Niederösterreich,"130,7",137,"2668,40",2796
Gmünd,Niederösterreich,"120,4",44,"4538,60",1659
Gmunden,Oberösterreich,"158,1",161,"5192,50",5289
Graz,Steiermark,"83,8",244,"3400,90",9899
Graz-Umgebung,Steiermark,"88,4",138,"3408,70",5320
Grieskirchen,Oberösterreich,"103,3",67,"6272,10",4069
Güssing,Burgenland,"105,1",27,"4389,30",1128
Hallein,Salzburg,245,149,"7518,40",4573
Hartberg-Fürstenfeld,Steiermark,"104,8",95,"4501,90",4079
Hermagor,Kärnten,"332,3",60,"6364,20",1149
Hollabrunn,Niederösterreich,"86,2",44,"2508,20",1280
Horn,Niederösterreich,"77,6",24,"2211,00",684
Imst,Tirol,"62,8",38,"5367,60",3246
Innsbruck-Land,Tirol,"79,8",144,"5333,20",9624
Innsbruck-Stadt,Tirol,"59,9",79,"5078,80",6702
Jennersdorf,Burgenland,"239,8",41,"4223,00",722
Kirchdorf an der Krems,Oberösterreich,"101,6",58,"4808,00",2744
Kitzbühel,Tirol,"132,5",85,"4963,50",3185
Klagenfurt Land,Kärnten,"166,6",100,"4477,30",2687
Klagenfurt Stadt,Kärnten,"93,8",95,"4166,80",4221
Korneuburg,Niederösterreich,"52,6",48,"2769,20",2527
Krems (Land),Niederösterreich,131,74,"3838,10",2168
