Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9898;25;30
Rust(Stadt);102;2021;1224;5;2
Eisenstadt-Umgebung;103;44488;28082;75;74
Güssing;104;25809;15799;101;44
Jennersdorf;105;17216;9718;44;35
Mattersburg;106;40731;25567;87;65
Neusiedl am See;107;61358;39576;85;147
Oberpullendorf;108;37556;23382;68;79
Oberwart;109;54682;32797;144;104
Klagenfurt Stadt;201;103297;57116;299;113
Villach Stadt;202;64125;34712;174;57
Hermagor;203;18069;10416;63;20
Klagenfurt Land;204;61114;34740;127;40
Sankt Veit an der Glan;205;53953;31983;167;32
Spittal an der Drau;206;75725;43355;275;81
Villach Land;207;65635;37581;205;61
Völkermarkt;208;41947;25663;121;38
Wolfsberg;209;52352;29556;200;44
Feldkirchen;210;29949;16903;83;18
Krems an der Donau(Stadt);301;24930;14877;74;51
Sankt Pölten(Stadt);302;56697;35818;146;107
Waidhofen an der Ybbs(Stadt);303;11187;7759;41;16
Wiener Neustadt(Stadt);304;47407;29645;212;72
Amstetten;305;117442;85589;309;201
Baden;306;148765;93653;353;340
Bruck an der Leitha;307;107297;68323;219;248
Gänserndorf;308;107504;65809;209;228
Gmünd;309;36152;21702;157;56
Hollabrunn;310;51879;30873;109;105
Horn;311;30875;18219;60;39
Korneuburg;312;92442;58251;145;252
Krems(Land);313;56840;36785;106;100
Lilienfeld;314;25491;16952;110;21
Melk;315;78779;56664;349;119
Mistelbach;316;76641;46552;107;163
Mödling;317;120412;74839;295;318
Neunkirchen;318;87048;54813;250;180
Sankt Pölten(Land);319;133497;89341;336;247
Scheibbs;320;41711;30275;96;45
Tulln;321;107723;67090;213;268
Waidhofen an der Thaya;322;25644;16060;78;40
Wiener Neustadt(Land);323;80020;51647;216;163
Zwettl;325;41757;28623;84;51
Linz(Stadt);401;208445;120205;461;286
Steyr(Stadt);402;37915;22064;75;39
Wels(Stadt);403;63542;38327;163;97
Braunau am Inn;404;108388;74110;266;143
Eferding;405;33715;22186;79;40
Freistadt;406;67638;46571;192;80
Gmunden;407;102765;67725;251;161
Grieskirchen;408;65929;45704;152;88
Kirchdorf an der Krems;409;57882;37666;160;64
Linz-Land;410;154320;96191;290;158
Perg;411;69905;48199;152;53
Ried im Innkreis;412;62535;42872;170;67
Rohrbach;413;57034;38963;164;59
Schärding;414;57750;38523;155;73
Steyr-Land;415;61494;41273;154;77
Urfahr-Umgebung;416;87466;59572;160;114
Vöcklabruck;417;139989;95840;336;181
Wels-Land;418;75514;51547;120;88
Salzburg(Stadt);501;155743;99045;321;252
Hallein;502;61262;44565;144;83
Salzburg-Umgebung;503;155982;113279;313;217
Sankt Johann im Pongau;504;81962;55897;184;99
Tamsweg;505;20327;13605;68;23
Zell am See;506;89017;54899;194;141
Graz(Stadt);601;293929;165039;575;514
Deutschlandsberg;603;61092;35328;180;85
Graz-Umgebung;606;161131;95148;426;247
Leibnitz;610;86399;51127;191;159
Leoben;611;59341;30393;193;49
Liezen;612;79739;44996;226;132
Murau;614;27343;14813;59;13
Voitsberg;616;51165;27523;189;90
Weiz;617;91844;55156;259;93
Murtal;620;71398;38050;293;59
Bruck-Mürzzuschlag;621;98394;49835;357;99
Hartberg-Fürstenfeld;622;91091;53326;300;116
Südoststeiermark;623;84024;48516;295;93
Innsbruck-Stadt;701;130599;82369;254;187
Imst;702;61843;41681;95;87
Innsbruck-Land;703;183827;120190;282;272
Kitzbühel;704;65482;40435;98;82
Kufstein;705;112301;73355;245;102
Landeck;706;44681;31243;90;58
Lienz;707;48854;33059;146;40
Reutte;708;33427;21070;29;32
Schwaz;709;85478;52326;216;79
Bludenz;801;64943;42349;95;49
Bregenz;802;136369;83904;238;119
Dornbirn;803;91344;57848;170;71
Feldkirch;804;110547;71081;177;81
Wien;900;1951354;1305855;4541;4738
