Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9513;25;49
Rust(Stadt);102;2021;1176;5;10
Eisenstadt-Umgebung;103;44488;26997;74;195
Güssing;104;25809;15298;101;77
Jennersdorf;105;17216;9464;44;38
Mattersburg;106;40731;24630;86;182
Neusiedl am See;107;61358;37903;85;358
Oberpullendorf;108;37556;22392;67;174
Oberwart;109;54682;31578;144;254
Klagenfurt Stadt;201;103297;55896;298;325
Villach Stadt;202;64125;34031;174;227
Hermagor;203;18069;10192;63;28
Klagenfurt Land;204;61114;34110;127;148
Sankt Veit an der Glan;205;53953;31531;167;113
Spittal an der Drau;206;75725;42704;275;131
Villach Land;207;65635;36900;205;203
Völkermarkt;208;41947;25251;121;93
Wolfsberg;209;52352;29028;196;91
Feldkirchen;210;29949;16704;83;59
Krems an der Donau(Stadt);301;24930;14404;74;98
Sankt Pölten(Stadt);302;56697;34482;145;343
Waidhofen an der Ybbs(Stadt);303;11187;7597;40;41
Wiener Neustadt(Stadt);304;47407;28693;206;217
Amstetten;305;117442;83806;309;414
Baden;306;148765;90040;343;683
Bruck an der Leitha;307;107297;65472;217;546
Gänserndorf;308;107504;62981;193;627
Gmünd;309;36152;21308;157;115
Hollabrunn;310;51879;29484;105;325
Horn;311;30875;17749;60;152
Korneuburg;312;92442;55776;145;541
Krems(Land);313;56840;35692;105;250
Lilienfeld;314;25491;16598;110;88
Melk;315;78779;55324;336;308
Mistelbach;316;76641;44793;106;470
Mödling;317;120412;71462;286;641
Neunkirchen;318;87048;53021;250;387
Sankt Pölten(Land);319;133497;86091;330;736
Scheibbs;320;41711;29626;95;156
Tulln;321;107723;64068;213;608
Waidhofen an der Thaya;322;25644;15698;76;149
Wiener Neustadt(Land);323;80020;49908;208;355
Zwettl;325;41757;27962;84;124
Linz(Stadt);401;208445;117357;460;548
Steyr(Stadt);402;37915;21635;72;141
Wels(Stadt);403;63542;37502;159;158
Braunau am Inn;404;108388;73234;265;166
Eferding;405;33715;21738;79;100
Freistadt;406;67638;45676;191;167
Gmunden;407;102765;66268;246;182
Grieskirchen;408;65929;44804;150;157
Kirchdorf an der Krems;409;57882;37006;158;105
Linz-Land;410;154320;94137;287;431
Perg;411;69905;47432;151;204
Ried im Innkreis;412;62535;42298;170;111
Rohrbach;413;57034;38393;163;178
Schärding;414;57750;37929;155;159
Steyr-Land;415;61494;40547;152;214
Urfahr-Umgebung;416;87466;58421;158;264
Vöcklabruck;417;139989;94201;336;304
Wels-Land;418;75514;50406;118;199
Salzburg(Stadt);501;155743;96866;311;473
Hallein;502;61262;43858;143;152
Salzburg-Umgebung;503;155982;111306;311;440
Sankt Johann im Pongau;504;81962;55154;184;179
Tamsweg;505;20327;13399;68;32
Zell am See;506;89017;54105;194;156
Graz(Stadt);601;293929;160330;563;845
Deutschlandsberg;603;61092;34634;179;104
Graz-Umgebung;606;161131;92653;425;573
Leibnitz;610;86399;49917;189;260
Leoben;611;59341;29773;190;127
Liezen;612;79739;44319;226;117
Murau;614;27343;14682;59;33
Voitsberg;616;51165;26956;186;118
Weiz;617;91844;54160;255;248
Murtal;620;71398;37371;285;131
Bruck-Mürzzuschlag;621;98394;48875;354;217
Hartberg-Fürstenfeld;622;91091;52022;297;288
Südoststeiermark;623;84024;47476;293;217
Innsbruck-Stadt;701;130599;80366;246;535
Imst;702;61843;40996;93;190
Innsbruck-Land;703;183827;117728;276;616
Kitzbühel;704;65482;39845;97;100
Kufstein;705;112301;72485;243;217
Landeck;706;44681;30644;90;159
Lienz;707;48854;32660;145;109
Reutte;708;33427;20803;29;47
Schwaz;709;85478;51611;216;217
Bludenz;801;64943;41667;95;152
Bregenz;802;136369;82477;235;361
Dornbirn;803;91344;56740;168;329
Feldkirch;804;110547;69661;176;256
Wien;900;1951354;1252123;4406;10626
