Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"41,3",48,"409,1",475
Baden,Niederöstereich,"98,5",144,"585,5",856
Bludenz,Vorarlberg,"87,9",56,"825,6",526
Braunau am Inn,Oberösterreich,"61,3",64,"409,9",428
Bregenz,Vorarlberg,"113,1",152,"590,8",794
Bruck an der Leitha,Niederöstereich,"69,6",71,"554,8",566
Bruck-Mürzzuschlag,Steiermark,"49,5",49,"247,5",245
Deutschlandsberg,Steiermark,"24,7",15,"210,5",128
Dornbirn,Vorarlberg,"92,1",82,"672,7",599
Eferding,Oberösterreich,"66,4",22,"452,4",150
Eisenstadt,Burgenland,41,6,"362,1",53
Eisenstadt-Umgebung,Burgenland,"53,6",23,"351,8",151
Feldkirch,Vorarlberg,"129,7",139,"672,8",721
Feldkirchen,Kärnten,"33,4",10,157,47
Freistadt,Oberösterreich,39,26,"525,4",350
Gänserndorf,Niederöstereich,"98,4",102,"574,8",596
Gmünd,Niederöstereich,"95,2",35,"448,7",165
Gmunden,Oberösterreich,"96,4",98,"450,6",458
Graz,Steiermark,"48,1",139,"514,9",1.487
Graz-Umgebung,Steiermark,"41,5",64,"363,7",561
Grieskirchen,Oberösterreich,"120,5",78,"432,6",280
Güssing,Burgenland,"50,4",13,"426,4",110
Hallein,Salzburg,"405,8",245,"881,2",532
Hartberg-Fürstenfeld,Steiermark,"28,7",26,"483,30",438
Hermagor,Kärnten,"21,9",4,"334,70",61
Hollabrunn,Niederöstereich,"33,4",17,"257,60",131
Horn,Niederöstereich,"35,4",11,"427,80",133
Imst,Tirol,"161,5",97,916,550
Innsbruck-Land,Tirol,"139,4",250,"774,00",1.388
Innsbruck-Stadt,Tirol,"184,7",244,"1.293,60",1.709
Jennersdorf,Burgenland,"5,9",1,"117,2",20
Kirchdorf an der Krems,Oberösterreich,"26,4",15,"286,6",163
Kitzbühel,Tirol,"31,3",20,"785,80",502
Klagenfurt Land,Kärnten,"50,2",30,231,138
Klagenfurt Stadt,Kärnten,"69,4",70,"292,60",295
Korneuburg,Niederöstereich,"82,5",75,"606,20",551
Krems (Land),Niederöstereich,"63,6",36,"662,60",375
Krems an der Donau,Niederöstereich,"40,2",10,"627,1",156
Kufstein,Tirol,"77,5",85,"998,30",1.095
Landeck,Tirol,"117,2",52,"2.824,50",1.253
Leibnitz,Steiermark,"44,9",37,"381,9",315
Leoben,Steiermark,"99,9",60,303,182
Lienz,Tirol,39,19,"416,4",203
Liezen,Steiermark,40,32,"311,6",249
Lilienfeld,Niederöstereich,"38,7",10,"464,9",120
Linz,Oberösterreich,"81,7",168,"814,7",1.676
Linz-Land,Oberösterreich,"47,2",71,"733,3",1.102
Mattersburg,Burgenland,"40,1",16,"420,8",168
Melk,Niederöstereich,"39,8",31,"529,7",413
Mistelbach,Niederöstereich,"67,6",51,"551,1",416
Mödling,Niederöstereich,"99,2",118,"642,9",765
Murau,Steiermark,"14,5",4,"155,5",43
Murtal,Steiermark,"37,5",27,225,162
Neunkirchen,Niederöstereich,"52,1",45,"645,5",557
Neusiedl am See,Burgenland,"127,6",76,539,321
Oberpullendorf,Burgenland,64,24,"293,2",110
Oberwart,Burgenland,"109,1",59,"558,5",302
Perg,Oberösterreich,"30,7",21,"717,2",491
Reutte,Tirol,"36,7",12,"413,2",135
Ried im Innkreis,Oberösterreich,147,90,647,396
Rohrbach,Oberösterreich,"166,3",94,"661,7",374
Rust,Burgenland,0,0,"154,6",3
Salzburg,Salzburg,"64,2",99,"464,3",716
Salzburg-Umgebung,Salzburg,"112,9",172,"466,9",711
Sankt Johann im Pongau,Salzburg,170,137,"948,2",764
Sankt Pölten,Niederöstereich,"134,4",74,"690,4",380
Sankt Pölten (Land),Niederöstereich,"68,7",90,"538,8",706
Sankt Veit an der Glan,Kärnten,"135,6",74,"304,3",166
Schärding,Oberösterreich,"148,3",85,"418,80",240
Scheibbs,Niederöstereich,"26,6",11,"434,80",180
Schwaz,Tirol,"168,1",141,"1.069,50",897
Spittal an der Drau,Kärnten,"22,3",17,"134,1",102
Steyr,Oberösterreich,"78,5",30,"555,1",212
Steyr-Land,Oberösterreich,"81,1",49,"559,4",338
Südoststeiermark,Steiermark,"25,6",22,"139,6",120
Tamsweg,Salzburg,"73,8",15,"305,1",62
Tulln,Niederöstereich,"77,1",80,"479,9",498
Urfahr-Umgebung,Oberösterreich,"56,1",48,"633,9",542
Villach Land,Kärnten,"27,8",18,"228,9",148
Villach Stadt,Kärnten,"40,2",25,"226,5",141
Vöcklabruck,Oberösterreich,"110,1",150,"510,1",695
Voitsberg,Steiermark,"101,6",52,"435,9",223
Völkermarkt,Kärnten,"66,9",28,"370,10",155
Waidhofen an der Thaya,Niederöstereich,"69,5",18,"679,9",176
Waidhofen an der Ybbs,Niederöstereich,"35,5",4,337,38
Weiz,Steiermark,"56,5",51,391,353
Wels,Oberösterreich,"226,8",140,"902,40",557
Wels-Land,Oberösterreich,"68,4",50,"514,40",376
Wien,Wien,"145,4",#ERROR!,"1.161,30",22.036
Wiener Neustadt,Niederöstereich,"75,1",34,"673,6",305
Wiener Neustadt (Land),Niederöstereich,"55,1",43,"433,4",338
Wolfsberg,Kärnten,"15,2",8,"185,9",98
Zell am See,Salzburg,"50,3",44,598,523
Zwettl,Niederöstereich,"82,9",35,"542,4",229
