Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"335,6",391,"7214,20",8406
Baden,Niederösterreich,"340,7",500,"5777,80",8479
Bludenz,Vorarlberg,78,50,"5668,60",3634
Braunau am Inn,Oberösterreich,"393,2",415,"6980,40",7368
Bregenz,Vorarlberg,"144,5",195,"5730,20",7735
Bruck an der Leitha,Niederösterreich,"245,8",255,"4834,40",5015
Bruck-Mürzzuschlag,Steiermark,"137,8",136,"5415,60",5345
Deutschlandsberg,Steiermark,"218,5",133,"5296,80",3224
Dornbirn,Vorarlberg,"132,4",119,"7064,70",6352
Eferding,Oberösterreich,208,69,"7538,10",2501
Eisenstadt,Burgenland,189,28,"5575,10",826
Eisenstadt-Umgebung,Burgenland,"263,7",114,"4748,40",2053
Feldkirch,Vorarlberg,"129,5",140,"6362,50",6880
Feldkirchen,Kärnten,"234,1",70,"6561,40",1962
Freistadt,Oberösterreich,"275,2",184,"7179,10",4800
Gänserndorf,Niederösterreich,"220,5",231,"4577,10",4796
Gmünd,Niederösterreich,"320,1",117,"6388,00",2335
Gmunden,Oberösterreich,"265,1",270,"6612,10",6735
Graz,Steiermark,"150,1",437,"4524,30",13169
Graz-Umgebung,Steiermark,"178,1",278,"4606,30",7189
Grieskirchen,Oberösterreich,148,96,"7178,40",4657
Güssing,Burgenland,"260,7",67,"6443,80",1656
Hallein,Salzburg,"243,3",148,"9478,20",5765
Hartberg-Fürstenfeld,Steiermark,"300,2",272,"6753,40",6119
Hermagor,Kärnten,144,26,"9859,30",1780
Hollabrunn,Niederösterreich,"254,7",130,"4309,00",2199
Horn,Niederösterreich,"229,5",71,"3901,60",1207
Imst,Tirol,"238,1",144,"6920,30",4185
Innsbruck-Land,Tirol,"252,7",456,"6304,10",11376
Innsbruck-Stadt,Tirol,"239,5",316,"5967,70",7875
Jennersdorf,Burgenland,"228,1",39,"6738,00",1152
Kirchdorf an der Krems,Oberösterreich,"264,6",151,"6364,00",3632
Kitzbühel,Tirol,"218,2",140,"6186,90",3970
Klagenfurt Land,Kärnten,"198,3",119,"5936,90",3563
Klagenfurt Stadt,Kärnten,"161,9",164,"5315,90",5385
Korneuburg,Niederösterreich,"241,1",220,"4122,60",3762
Krems (Land),Niederösterreich,"150,5",85,"5020,60",2836
Krems an der Donau,Niederösterreich,"195,7",49,"4753,20",1190
Kufstein,Tirol,"284,7",314,"7358,10",8115
