Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"7,7",9,"8618,10",10048
Baden,Niederösterreich,"8,2",12,"6790,00",9989
Bludenz,Vorarlberg,"7,8",5,"6608,90",4254
Braunau am Inn,Oberösterreich,"14,1",15,"8707,70",9273
Bregenz,Vorarlberg,"4,4",6,"7345,40",9939
Bruck an der Leitha,Niederösterreich,"13,3",14,"5847,00",6169
Bruck-Mürzzuschlag,Steiermark,2,2,"6233,30",6112
Deutschlandsberg,Steiermark,"8,2",5,"6697,80",4077
Dornbirn,Vorarlberg,"7,7",7,"8561,10",7748
Eferding,Oberösterreich,3,1,"8415,20",2808
Eisenstadt,Burgenland,"13,4",2,"6639,80",989
Eisenstadt-Umgebung,Burgenland,"18,2",8,"5460,40",2395
Feldkirch,Vorarlberg,"7,3",8,"7641,90",8334
Feldkirchen,Kärnten,0,±0,"8101,90",2413
Freistadt,Oberösterreich,0,±0,"8281,30",5542
Gänserndorf,Niederösterreich,"15,1",16,"5711,40",6044
Gmünd,Niederösterreich,"8,3",3,"7575,50",2748
Gmunden,Oberösterreich,"8,8",9,"7686,40",7848
Graz,Steiermark,"12,4",36,"5619,70",16361
Graz-Umgebung,Steiermark,"17,1",27,"5584,30",8815
Grieskirchen,Oberösterreich,"7,7",5,"8030,80",5231
Güssing,Burgenland,"7,8",2,"7132,30",1838
Hallein,Salzburg,"4,9",3,"11001,40",6710
Hartberg-Fürstenfeld,Steiermark,"1,1",1,"8167,20",7401
Hermagor,Kärnten,"5,5",1,"10458,70",1888
Hollabrunn,Niederösterreich,"1,9",1,"5143,00",2640
Horn,Niederösterreich,0,±0,"4987,40",1538
Imst,Tirol,"4,9",3,"9021,40",5496
Innsbruck-Land,Tirol,"9,9",18,"7682,50",13959
Innsbruck-Stadt,Tirol,"9,2",12,"7508,10",9840
Jennersdorf,Burgenland,"5,8",1,"7627,60",1305
Kirchdorf an der Krems,Oberösterreich,"10,5",6,"7438,40",4252
Kitzbühel,Tirol,"6,2",4,"6946,90",4493
Klagenfurt Land,Kärnten,5,3,"6940,20",4199
Klagenfurt Stadt,Kärnten,"21,6",22,"6178,90",6288
Korneuburg,Niederösterreich,"6,5",6,"4781,20",4388
Krems (Land),Niederösterreich,"7,1",4,"5880,60",3326
Krems an der Donau,Niederösterreich,"8,1",2,"5660,90",1406
Kufstein,Tirol,"7,2",8,"8469,60",9408
Landeck,Tirol,18,8,"8345,70",3701
Leibnitz,Steiermark,"11,7",10,"6948,90",5927
Leoben,Steiermark,"3,4",2,"5688,80",3365
Lienz,Tirol,"20,5",10,"10917,00",5329
Liezen,Steiermark,"1,3",1,"6853,70",5455
Lilienfeld,Niederösterreich,"7,9",2,"6653,80",1695
Linz,Oberösterreich,"13,1",27,"6724,70",13889
Linz-Land,Oberösterreich,"17,1",26,"6718,20",10238
Mattersburg,Burgenland,"7,4",3,"5722,30",2307
Melk,Niederösterreich,"1,3",1,"7406,70",5798
Mistelbach,Niederösterreich,0,±0,"5001,70",3784
Mödling,Niederösterreich,"15,9",19,"5417,60",6460
Murau,Steiermark,0,±0,"7264,40",1994
Murtal,Steiermark,"4,2",3,"7173,90",5119
Neunkirchen,Niederösterreich,"3,5",3,"6936,70",5988
Neusiedl am See,Burgenland,5,3,"5434,00",3282
Oberpullendorf,Burgenland,"5,3",2,"5986,20",2242
Oberwart,Burgenland,"3,7",2,"6801,50",3687
Perg,Oberösterreich,"1,4",1,"8518,10",5898
Reutte,Tirol,"66,6",22,"6186,80",2045
Ried im Innkreis,Oberösterreich,"3,2",2,"9707,40",6004
Rohrbach,Oberösterreich,"3,5",2,"9047,60",5123
Rust,Burgenland,50,1,"3850,00",77
Salzburg,Salzburg,"6,4",10,"7552,00",11737
Salzburg-Umgebung,Salzburg,"11,6",18,"8031,70",12419
Sankt Johann im Pongau,Salzburg,"1,2",1,"11767,70",9578
Sankt Pölten,Niederösterreich,"21,5",12,"7038,50",3933
Sankt Pölten (Land),Niederösterreich,"8,3",11,"6073,60",8021
Sankt Veit an der Glan,Kärnten,"1,9",1,"7386,80",3980
Schärding,Oberösterreich,"3,5",2,"9281,30",5331
Scheibbs,Niederösterreich,0,±0,"9115,40",3789
Schwaz,Tirol,0,±0,"10671,80",9013
Spittal an der Drau,Kärnten,"2,6",2,"7729,90",5846
Steyr,Oberösterreich,"7,9",3,"6518,80",2474
Steyr-Land,Oberösterreich,"57,4",35,"7082,80",4316
Südoststeiermark,Steiermark,"4,8",4,"7201,70",6038
Tamsweg,Salzburg,5,1,"12386,90",2492
Tulln,Niederösterreich,"8,5",9,"5163,50",5461
Urfahr-Umgebung,Oberösterreich,7,6,"7117,80",6138
Villach Land,Kärnten,"6,2",4,"6796,10",4412
Villach Stadt,Kärnten,0,±0,"6229,00",3939
Vöcklabruck,Oberösterreich,"3,6",5,"8370,70",11551
Voitsberg,Steiermark,"9,8",5,"6728,60",3428
Völkermarkt,Kärnten,"4,8",2,"8856,40",3705
