Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"525,2",612,"3784,80",4410
Baden,Niederösterreich,"207,8",305,"2256,20",3311
Bludenz,Vorarlberg,"333,8",214,"3651,70",2341
Braunau am Inn,Oberösterreich,505,533,"3153,90",3329
Bregenz,Vorarlberg,"288,9",390,3781,5104
Bruck an der Leitha,Niederösterreich,"207,3",215,"2124,60",2204
Bruck-Mürzzuschlag,Steiermark,"401,2",396,"2782,30",2746
Deutschlandsberg,Steiermark,"216,9",132,"1915,70",1166
Dornbirn,Vorarlberg,"224,7",202,"4620,10",4154
Eferding,Oberösterreich,"364,7",121,"5337,90",1771
Eisenstadt,Burgenland,"222,70",33,"2558,00",379
Eisenstadt-Umgebung,Burgenland,"252,1",109,"2359,10",1020
Feldkirch,Vorarlberg,"339,4",367,"3912,80",4231
Feldkirchen,Kärnten,"484,9",145,"2835,90",848
Freistadt,Oberösterreich,"299,1",200,"4483,90",2998
Gänserndorf,Niederösterreich,"134,60",141,"1619,60",1697
Gmünd,Niederösterreich,"276,30",101,"3066,80",1121
Gmunden,Oberösterreich,262,267,"3233,90",3294
Graz,Steiermark,"262,50",764,"2461,90",7166
Graz-Umgebung,Steiermark,"281,30",439,"2279,10",3557
Grieskirchen,Oberösterreich,"457,80",297,"4850,90",3147
Güssing,Burgenland,"260,70",67,"2852,30",733
Hallein,Salzburg,"443,90",270,"4572,20",2781
Hartberg-Fürstenfeld,Steiermark,"356,50",323,"3037,30",2752
Hermagor,Kärnten,"315,70",57,"2863,60",517
Hollabrunn,Niederösterreich,143,73,"1986,90",1014
Horn,Niederösterreich,"109,90",34,"1554,80",481
Imst,Tirol,"322,50",195,"3930,60",2377
Innsbruck-Land,Tirol,"322,00",581,"4063,70",7333
Innsbruck-Stadt,Tirol,"249,30",329,"4234,60",5588
Jennersdorf,Burgenland,"368,50",63,"3012,20",515
Kirchdorf an der Krems,Oberösterreich,"331,20",189,"3071,60",1753
Kitzbühel,Tirol,"216,60",139,"3363,00",2158
Klagenfurt Land,Kärnten,427,256,"2741,00",1645
Klagenfurt Stadt,Kärnten,"370,20",375,"2877,60",2915
Korneuburg,Niederösterreich,"131,50",120,"2110,60",1926
Krems (Land),Niederösterreich,"240,80",136,"2892,70",1634
Krems an der Donau,Niederösterreich,"283,60",71,"3063,60",767
Kufstein,Tirol,"412,60",455,"4857,30",5357
Landeck,Tirol,"169,00",75,"4652,40",2065
Leibnitz,Steiermark,"311,50",264,"2795,10",2369
Leoben,Steiermark,"348,40",208,"2696,80",1610
Lienz,Tirol,"775,60",378,"3953,80",1927
Liezen,Steiermark,"297,50",237,"2821,00",2247
Lilienfeld,Niederösterreich,"237,80",61,"2876,60",738
Linz,Oberösterreich,"339,30",701,"3465,20",7159
Linz-Land,Oberösterreich,"334,30",506,"3506,00",5307
Mattersburg,Burgenland,"397,10",159,"2422,50",970
Melk,Niederösterreich,"425,90",333,"2982,40",2332
Mistelbach,Niederösterreich,149,113,"1675,40",1267
Mödling,Niederösterreich,"156,20",186,"2203,80",2625
Murau,Steiermark,"559,10",154,"2472,50",681
Murtal,Steiermark,"521,6",374,"2659,80",1907
Neunkirchen,Niederösterreich,"291,9",252,"2309,40",1994
Neusiedl am See,Burgenland,"188,4",113,"2128,70",1277
Oberpullendorf,Burgenland,"262,1",98,3116,1165
Oberwart,Burgenland,"199,3",108,2910,1577
Perg,Oberösterreich,"432,1",298,4286,2956
Reutte,Tirol,"240,6",79,"2296,10",754
Ried im Innkreis,Oberösterreich,"392,3",242,"5004,10",3087
Rohrbach,Oberösterreich,"403,2",228,"5991,70",3388
Rust,Burgenland,101,2,"2424,20",48
Salzburg,Salzburg,"421,9",654,3160,4898
Salzburg-Umgebung,Salzburg,"438,5",673,"3657,50",5614
Sankt Johann im Pongau,Salzburg,"522,2",424,"5277,50",4285
Sankt Pölten,Niederösterreich,"453,9",252,"3128,90",1737
Sankt Pölten (Land),Niederösterreich,293,386,"2595,50",3419
Sankt Veit an der Glan,Kärnten,"599,8",325,"3305,30",1791
Schärding,Oberösterreich,"601,10",345,"4796,90",2753
Scheibbs,Niederösterreich,"482,9",200,"3933,50",1629
Schwaz,Tirol,"462,5",390,"7079,40",5970
Spittal an der Drau,Kärnten,"453,40",344,"1800,50",1366
Steyr,Oberösterreich,"307,4",117,"3389,70",1290
Steyr-Land,Oberösterreich,"370,6",225,4075,2474
Südoststeiermark,Steiermark,"354,6",298,"2892,80",2431
Tamsweg,Salzburg,"1195,00",242,"5091,10",1031
Tulln,Niederösterreich,196,205,"2308,00",2414
Urfahr-Umgebung,Oberösterreich,"382,5",329,"4730,00",4068
Villach Land,Kärnten,"533,9",345,"2454,40",1586
Villach Stadt,Kärnten,"252,9",159,"2296,40",1444
Vöcklabruck,Oberösterreich,"332,9",457,"3732,80",5125
Voitsberg,Steiermark,"397,7",203,"3158,10",1612
Völkermarkt,Kärnten,"463,4",194,"3955,90",1656
Waidhofen an der Thaya,Niederösterreich,"253,1",65,"2717,90",698
Waidhofen an der Ybbs,Niederösterreich,401,45,"3092,10",347
Weiz,Steiermark,"237,2",215,"2325,30",2108
Wels,Oberösterreich,461,288,"4141,20",2587
Wels-Land,Oberösterreich,"337,5",249,"3358,80",2478
Wien,Wien,"209,6",#ERROR!,"3164,00",60470
Wiener Neustadt,Niederösterreich,"248,8",114,"2880,60",1320
Wiener Neustadt (Land),Niederösterreich,"223,5",175,"2122,40",1662
Wolfsberg,Kärnten,"657,7",346,"3288,50",1730
Zell am See,Salzburg,"475,9",417,"3771,60",3305
Zwettl,Niederösterreich,"378,7",159,"2998,50",1259
