Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;7281;22;158
Rust(Stadt);102;2000;916;2;13
Eisenstadt-Umgebung;103;43861;20893;69;484
Güssing;104;25770;11982;95;216
Jennersdorf;105;17109;7795;42;91
Mattersburg;106;40316;18878;82;340
Neusiedl am See;107;60397;28782;83;720
Oberpullendorf;108;37453;17209;63;391
Oberwart;109;54209;24850;145;419
Klagenfurt Stadt;201;101765;43130;276;521
Villach Stadt;202;63236;26928;172;289
Hermagor;203;18052;8463;61;65
Klagenfurt Land;204;60503;27142;126;301
Sankt Veit an der Glan;205;53880;24752;164;261
Spittal an der Drau;206;75628;35737;262;326
Villach Land;207;64920;29760;193;265
Völkermarkt;208;41834;20621;117;189
Wolfsberg;209;52488;24312;178;230
Feldkirchen;210;29783;13811;82;119
Krems an der Donau(Stadt);301;24837;11399;72;244
Sankt Pölten(Stadt);302;55878;27210;136;343
Waidhofen an der Ybbs(Stadt);303;11134;6288;40;72
Wiener Neustadt(Stadt);304;46456;23087;178;371
Amstetten;305;116592;69564;305;838
Baden;306;147113;71042;316;1345
Bruck an der Leitha;307;105507;50493;216;1118
Gänserndorf;308;105824;48357;169;1176
Gmünd;309;36275;17373;152;218
Hollabrunn;310;51332;22753;92;431
Horn;311;30838;14268;60;229
Korneuburg;312;91777;41310;141;957
Krems(Land);313;56559;28728;97;464
Lilienfeld;314;25474;13828;113;94
Melk;315;78281;44840;293;442
Mistelbach;316;75655;34260;100;735
Mödling;317;119240;54355;267;1337
Neunkirchen;318;86323;42349;246;678
Sankt Pölten(Land);319;132064;67340;296;1013
Scheibbs;320;41567;24798;95;171
Tulln;321;105762;48836;206;1055
Waidhofen an der Thaya;322;25531;12438;67;130
Wiener Neustadt(Land);323;79033;40030;196;635
Zwettl;325;41827;23163;84;239
Linz(Stadt);401;206537;93666;426;1281
Steyr(Stadt);402;37952;17524;66;194
Wels(Stadt);403;62654;31320;155;283
Braunau am Inn;404;106492;61726;252;533
Eferding;405;33368;17385;73;237
Freistadt;406;66922;37434;182;336
Gmunden;407;102102;54594;230;528
Grieskirchen;408;65137;36690;143;479
Kirchdorf an der Krems;409;57163;30114;147;335
Linz-Land;410;152391;75876;275;892
Perg;411;69241;39205;149;442
Ried im Innkreis;412;61850;34797;166;341
Rohrbach;413;56623;31656;158;360
Schärding;414;57438;31249;153;227
Steyr-Land;415;60936;32718;146;345
Urfahr-Umgebung;416;86235;46324;154;709
Vöcklabruck;417;137993;77977;326;889
Wels-Land;418;74574;41230;115;502
Salzburg(Stadt);501;155416;78905;288;1198
Hallein;502;60992;37245;138;308
Salzburg-Umgebung;503;154624;92589;299;1002
Sankt Johann im Pongau;504;81392;47537;184;400
Tamsweg;505;20118;11187;64;104
Zell am See;506;88168;46015;185;374
Graz(Stadt);601;291134;126588;534;2149
Deutschlandsberg;603;60871;29006;177;331
Graz-Umgebung;606;157853;74291;415;942
Leibnitz;610;85294;40963;182;387
Leoben;611;59151;24068;184;274
Liezen;612;79592;37417;217;384
Murau;614;27449;12026;60;87
Voitsberg;616;50947;22672;178;192
Weiz;617;90916;45686;251;534
Murtal;620;71356;31424;270;257
Bruck-Mürzzuschlag;621;98054;40341;352;494
Hartberg-Fürstenfeld;622;90619;43261;300;434
Südoststeiermark;623;83841;39809;287;403
Innsbruck-Stadt;701;131059;64419;224;1054
Imst;702;60922;34527;86;335
Innsbruck-Land;703;181698;95197;264;1289
Kitzbühel;704;64676;33180;98;288
Kufstein;705;111080;60581;236;598
Landeck;706;44346;26169;84;283
Lienz;707;48814;26819;134;188
Reutte;708;33054;17055;25;196
Schwaz;709;84456;43644;203;408
Bludenz;801;64368;35599;87;377
Bregenz;802;135310;71079;226;865
Dornbirn;803;90502;48447;160;580
Feldkirch;804;109057;58952;166;781
Wien;900;1920949;971091;4021;23167
