Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10420;25;80
Rust(Stadt);102;2021;1306;5;12
Eisenstadt-Umgebung;103;44488;29483;77;248
Güssing;104;25809;16667;101;111
Jennersdorf;105;17216;9995;44;39
Mattersburg;106;40731;26538;87;155
Neusiedl am See;107;61358;41634;85;394
Oberpullendorf;108;37556;24595;68;220
Oberwart;109;54682;34101;145;190
Klagenfurt Stadt;201;103297;58699;302;311
Villach Stadt;202;64125;35370;174;103
Hermagor;203;18069;10647;66;20
Klagenfurt Land;204;61114;35635;127;163
Sankt Veit an der Glan;205;53953;32709;167;116
Spittal an der Drau;206;75725;44279;276;97
Villach Land;207;65635;38235;205;117
Völkermarkt;208;41947;26362;121;158
Wolfsberg;209;52352;30120;201;77
Feldkirchen;210;29949;17237;83;66
Krems an der Donau(Stadt);301;24930;15541;75;135
Sankt Pölten(Stadt);302;56697;37252;146;191
Waidhofen an der Ybbs(Stadt);303;11187;8000;58;61
Wiener Neustadt(Stadt);304;47407;30658;218;151
Amstetten;305;117442;88789;309;596
Baden;306;148765;97723;361;688
Bruck an der Leitha;307;107297;72402;220;583
Gänserndorf;308;107504;69271;216;556
Gmünd;309;36152;22778;158;158
Hollabrunn;310;51879;32313;115;243
Horn;311;30875;18996;60;111
Korneuburg;312;92442;61761;145;511
Krems(Land);313;56840;38240;109;265
Lilienfeld;314;25491;17475;110;90
Melk;315;78779;58711;433;300
Mistelbach;316;76641;49166;107;352
Mödling;317;120412;79315;303;854
Neunkirchen;318;87048;56721;250;349
Sankt Pölten(Land);319;133497;93301;336;663
Scheibbs;320;41711;31080;98;197
Tulln;321;107723;70343;214;500
Waidhofen an der Thaya;322;25644;16859;80;118
Wiener Neustadt(Land);323;80020;53322;217;301
Zwettl;325;41757;29751;84;203
Linz(Stadt);401;208445;125144;471;740
Steyr(Stadt);402;37915;22919;77;161
Wels(Stadt);403;63542;39649;163;216
Braunau am Inn;404;108388;76492;269;266
Eferding;405;33715;23090;79;106
Freistadt;406;67638;48025;195;200
Gmunden;407;102765;70402;255;392
Grieskirchen;408;65929;47387;156;205
Kirchdorf an der Krems;409;57882;39018;161;225
Linz-Land;410;154320;99779;294;475
Perg;411;69905;50153;153;279
Ried im Innkreis;412;62535;44514;170;167
Rohrbach;413;57034;40434;165;179
Schärding;414;57750;39609;156;145
Steyr-Land;415;61494;42814;155;242
Urfahr-Umgebung;416;87466;61928;160;310
Vöcklabruck;417;139989;99191;340;499
Wels-Land;418;75514;53619;122;253
Salzburg(Stadt);501;155743;102393;333;443
Hallein;502;61262;45640;146;116
Salzburg-Umgebung;503;155982;116561;315;409
Sankt Johann im Pongau;504;81962;57189;184;139
Tamsweg;505;20327;13817;68;44
Zell am See;506;89017;56333;199;133
Graz(Stadt);601;293929;171144;594;767
Deutschlandsberg;603;61092;36095;182;109
Graz-Umgebung;606;161131;98522;437;422
Leibnitz;610;86399;52823;192;247
Leoben;611;59341;31298;195;187
Liezen;612;79739;46426;227;283
Murau;614;27343;15021;59;52
Voitsberg;616;51165;28151;190;66
Weiz;617;91844;56368;259;179
Murtal;620;71398;38929;294;172
Bruck-Mürzzuschlag;621;98394;51268;359;239
Hartberg-Fürstenfeld;622;91091;54673;306;165
Südoststeiermark;623;84024;49889;295;211
Innsbruck-Stadt;701;130599;85489;255;369
Imst;702;61843;42844;99;139
Innsbruck-Land;703;183827;124775;288;598
Kitzbühel;704;65482;41727;99;153
Kufstein;705;112301;75175;249;206
Landeck;706;44681;32082;93;73
Lienz;707;48854;33712;146;123
Reutte;708;33427;21516;29;63
Schwaz;709;85478;53872;219;149
Bludenz;801;64943;43138;96;136
Bregenz;802;136369;85650;240;209
Dornbirn;803;91344;59103;170;175
Feldkirch;804;110547;72329;179;167
Wien;900;1951354;1378870;4676;11195
