Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"113,3",132,"6670,10",7772
Baden,Niederösterreich,"296,4",435,"5100,50",7485
Bludenz,Vorarlberg,"57,7",37,"5547,00",3556
Braunau am Inn,Oberösterreich,"241,6",255,"6315,30",6666
Bregenz,Vorarlberg,"50,4",68,"5500,50",7425
Bruck an der Leitha,Niederösterreich,"277,6",288,"4324,50",4486
Bruck-Mürzzuschlag,Steiermark,"133,7",132,"5165,30",5098
Deutschlandsberg,Steiermark,"151,1",92,"4871,30",2965
Dornbirn,Vorarlberg,"48,9",44,"6893,40",6198
Eferding,Oberösterreich,"192,9",64,"7173,40",2380
Eisenstadt,Burgenland,"330,7",49,"4792,10",710
Eisenstadt-Umgebung,Burgenland,"298,4",129,"4267,30",1845
Feldkirch,Vorarlberg,"74,9",81,"6156,30",6657
Feldkirchen,Kärnten,"200,7",60,"6120,00",1830
Freistadt,Oberösterreich,"228,8",153,"6619,70",4426
Gänserndorf,Niederösterreich,"205,2",215,"4133,30",4331
Gmünd,Niederösterreich,290,106,"5851,80",2139
Gmunden,Oberösterreich,"172,8",176,"6206,60",6322
Graz,Steiermark,134,390,"4247,70",12364
Graz-Umgebung,Steiermark,"119,8",187,"4280,80",6681
Grieskirchen,Oberösterreich,"87,9",57,"6914,80",4486
Güssing,Burgenland,"303,5",78,"5953,50",1530
Hallein,Salzburg,"307,4",187,"8978,40",5461
Hartberg-Fürstenfeld,Steiermark,"195,4",177,"6221,40",5637
Hermagor,Kärnten,"265,9",48,"9709,80",1753
Hollabrunn,Niederösterreich,"150,9",77,"3830,90",1955
Horn,Niederösterreich,"274,8",85,"3445,80",1066
Imst,Tirol,"286,1",173,"6387,90",3863
Innsbruck-Land,Tirol,"132,4",239,"5870,20",10593
Innsbruck-Stadt,Tirol,"145,5",192,"5578,20",7361
Jennersdorf,Burgenland,"257,4",44,"6381,20",1091
Kirchdorf an der Krems,Oberösterreich,"303,1",173,"5757,70",3286
Kitzbühel,Tirol,"112,2",72,"5794,20",3718
Klagenfurt Land,Kärnten,190,114,"5605,40",3364
Klagenfurt Stadt,Kärnten,"177,7",180,"5112,50",5179
Korneuburg,Niederösterreich,"198,3",181,"3682,00",3360
Krems (Land),Niederösterreich,"180,6",102,"4707,30",2659
Krems an der Donau,Niederösterreich,"187,7",47,"4357,70",1091
Kufstein,Tirol,126,139,"6894,70",7604
Landeck,Tirol,"121,7",54,"6993,20",3104
Leibnitz,Steiermark,"278,4",236,"5354,20",4538
Leoben,Steiermark,"150,8",90,"4534,30",2707
Lienz,Tirol,"389,8",190,"8221,50",4007
Liezen,Steiermark,"174,5",139,"5482,60",4367
Lilienfeld,Niederösterreich,"148,1",38,"4794,40",1230
Linz,Oberösterreich,"153,9",318,"5143,90",10627
Linz-Land,Oberösterreich,"134,8",204,"5222,90",7906
Mattersburg,Burgenland,"259,7",104,"4467,80",1789
Melk,Niederösterreich,"171,4",134,"5348,40",4182
Mistelbach,Niederösterreich,"174,5",132,"3863,80",2922
Mödling,Niederösterreich,"193,9",231,"4093,50",4876
Murau,Steiermark,"130,7",36,"5184,60",1428
Murtal,Steiermark,"124,1",89,"5175,90",3711
