Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10716;25;4
Rust(Stadt);102;2021;1331;5;1
Eisenstadt-Umgebung;103;44488;30236;78;3
Güssing;104;25809;16951;101;1
Jennersdorf;105;17216;10106;44;2
Mattersburg;106;40731;27022;88;2
Neusiedl am See;107;61358;42816;85;14
Oberpullendorf;108;37556;25187;68;0
Oberwart;109;54682;34760;145;2
Klagenfurt Stadt;201;103297;59519;304;3
Villach Stadt;202;64125;35839;174;1
Hermagor;203;18069;10717;66;0
Klagenfurt Land;204;61114;36073;127;1
Sankt Veit an der Glan;205;53953;33120;167;4
Spittal an der Drau;206;75725;44668;275;1
Villach Land;207;65635;38662;204;2
Völkermarkt;208;41947;26665;121;3
Wolfsberg;209;52352;30395;203;4
Feldkirchen;210;29949;17394;83;3
Krems an der Donau(Stadt);301;24930;15894;75;3
Sankt Pölten(Stadt);302;56697;38052;146;4
Waidhofen an der Ybbs(Stadt);303;11187;8143;59;2
Wiener Neustadt(Stadt);304;47407;31188;224;4
Amstetten;305;117442;90226;309;6
Baden;306;148765;100106;364;19
Bruck an der Leitha;307;107297;74338;220;23
Gänserndorf;308;107504;71121;305;17
Gmünd;309;36152;23183;158;0
Hollabrunn;310;51879;32932;116;7
Horn;311;30875;19224;60;0
Korneuburg;312;92442;63579;146;12
Krems(Land);313;56840;38916;163;4
Lilienfeld;314;25491;17790;111;1
Melk;315;78779;59599;512;15
Mistelbach;316;76641;50270;107;6
Mödling;317;120412;81881;309;34
Neunkirchen;318;87048;57824;251;9
Sankt Pölten(Land);319;133497;95336;336;16
Scheibbs;320;41711;31563;98;4
Tulln;321;107723;72109;214;16
Waidhofen an der Thaya;322;25644;17115;80;0
Wiener Neustadt(Land);323;80020;54217;219;11
Zwettl;325;41757;30284;84;2
Linz(Stadt);401;208445;127349;474;12
Steyr(Stadt);402;37915;23397;84;0
Wels(Stadt);403;63542;40444;165;5
Braunau am Inn;404;108388;77214;270;6
Eferding;405;33715;23395;81;1
Freistadt;406;67638;48571;202;3
Gmunden;407;102765;71173;256;7
Grieskirchen;408;65929;47917;158;2
Kirchdorf an der Krems;409;57882;39582;167;6
Linz-Land;410;154320;101312;296;12
Perg;411;69905;50801;155;2
Ried im Innkreis;412;62535;44985;170;0
Rohrbach;413;57034;40800;165;0
Schärding;414;57750;39940;156;1
Steyr-Land;415;61494;43502;158;5
Urfahr-Umgebung;416;87466;62786;161;8
Vöcklabruck;417;139989;100358;340;2
Wels-Land;418;75514;54563;123;5
Salzburg(Stadt);501;155743;103701;344;15
Hallein;502;61262;46004;148;5
Salzburg-Umgebung;503;155982;117707;318;10
Sankt Johann im Pongau;504;81962;57558;184;0
Tamsweg;505;20327;13948;68;0
Zell am See;506;89017;56718;202;5
Graz(Stadt);601;293929;174006;610;28
Deutschlandsberg;603;61092;36443;184;3
Graz-Umgebung;606;161131;100036;441;8
Leibnitz;610;86399;53525;195;8
Leoben;611;59341;31790;197;3
Liezen;612;79739;46837;229;1
Murau;614;27343;15172;60;0
Voitsberg;616;51165;28383;191;1
Weiz;617;91844;56869;260;4
Murtal;620;71398;39341;294;3
Bruck-Mürzzuschlag;621;98394;51871;359;5
Hartberg-Fürstenfeld;622;91091;55197;311;4
Südoststeiermark;623;84024;50503;296;2
Innsbruck-Stadt;701;130599;86613;261;12
Imst;702;61843;43195;103;0
Innsbruck-Land;703;183827;126196;292;26
Kitzbühel;704;65482;42045;102;1
Kufstein;705;112301;75625;256;3
Landeck;706;44681;32292;93;1
Lienz;707;48854;33990;148;0
Reutte;708;33427;21722;34;5
Schwaz;709;85478;54245;222;3
Bludenz;801;64943;43384;99;2
Bregenz;802;136369;86155;243;4
Dornbirn;803;91344;59567;171;1
Feldkirch;804;110547;72768;179;2
Wien;900;1951354;1420895;4816;441
