Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8393;24;63
Rust(Stadt);102;2021;1040;4;9
Eisenstadt-Umgebung;103;44488;24170;72;138
Güssing;104;25809;13652;100;86
Jennersdorf;105;17216;8634;43;65
Mattersburg;106;40731;21912;83;209
Neusiedl am See;107;61358;34187;87;253
Oberpullendorf;108;37556;20313;63;249
Oberwart;109;54682;28230;145;251
Klagenfurt Stadt;201;103297;49283;284;461
Villach Stadt;202;64125;30374;174;288
Hermagor;203;18069;9326;62;89
Klagenfurt Land;204;61114;30513;128;317
Sankt Veit an der Glan;205;53953;27770;167;295
Spittal an der Drau;206;75725;39243;268;377
Villach Land;207;65635;33216;197;309
Völkermarkt;208;41947;23069;122;327
Wolfsberg;209;52352;26635;182;236
Feldkirchen;210;29949;15209;83;139
Krems an der Donau(Stadt);301;24930;12803;74;110
Sankt Pölten(Stadt);302;56697;30732;142;300
Waidhofen an der Ybbs(Stadt);303;11187;7006;41;98
Wiener Neustadt(Stadt);304;47407;26063;193;165
Amstetten;305;117442;76906;309;915
Baden;306;148765;80730;329;541
Bruck an der Leitha;307;107297;58707;215;521
Gänserndorf;308;107504;55868;181;470
Gmünd;309;36152;19150;151;148
Hollabrunn;310;51879;26243;98;173
Horn;311;30875;15726;60;85
Korneuburg;312;92442;48497;145;421
Krems(Land);313;56840;31917;103;308
Lilienfeld;314;25491;15149;113;119
Melk;315;78779;50218;311;490
Mistelbach;316;76641;39518;103;404
Mödling;317;120412;63088;269;492
Neunkirchen;318;87048;47860;248;480
Sankt Pölten(Land);319;133497;76339;318;788
Scheibbs;320;41711;27336;94;215
Tulln;321;107723;56372;208;502
Waidhofen an der Thaya;322;25644;13970;73;113
Wiener Neustadt(Land);323;80020;44955;199;296
Zwettl;325;41757;25520;85;209
Linz(Stadt);401;208445;105629;448;938
Steyr(Stadt);402;37915;19299;69;199
Wels(Stadt);403;63542;34446;156;282
Braunau am Inn;404;108388;67032;256;714
Eferding;405;33715;19511;75;253
Freistadt;406;67638;41697;188;423
Gmunden;407;102765;59965;237;677
Grieskirchen;408;65929;40552;146;559
Kirchdorf an der Krems;409;57882;33199;150;259
Linz-Land;410;154320;84611;286;922
Perg;411;69905;43033;150;474
Ried im Innkreis;412;62535;38315;168;362
Rohrbach;413;57034;34802;158;274
Schärding;414;57750;34401;155;513
Steyr-Land;415;61494;36254;149;384
Urfahr-Umgebung;416;87466;52180;157;659
Vöcklabruck;417;139989;85648;333;978
Wels-Land;418;75514;45660;116;509
Salzburg(Stadt);501;155743;88245;300;605
Hallein;502;61262;40270;143;294
Salzburg-Umgebung;503;155982;101501;306;940
Sankt Johann im Pongau;504;81962;51545;188;395
Tamsweg;505;20327;12384;67;103
Zell am See;506;89017;49914;188;347
Graz(Stadt);601;293929;144750;546;1398
Deutschlandsberg;603;61092;31516;179;240
Graz-Umgebung;606;161131;83051;418;979
Leibnitz;610;86399;45035;186;484
Leoben;611;59341;26913;187;325
Liezen;612;79739;40568;221;287
Murau;614;27343;13223;60;78
Voitsberg;616;51165;24596;183;256
Weiz;617;91844;49681;255;396
Murtal;620;71398;34235;274;292
Bruck-Mürzzuschlag;621;98394;44556;354;357
Hartberg-Fürstenfeld;622;91091;47338;306;299
Südoststeiermark;623;84024;43372;292;370
Innsbruck-Stadt;701;130599;72631;236;705
Imst;702;61843;37623;88;306
Innsbruck-Land;703;183827;106231;272;1131
Kitzbühel;704;65482;36436;97;307
Kufstein;705;112301;66569;239;683
Landeck;706;44681;28428;88;130
Lienz;707;48854;29733;141;296
Reutte;708;33427;19014;28;180
Schwaz;709;85478;47748;213;421
Bludenz;801;64943;38606;93;283
Bregenz;802;136369;76496;230;352
Dornbirn;803;91344;52581;166;282
Feldkirch;804;110547;64347;173;554
Wien;900;1951354;1136979;4243;8310
