Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9221;24;95
Rust(Stadt);102;2021;1112;4;13
Eisenstadt-Umgebung;103;44488;26125;73;218
Güssing;104;25809;14834;100;106
Jennersdorf;105;17216;9283;43;55
Mattersburg;106;40731;23826;84;181
Neusiedl am See;107;61358;36513;85;277
Oberpullendorf;108;37556;21809;65;143
Oberwart;109;54682;30645;144;199
Klagenfurt Stadt;201;103297;54350;295;490
Villach Stadt;202;64125;33237;174;204
Hermagor;203;18069;10060;63;52
Klagenfurt Land;204;61114;33382;127;241
Sankt Veit an der Glan;205;53953;31072;167;212
Spittal an der Drau;206;75725;42139;275;156
Villach Land;207;65635;36123;201;243
Völkermarkt;208;41947;24821;121;107
Wolfsberg;209;52352;28585;193;163
Feldkirchen;210;29949;16474;83;73
Krems an der Donau(Stadt);301;24930;13984;74;95
Sankt Pölten(Stadt);302;56697;33337;145;258
Waidhofen an der Ybbs(Stadt);303;11187;7454;40;46
Wiener Neustadt(Stadt);304;47407;27804;199;207
Amstetten;305;117442;82107;309;429
Baden;306;148765;87194;337;600
Bruck an der Leitha;307;107297;63345;216;501
Gänserndorf;308;107504;60298;191;496
Gmünd;309;36152;20741;157;139
Hollabrunn;310;51879;28357;102;265
Horn;311;30875;17194;60;135
Korneuburg;312;92442;53309;145;527
Krems(Land);313;56840;34710;105;302
Lilienfeld;314;25491;16192;110;88
Melk;315;78779;53884;326;286
Mistelbach;316;76641;42748;105;369
Mödling;317;120412;68729;275;538
Neunkirchen;318;87048;51550;248;321
Sankt Pölten(Land);319;133497;83095;324;742
Scheibbs;320;41711;29003;94;128
Tulln;321;107723;61620;209;522
Waidhofen an der Thaya;322;25644;15136;75;126
Wiener Neustadt(Land);323;80020;48441;205;328
Zwettl;325;41757;27443;84;162
Linz(Stadt);401;208445;114932;455;702
Steyr(Stadt);402;37915;20955;71;161
Wels(Stadt);403;63542;36877;159;173
Braunau am Inn;404;108388;72316;262;358
Eferding;405;33715;21378;77;139
Freistadt;406;67638;44902;191;243
Gmunden;407;102765;65107;244;369
Grieskirchen;408;65929;44161;149;195
Kirchdorf an der Krems;409;57882;36278;155;237
Linz-Land;410;154320;92323;285;570
Perg;411;69905;46581;151;221
Ried im Innkreis;412;62535;41694;169;201
Rohrbach;413;57034;37469;160;237
Schärding;414;57750;37347;155;114
Steyr-Land;415;61494;39596;152;284
Urfahr-Umgebung;416;87466;57225;156;290
Vöcklabruck;417;139989;92736;335;440
Wels-Land;418;75514;49491;118;277
Salzburg(Stadt);501;155743;94909;306;417
Hallein;502;61262;43274;143;178
Salzburg-Umgebung;503;155982;109549;309;477
Sankt Johann im Pongau;504;81962;54381;184;165
Tamsweg;505;20327;13239;67;62
Zell am See;506;89017;53415;192;193
Graz(Stadt);601;293929;157087;556;874
Deutschlandsberg;603;61092;34100;179;192
Graz-Umgebung;606;161131;90691;420;508
Leibnitz;610;86399;48845;187;254
Leoben;611;59341;29254;189;159
Liezen;612;79739;43794;223;219
Murau;614;27343;14516;59;55
Voitsberg;616;51165;26508;185;145
Weiz;617;91844;52995;254;307
Murtal;620;71398;36744;279;236
Bruck-Mürzzuschlag;621;98394;47895;353;271
Hartberg-Fürstenfeld;622;91091;50808;297;281
Südoststeiermark;623;84024;46539;293;320
Innsbruck-Stadt;701;130599;78571;242;346
Imst;702;61843;40274;90;195
Innsbruck-Land;703;183827;115329;272;492
Kitzbühel;704;65482;39420;97;139
Kufstein;705;112301;71584;242;294
Landeck;706;44681;30127;90;122
Lienz;707;48854;32224;145;124
Reutte;708;33427;20303;29;73
Schwaz;709;85478;50881;216;169
Bludenz;801;64943;41061;95;150
Bregenz;802;136369;80914;233;303
Dornbirn;803;91344;55497;168;258
Feldkirch;804;110547;68557;174;242
Wien;900;1951354;1212436;4322;7122
