Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"110,7",129,"6231,50",7261
Baden,Niederösterreich,"145,8",214,"3846,70",5645
Bludenz,Vorarlberg,"90,5",58,"5167,90",3313
Braunau am Inn,Oberösterreich,199,210,"5133,90",5419
Bregenz,Vorarlberg,"62,2",84,"5262,00",7103
Bruck an der Leitha,Niederösterreich,"91,6",95,"3290,10",3413
Bruck-Mürzzuschlag,Steiermark,152,150,"4413,50",4356
Deutschlandsberg,Steiermark,"164,3",100,"4133,60",2516
Dornbirn,Vorarlberg,"106,8",96,"6549,70",5889
Eferding,Oberösterreich,"39,2",13,"6646,00",2205
Eisenstadt,Burgenland,"33,7",5,"3887,70",576
Eisenstadt-Umgebung,Burgenland,"76,3",33,"3335,20",1442
Feldkirch,Vorarlberg,"103,6",112,"5720,70",6186
Feldkirchen,Kärnten,"100,3",30,"5390,90",1612
Freistadt,Oberösterreich,"82,3",55,"6087,30",4070
Gänserndorf,Niederösterreich,"170,8",179,"3089,30",3237
Gmünd,Niederösterreich,"57,5",21,"4716,40",1724
Gmunden,Oberösterreich,"100,1",102,"5510,60",5613
Graz,Steiermark,"60,1",175,"3574,00",10403
Graz-Umgebung,Steiermark,"113,4",177,"3666,30",5722
Grieskirchen,Oberösterreich,"77,1",50,"6498,70",4216
Güssing,Burgenland,"186,8",48,"4829,00",1241
Hallein,Salzburg,"177,6",108,"8087,30",4919
Hartberg-Fürstenfeld,Steiermark,"196,5",178,"4929,00",4466
Hermagor,Kärnten,"376,6",68,"7172,90",1295
Hollabrunn,Niederösterreich,"203,8",104,"2857,00",1458
Horn,Niederösterreich,97,30,"2534,30",784
Imst,Tirol,43,26,"5514,80",3335
Innsbruck-Land,Tirol,"50,4",91,"5497,80",9921
Innsbruck-Stadt,Tirol,"40,2",53,"5227,30",6898
Jennersdorf,Burgenland,"356,8",61,"4924,80",842
Kirchdorf an der Krems,Oberösterreich,"54,3",31,"4941,20",2820
Kitzbühel,Tirol,"76,4",49,"5228,50",3355
Klagenfurt Land,Kärnten,"131,6",79,"4853,90",2913
Klagenfurt Stadt,Kärnten,"98,7",100,"4384,00",4441
Korneuburg,Niederösterreich,"81,1",74,"2959,90",2701
Krems (Land),Niederösterreich,"129,2",73,"4165,60",2353
Krems an der Donau,Niederösterreich,"51,9",13,"3870,40",969
Kufstein,Tirol,"78,9",87,"6362,50",7017
Landeck,Tirol,"65,3",29,"6508,80",2889
Leibnitz,Steiermark,"88,5",75,"4304,10",3648
Leoben,Steiermark,"82,1",49,"3897,80",2327
Lienz,Tirol,"229,8",112,"6828,30",3328
Liezen,Steiermark,"84,1",67,"4852,40",3865
Lilienfeld,Niederösterreich,"54,6",14,"4131,70",1060
Linz,Oberösterreich,"42,1",87,"4607,60",9519
Linz-Land,Oberösterreich,"57,5",87,"4693,80",7105
Mattersburg,Burgenland,"52,4",21,"3571,30",1430
Melk,Niederösterreich,"66,5",52,"4600,30",3597
Mistelbach,Niederösterreich,"226,1",171,"2759,70",2087
Mödling,Niederösterreich,"78,1",93,"3313,60",3947
Murau,Steiermark,"148,9",41,"4625,50",1274
Murtal,Steiermark,"82,3",59,"4650,10",3334
Neunkirchen,Niederösterreich,"118,1",102,"4011,90",3464
Neusiedl am See,Burgenland,95,57,"3430,60",2058
Oberpullendorf,Burgenland,"77,6",29,"4156,90",1554
Oberwart,Burgenland,"73,8",40,"3934,20",2132
Perg,Oberösterreich,"124,7",86,"5925,90",4087
Reutte,Tirol,"100,5",33,"3891,80",1278
Ried im Innkreis,Oberösterreich,"87,5",54,"6766,10",4174
Rohrbach,Oberösterreich,"118,5",67,"7578,00",4285
Rust,Burgenland,0,±0,"3434,30",68
Salzburg,Salzburg,"123,9",192,"5210,30",8077
Salzburg-Umgebung,Salzburg,"98,4",151,"5679,80",8718
Sankt Johann im Pongau,Salzburg,"209,4",170,"8296,20",6736
Sankt Pölten,Niederösterreich,"43,2",24,"4398,90",2442
Sankt Pölten (Land),Niederösterreich,"77,4",102,"3719,00",4899
Sankt Veit an der Glan,Kärnten,"73,8",40,"5246,70",2843
Schärding,Oberösterreich,"76,7",44,"7056,90",4050
Scheibbs,Niederösterreich,"101,4",42,"5973,80",2474
Schwaz,Tirol,"118,6",100,"9008,80",7597
Spittal an der Drau,Kärnten,"196,4",149,"4393,20",3333
Steyr,Oberösterreich,"31,5",12,"4443,50",1691
Steyr-Land,Oberösterreich,"37,9",23,"5425,20",3294
Südoststeiermark,Steiermark,"165,4",139,"4698,00",3948
Tamsweg,Salzburg,"177,8",36,"9772,40",1979
Tulln,Niederösterreich,"63,1",66,"3491,60",3652
Urfahr-Umgebung,Oberösterreich,"58,1",50,"5753,20",4948
Villach Land,Kärnten,"133,1",86,"4517,30",2919
Villach Stadt,Kärnten,"103,4",65,"3867,60",2432
Vöcklabruck,Oberösterreich,"56,1",77,"5519,40",7578
Voitsberg,Steiermark,"66,6",34,"4335,50",2213
Völkermarkt,Kärnten,"117,1",49,"6335,10",2652
