Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;2804;13;308
Rust(Stadt);102;2000;255;1;37
Eisenstadt-Umgebung;103;43861;7869;38;919
Güssing;104;25770;5224;73;617
Jennersdorf;105;17109;3211;30;358
Mattersburg;106;40316;8056;56;955
Neusiedl am See;107;60397;11371;55;1480
Oberpullendorf;108;37453;6680;49;790
Oberwart;109;54209;10406;99;1188
Klagenfurt Stadt;201;101765;23043;192;2773
Villach Stadt;202;63236;15161;112;1905
Hermagor;203;18052;4591;37;531
Klagenfurt Land;204;60503;14007;85;1842
Sankt Veit an der Glan;205;53880;11600;121;1672
Spittal an der Drau;206;75628;21045;170;2423
Villach Land;207;64920;16213;133;2106
Völkermarkt;208;41834;11084;81;1744
Wolfsberg;209;52488;12113;130;1460
Feldkirchen;210;29783;7817;65;1225
Krems an der Donau(Stadt);301;24837;4839;37;526
Sankt Pölten(Stadt);302;55878;12470;84;1214
Waidhofen an der Ybbs(Stadt);303;11134;3059;23;336
Wiener Neustadt(Stadt);304;46456;11069;116;1019
Amstetten;305;116592;33464;153;3277
Baden;306;147113;31467;202;2868
Bruck an der Leitha;307;105507;20880;106;2112
Gänserndorf;308;105824;18732;85;2077
Gmünd;309;36275;6950;71;721
Hollabrunn;310;51332;8177;65;1040
Horn;311;30838;5048;30;703
Korneuburg;312;91777;15864;71;1658
Krems(Land);313;56559;11539;48;1428
Lilienfeld;314;25474;6124;56;504
Melk;315;78281;21547;138;2365
Mistelbach;316;75655;12008;43;1314
Mödling;317;119240;21410;149;2064
Neunkirchen;318;86323;19633;128;1906
Sankt Pölten(Land);319;132064;29241;185;3179
Scheibbs;320;41567;12173;68;1229
Tulln;321;105762;18125;109;1865
Waidhofen an der Thaya;322;25531;5222;28;516
Wiener Neustadt(Land);323;79033;18057;130;1733
Zwettl;325;41827;10383;55;1355
Linz(Stadt);401;206537;48342;318;5069
Steyr(Stadt);402;37952;9084;48;1038
Wels(Stadt);403;62654;17450;118;1547
Braunau am Inn;404;106492;34735;186;3050
Eferding;405;33368;8572;57;1047
Freistadt;406;66922;18680;117;2099
Gmunden;407;102102;28520;160;3271
Grieskirchen;408;65137;18439;109;2358
Kirchdorf an der Krems;409;57163;14787;108;1733
Linz-Land;410;152391;40036;183;4063
Perg;411;69241;18794;114;1982
Ried im Innkreis;412;61850;18512;124;1721
Rohrbach;413;56623;17156;120;2065
Schärding;414;57438;16209;110;1767
Steyr-Land;415;60936;15520;111;1819
Urfahr-Umgebung;416;86235;22577;97;2577
Vöcklabruck;417;137993;41332;243;4045
Wels-Land;418;74574;21458;93;2251
Salzburg(Stadt);501;155416;41262;216;3700
Hallein;502;60992;22708;91;1683
Salzburg-Umgebung;503;154624;48143;200;4423
Sankt Johann im Pongau;504;81392;31446;134;1953
Tamsweg;505;20118;7276;52;448
Zell am See;506;88168;27649;133;2706
Graz(Stadt);601;291134;57207;396;6466
Deutschlandsberg;603;60871;12157;134;1444
Graz-Umgebung;606;157853;32112;306;4102
Leibnitz;610;85294;18551;143;2679
Leoben;611;59151;10527;137;1250
Liezen;612;79592;19826;150;1801
Murau;614;27449;5456;38;520
Voitsberg;616;50947;10424;141;1597
Weiz;617;90916;21948;185;2905
Murtal;620;71356;15689;218;2089
Bruck-Mürzzuschlag;621;98054;19486;280;2664
Hartberg-Fürstenfeld;622;90619;21023;219;2833
Südoststeiermark;623;83841;17467;211;2383
Innsbruck-Stadt;701;131059;33636;138;3585
Imst;702;60922;20846;52;1939
Innsbruck-Land;703;181698;49913;171;5528
Kitzbühel;704;64676;20706;53;1536
Kufstein;705;111080;37206;169;3630
Landeck;706;44346;16405;57;1601
Lienz;707;48814;16076;71;1317
Reutte;708;33054;8458;13;904
Schwaz;709;84456;26065;141;2353
Bludenz;801;64368;18215;73;1975
Bregenz;802;135310;35021;165;4224
Dornbirn;803;90502;25327;110;2962
Feldkirch;804;109057;29326;118;3560
Wien;900;1920949;462873;2940;43392
