Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8265;24;62
Rust(Stadt);102;2021;1006;4;7
Eisenstadt-Umgebung;103;44488;23757;72;208
Güssing;104;25809;13446;100;70
Jennersdorf;105;17216;8519;42;42
Mattersburg;106;40731;21298;84;196
Neusiedl am See;107;61358;33260;87;539
Oberpullendorf;108;37556;19584;63;166
Oberwart;109;54682;27607;146;187
Klagenfurt Stadt;201;103297;48073;283;446
Villach Stadt;202;64125;29823;172;218
Hermagor;203;18069;9167;62;33
Klagenfurt Land;204;61114;29789;127;233
Sankt Veit an der Glan;205;53953;27057;166;235
Spittal an der Drau;206;75725;38433;267;282
Villach Land;207;65635;32538;197;235
Völkermarkt;208;41947;22339;121;157
Wolfsberg;209;52352;26079;182;140
Feldkirchen;210;29949;14917;83;128
Krems an der Donau(Stadt);301;24930;12543;73;82
Sankt Pölten(Stadt);302;56697;30096;144;300
Waidhofen an der Ybbs(Stadt);303;11187;6783;40;58
Wiener Neustadt(Stadt);304;47407;25567;190;161
Amstetten;305;117442;75132;308;549
Baden;306;148765;79492;331;551
Bruck an der Leitha;307;107297;57440;216;571
Gänserndorf;308;107504;54775;182;518
Gmünd;309;36152;18837;153;93
Hollabrunn;310;51879;25767;96;280
Horn;311;30875;15531;60;86
Korneuburg;312;92442;47507;142;447
Krems(Land);313;56840;31359;102;212
Lilienfeld;314;25491;14859;113;90
Melk;315;78779;48731;307;502
Mistelbach;316;76641;38616;102;311
Mödling;317;120412;61779;271;511
Neunkirchen;318;87048;46854;248;387
Sankt Pölten(Land);319;133497;74312;317;663
Scheibbs;320;41711;26758;95;228
Tulln;321;107723;55147;207;519
Waidhofen an der Thaya;322;25644;13644;72;115
Wiener Neustadt(Land);323;80020;44242;199;270
Zwettl;325;41757;25011;84;143
Linz(Stadt);401;208445;103325;443;661
Steyr(Stadt);402;37915;18884;69;133
Wels(Stadt);403;63542;33800;156;182
Braunau am Inn;404;108388;65664;255;292
Eferding;405;33715;18974;73;107
Freistadt;406;67638;40683;188;329
Gmunden;407;102765;58692;236;282
Grieskirchen;408;65929;39461;147;198
Kirchdorf an der Krems;409;57882;32516;150;198
Linz-Land;410;154320;82769;282;450
Perg;411;69905;41998;152;306
Ried im Innkreis;412;62535;37645;168;149
Rohrbach;413;57034;34106;158;171
Schärding;414;57750;33496;155;127
Steyr-Land;415;61494;35287;148;202
Urfahr-Umgebung;416;87466;50748;155;314
Vöcklabruck;417;139989;83863;333;451
Wels-Land;418;75514;44635;116;251
Salzburg(Stadt);501;155743;86720;299;478
Hallein;502;61262;39593;144;171
Salzburg-Umgebung;503;155982;99572;305;469
Sankt Johann im Pongau;504;81962;50775;188;224
Tamsweg;505;20327;12147;67;87
Zell am See;506;89017;49222;188;216
Graz(Stadt);601;293929;141303;546;1022
Deutschlandsberg;603;61092;31056;178;164
Graz-Umgebung;606;161131;81244;419;521
Leibnitz;610;86399;44046;185;279
Leoben;611;59341;26240;187;174
Liezen;612;79739;39865;219;244
Murau;614;27343;13012;60;94
Voitsberg;616;51165;24156;181;114
Weiz;617;91844;48894;254;242
Murtal;620;71398;33660;273;217
Bruck-Mürzzuschlag;621;98394;43733;357;245
Hartberg-Fürstenfeld;622;91091;46696;306;224
Südoststeiermark;623;84024;42667;292;217
Innsbruck-Stadt;701;130599;71051;234;429
Imst;702;61843;36998;88;148
Innsbruck-Land;703;183827;103888;270;579
Kitzbühel;704;65482;35757;98;180
Kufstein;705;112301;65080;239;325
Landeck;706;44681;27969;87;92
Lienz;707;48854;29035;138;185
Reutte;708;33427;18626;28;112
Schwaz;709;85478;46767;213;267
Bludenz;801;64943;38042;94;126
Bregenz;802;136369;75644;231;288
Dornbirn;803;91344;51867;166;205
Feldkirch;804;110547;63246;172;252
Wien;900;1951354;1110804;4204;9682
