Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"124,4",145,"8299,00",9670
Baden,Niederösterreich,"82,5",121,"6576,40",9651
Bludenz,Vorarlberg,"118,6",76,"6248,90",4006
Braunau am Inn,Oberösterreich,"193,3",204,"8338,00",8801
Bregenz,Vorarlberg,"271,9",367,"6751,80",9114
Bruck an der Leitha,Niederösterreich,"108,9",113,"5704,90",5918
Bruck-Mürzzuschlag,Steiermark,80,79,"5949,50",5872
Deutschlandsberg,Steiermark,"228,4",139,"6305,60",3838
Dornbirn,Vorarlberg,"221,3",199,"8025,60",7216
Eferding,Oberösterreich,"123,6",41,"8204,20",2722
Eisenstadt,Burgenland,"67,5",10,"6310,70",935
Eisenstadt-Umgebung,Burgenland,"94,8",41,"5361,30",2318
Feldkirch,Vorarlberg,"240,4",260,"7238,30",7827
Feldkirchen,Kärnten,"197,3",59,"7701,80",2303
Freistadt,Oberösterreich,163,109,"7992,70",5344
Gänserndorf,Niederösterreich,"96,4",101,"5377,80",5635
Gmünd,Niederösterreich,"87,5",32,"7244,30",2648
Gmunden,Oberösterreich,"90,3",92,"7438,70",7577
Graz,Steiermark,158,460,"5302,80",15435
Graz-Umgebung,Steiermark,"133,3",208,"5320,00",8303
Grieskirchen,Oberösterreich,"140,3",91,"7828,90",5079
Güssing,Burgenland,"112,8",29,"7058,60",1814
Hallein,Salzburg,"307,4",187,"10596,10",6445
Hartberg-Fürstenfeld,Steiermark,"203,1",184,"7760,00",7031
Hermagor,Kärnten,"16,6",3,"10302,40",1860
Hollabrunn,Niederösterreich,"70,5",36,"4947,80",2525
Horn,Niederösterreich,"129,3",40,"4771,10",1476
Imst,Tirol,301,182,"7929,00",4795
Innsbruck-Land,Tirol,"176,8",319,"7286,70",13149
Innsbruck-Stadt,Tirol,"212,9",281,"7011,20",9252
Jennersdorf,Burgenland,"128,7",22,"7521,80",1286
Kirchdorf an der Krems,Oberösterreich,"108,6",62,"7087,70",4045
Kitzbühel,Tirol,"99,7",64,"6774,40",4347
Klagenfurt Land,Kärnten,"148,3",89,"6783,40",4071
Klagenfurt Stadt,Kärnten,"131,3",133,"5979,30",6057
Korneuburg,Niederösterreich,69,63,"4603,60",4201
Krems (Land),Niederösterreich,"111,5",63,"5626,10",3178
Krems an der Donau,Niederösterreich,"119,8",30,"5356,30",1341
Kufstein,Tirol,"179,5",198,"8376,30",9238
Landeck,Tirol,"108,1",48,"7934,90",3522
Leibnitz,Steiermark,"161,6",137,"6688,60",5669
Leoben,Steiermark,"70,4",42,"5448,90",3253
Lienz,Tirol,279,136,"10593,40",5163
Liezen,Steiermark,"109,2",87,"6650,20",5297
Lilienfeld,Niederösterreich,"194,9",50,"6088,50",1562
Linz,Oberösterreich,"171,8",355,"6331,20",13080
Linz-Land,Oberösterreich,144,218,"6443,80",9754
Mattersburg,Burgenland,"74,9",30,"5576,60",2233
Melk,Niederösterreich,"144,5",113,"7188,80",5621
Mistelbach,Niederösterreich,"67,4",51,"4830,40",3653
Mödling,Niederösterreich,73,87,"5257,10",6262
Murau,Steiermark,"261,4",72,"6785,80",1869
Murtal,Steiermark,"249,7",179,"6562,20",4705
Neunkirchen,Niederösterreich,"103,1",89,"6759,10",5836
Neusiedl am See,Burgenland,"71,7",43,"5367,60",3220
Oberpullendorf,Burgenland,"56,2",21,"5943,70",2222
Oberwart,Burgenland,"108,9",59,"6659,70",3609
Perg,Oberösterreich,"111,6",77,"8208,20",5661
Reutte,Tirol,204,67,"5846,90",1920
Ried im Innkreis,Oberösterreich,201,124,"9340,20",5762
Rohrbach,Oberösterreich,"84,9",48,"8929,20",5049
Rust,Burgenland,"50,5",1,"3737,40",74
Salzburg,Salzburg,"136,1",211,"7340,30",11379
Salzburg-Umgebung,Salzburg,"150,5",231,"7935,90",12181
Sankt Johann im Pongau,Salzburg,"158,9",129,"11556,30",9383
Sankt Pölten,Niederösterreich,"190,9",106,"6594,70",3661
Sankt Pölten (Land),Niederösterreich,"110,1",145,"5698,10",7506
Sankt Veit an der Glan,Kärnten,"112,6",61,"7086,70",3840
