Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6974;22;87
Rust(Stadt);102;2000;882;2;3
Eisenstadt-Umgebung;103;43861;19943;69;310
Güssing;104;25770;11533;95;65
Jennersdorf;105;17109;7627;41;12
Mattersburg;106;40316;18069;82;161
Neusiedl am See;107;60397;27392;83;246
Oberpullendorf;108;37453;16430;63;170
Oberwart;109;54209;24033;145;105
Klagenfurt Stadt;201;101765;42089;276;206
Villach Stadt;202;63236;26388;172;90
Hermagor;203;18052;8346;61;21
Klagenfurt Land;204;60503;26601;126;127
Sankt Veit an der Glan;205;53880;24239;164;143
Spittal an der Drau;206;75628;35088;262;104
Villach Land;207;64920;29247;191;108
Völkermarkt;208;41834;20251;117;77
Wolfsberg;209;52488;23874;178;64
Feldkirchen;210;29783;13617;82;42
Krems an der Donau(Stadt);301;24837;10911;72;98
Sankt Pölten(Stadt);302;55878;26472;135;189
Waidhofen an der Ybbs(Stadt);303;11134;6160;39;26
Wiener Neustadt(Stadt);304;46456;22341;178;170
Amstetten;305;116592;67992;302;307
Baden;306;147113;68339;314;581
Bruck an der Leitha;307;105507;48236;216;589
Gänserndorf;308;105824;46002;168;526
Gmünd;309;36275;16924;152;193
Hollabrunn;310;51332;21887;91;224
Horn;311;30838;13756;60;120
Korneuburg;312;91777;39340;141;461
Krems(Land);313;56559;27717;97;234
Lilienfeld;314;25474;13649;113;52
Melk;315;78281;43977;285;203
Mistelbach;316;75655;32830;100;298
Mödling;317;119240;51695;267;620
Neunkirchen;318;86323;41025;246;273
Sankt Pölten(Land);319;132064;65054;293;565
Scheibbs;320;41567;24408;94;93
Tulln;321;105762;46638;206;531
Waidhofen an der Thaya;322;25531;12138;67;74
Wiener Neustadt(Land);323;79033;38759;195;285
Zwettl;325;41827;22589;84;191
Linz(Stadt);401;206537;91174;426;538
Steyr(Stadt);402;37952;17184;65;107
Wels(Stadt);403;62654;30770;155;150
Braunau am Inn;404;106492;60685;252;321
Eferding;405;33368;16953;73;73
Freistadt;406;66922;36752;182;124
Gmunden;407;102102;53509;228;342
Grieskirchen;408;65137;35766;142;192
Kirchdorf an der Krems;409;57163;29473;147;149
Linz-Land;410;152391;74128;275;357
Perg;411;69241;38319;149;202
Ried im Innkreis;412;61850;34181;166;109
Rohrbach;413;56623;30887;156;305
Schärding;414;57438;30845;153;95
Steyr-Land;415;60936;32005;145;136
Urfahr-Umgebung;416;86235;45002;153;203
Vöcklabruck;417;137993;76214;327;478
Wels-Land;418;74574;40300;114;230
Salzburg(Stadt);501;155416;76272;287;675
Hallein;502;60992;36518;138;233
Salzburg-Umgebung;503;154624;90423;299;663
Sankt Johann im Pongau;504;81392;46666;184;191
Tamsweg;505;20118;10978;64;23
Zell am See;506;88168;45207;183;247
Graz(Stadt);601;291134;122170;534;913
Deutschlandsberg;603;60871;28364;177;164
Graz-Umgebung;606;157853;72410;415;395
Leibnitz;610;85294;40216;182;153
Leoben;611;59151;23506;184;128
Liezen;612;79592;36605;215;163
Murau;614;27449;11853;59;63
Voitsberg;616;50947;22282;178;72
Weiz;617;90916;44801;251;135
Murtal;620;71356;30910;270;107
Bruck-Mürzzuschlag;621;98054;39416;350;223
Hartberg-Fürstenfeld;622;90619;42424;300;131
Südoststeiermark;623;83841;39006;286;148
Innsbruck-Stadt;701;131059;62301;220;619
Imst;702;60922;33787;87;159
Innsbruck-Land;703;181698;92596;261;651
Kitzbühel;704;64676;32621;95;137
Kufstein;705;111080;59332;236;273
Landeck;706;44346;25645;84;105
Lienz;707;48814;26402;132;108
Reutte;708;33054;16582;24;168
Schwaz;709;84456;42850;201;202
Bludenz;801;64368;34780;87;273
Bregenz;802;135310;69264;225;656
Dornbirn;803;90502;47253;160;317
Feldkirch;804;109057;57309;166;419
Wien;900;1920949;923558;3996;11334
