Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"335,60",391,"4667,90",5439
Baden,Niederösterreich,"170,40",250,"2722,30",3995
Bludenz,Vorarlberg,"151,30",97,"4217,90",2704
Braunau am Inn,Oberösterreich,"196,10",207,"3890,90",4107
Bregenz,Vorarlberg,"167,40",226,"4316,00",5826
Bruck an der Leitha,Niederösterreich,"119,50",124,"2553,60",2649
Bruck-Mürzzuschlag,Steiermark,"183,40",181,"3482,40",3437
Deutschlandsberg,Steiermark,"343,40",209,"2668,10",1624
Dornbirn,Vorarlberg,"200,20",180,"5257,40",4727
Eferding,Oberösterreich,124,41,"5946,70",1973
Eisenstadt,Burgenland,"114,70",17,"3010,30",446
Eisenstadt-Umgebung,Burgenland,"83,30",36,"2696,80",1166
Feldkirch,Vorarlberg,"200,70",217,"4581,40",4954
Feldkirchen,Kärnten,"337,8",101,"3762,30",1125
Freistadt,Oberösterreich,"148,1",99,"5067,20",3388
Gänserndorf,Niederösterreich,"144,1",151,1951,2044
Gmünd,Niederösterreich,"180,6",66,"3816,40",1395
Gmunden,Oberösterreich,"283,7",289,4071,4147
Graz,Steiermark,"132,3",385,2910,8469
Graz-Umgebung,Steiermark,"158,3",247,"2837,80",4429
Grieskirchen,Oberösterreich,"157,2",102,"5493,60",3564
Güssing,Burgenland,"291,8",75,"3404,80",875
Hallein,Salzburg,"358,4",218,"5530,70",3364
Hartberg-Fürstenfeld,Steiermark,"253,8",230,"3787,80",3432
Hermagor,Kärnten,493,89,4199,758
Hollabrunn,Niederösterreich,"58,8",30,"2186,80",1116
Horn,Niederösterreich,"80,8",25,"1891,00",585
Imst,Tirol,"223,20",135,"4641,70",2807
Innsbruck-Land,Tirol,"154,1",278,"4748,60",8569
Innsbruck-Stadt,Tirol,"97,8",129,"4690,00",6189
Jennersdorf,Burgenland,"157,9",27,"3486,00",596
Kirchdorf an der Krems,Oberösterreich,"254,1",145,"3809,30",2174
Kitzbühel,Tirol,"162,10",104,"3911,60",2510
Klagenfurt Land,Kärnten,"213,3",128,"3417,50",2051
Klagenfurt Stadt,Kärnten,"162,9",165,3480,3525
Korneuburg,Niederösterreich,91,83,"2401,00",2191
Krems (Land),Niederösterreich,"85,00",48,"3262,70",1843
Krems an der Donau,Niederösterreich,"83,9",21,"3327,20",833
Kufstein,Tirol,"111,5",123,"5450,30",6011
Landeck,Tirol,"175,70",78,"5319,20",2361
Leibnitz,Steiermark,"193,5",164,"3340,20",2831
Leoben,Steiermark,"139,00",83,"3268,00",1951
Lienz,Tirol,"188,8",92,"4987,90",2431
Liezen,Steiermark,"175,80",140,"3328,20",2651
Lilienfeld,Niederösterreich,"167,6",43,"3551,00",911
Linz,Oberösterreich,"147,10",304,"3982,70",8228
Linz-Land,Oberösterreich,"157,2",238,"4033,10",6105
Mattersburg,Burgenland,"87,4",35,"2792,10",1118
Melk,Niederösterreich,"202,1",158,"3721,70",2910
Mistelbach,Niederösterreich,"66,1",50,"1905,50",1441
Mödling,Niederösterreich,"140,2",167,"2625,20",3127
Murau,Steiermark,"163,4",45,"3362,00",926
Murtal,Steiermark,"209,2",150,"3471,50",2489
Neunkirchen,Niederösterreich,"188,8",163,"2910,50",2513
Neusiedl am See,Burgenland,"101,7",61,"2452,10",1471
Oberpullendorf,Burgenland,"104,3",39,"3464,00",1295
Oberwart,Burgenland,"110,7",60,"3317,80",1798
Perg,Oberösterreich,"172,5",119,"4889,20",3372
Reutte,Tirol,"100,5",33,"2655,50",872
Ried im Innkreis,Oberösterreich,"160,5",99,"5603,80",3457
Rohrbach,Oberösterreich,"150,3",85,"6518,70",3686
Rust,Burgenland,0,±0,"2525,30",50
Salzburg,Salzburg,"186,4",289,"3733,70",5788
Salzburg-Umgebung,Salzburg,"292,5",449,"4267,30",6550
Sankt Johann im Pongau,Salzburg,"231,5",188,"6068,20",4927
Sankt Pölten,Niederösterreich,"205,4",114,"3831,50",2127
Sankt Pölten (Land),Niederösterreich,"119,2",157,"2991,70",3941
Sankt Veit an der Glan,Kärnten,"160,6",87,"4034,30",2186
Schärding,Oberösterreich,"310,2",178,"5896,40",3384
Scheibbs,Niederösterreich,"176,3",73,"4660,30",1930
Schwaz,Tirol,"125,7",106,"7724,50",6514
Spittal an der Drau,Kärnten,"171,4",130,"2317,20",1758
Steyr,Oberösterreich,"170,8",65,"3889,00",1480
Steyr-Land,Oberösterreich,"240,5",146,"4723,60",2868
Südoststeiermark,Steiermark,"159,5",134,"3449,70",2899
Tamsweg,Salzburg,"340,7",69,"6582,40",1333
Tulln,Niederösterreich,108,113,"2590,00",2709
Urfahr-Umgebung,Oberösterreich,"124,4",107,"5225,30",4494
Villach Land,Kärnten,"208,9",135,"3237,50",2092
Villach Stadt,Kärnten,299,188,"3002,40",1888
Vöcklabruck,Oberösterreich,"218,5",300,"4468,40",6135
Voitsberg,Steiermark,"101,9",52,"3587,10",1831
Völkermarkt,Kärnten,"415,7",174,"5066,60",2121
Waidhofen an der Thaya,Niederösterreich,"105,1",27,"3150,10",809
