Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"253,2",295,"7881,90",9184
Baden,Niederösterreich,"182,6",268,"6298,40",9243
Bludenz,Vorarlberg,"127,9",82,"5929,10",3801
Braunau am Inn,Oberösterreich,"290,8",307,"7739,20",8169
Bregenz,Vorarlberg,"193,4",261,"6085,80",8215
Bruck an der Leitha,Niederösterreich,"227,5",236,"5346,30",5546
Bruck-Mürzzuschlag,Steiermark,"108,4",107,"5702,30",5628
Deutschlandsberg,Steiermark,"188,9",115,"5678,00",3456
Dornbirn,Vorarlberg,"157,9",142,"7454,00",6702
Eferding,Oberösterreich,211,70,"7908,90",2624
Eisenstadt,Burgenland,"168,7",25,"6108,30",905
Eisenstadt-Umgebung,Burgenland,"145,7",63,"5113,80",2211
Feldkirch,Vorarlberg,"174,8",189,"6689,00",7233
Feldkirchen,Kärnten,"247,5",74,"7206,90",2155
Freistadt,Oberösterreich,"201,9",135,"7602,30",5083
Gänserndorf,Niederösterreich,"164,2",172,"5042,90",5284
Gmünd,Niederösterreich,"246,2",90,"6965,20",2546
Gmunden,Oberösterreich,"207,1",211,"7166,80",7300
Graz,Steiermark,"141,9",413,"4829,00",14056
Graz-Umgebung,Steiermark,"136,5",213,"4931,10",7696
Grieskirchen,Oberösterreich,"109,4",71,"7452,80",4835
Güssing,Burgenland,"140,1",36,"6751,20",1735
Hallein,Salzburg,"159,5",97,"9884,30",6012
Hartberg-Fürstenfeld,Steiermark,202,183,"7265,50",6583
Hermagor,Kärnten,"121,9",22,"10219,30",1845
Hollabrunn,Niederösterreich,"164,6",84,"4691,10",2394
Horn,Niederösterreich,"184,3",57,"4347,70",1345
Imst,Tirol,"152,1",92,"7284,10",4405
Innsbruck-Land,Tirol,"189,5",342,"6791,20",12255
Innsbruck-Stadt,Tirol,"221,3",292,"6473,90",8543
Jennersdorf,Burgenland,"181,3",31,"7194,20",1230
Kirchdorf an der Krems,Oberösterreich,"126,2",72,"6802,10",3882
Kitzbühel,Tirol,"112,2",72,"6492,30",4166
Klagenfurt Land,Kärnten,175,105,"6301,90",3782
Klagenfurt Stadt,Kärnten,"174,7",177,"5696,90",5771
Korneuburg,Niederösterreich,"121,6",111,"4451,30",4062
Krems (Land),Niederösterreich,"145,2",82,"5342,80",3018
Krems an der Donau,Niederösterreich,"123,8",31,"5024,80",1258
Kufstein,Tirol,"245,7",271,"7852,20",8660
Landeck,Tirol,"130,7",58,"7660,10",3400
Leibnitz,Steiermark,"194,7",165,"6224,90",5276
Leoben,Steiermark,"157,5",94,"5185,90",3096
Lienz,Tirol,"410,4",200,"9785,00",4769
Liezen,Steiermark,"199,6",159,"6304,90",5022
Lilienfeld,Niederösterreich,191,49,"5757,20",1477
Linz,Oberösterreich,"207,7",429,"5840,90",12067
Linz-Land,Oberösterreich,"202,8",307,"6020,30",9113
